,Unnamed: 0,tweet,language,hastags,attherate,urls,tokenized_Tweet,filteredToken,clean_tweet
1238,1238,@alibabakhel And banning transport may not reduce the pace of COVID-19.,en,[],['@alibabakhel'],[],"['alibabakhel', 'And', 'banning', 'transport', 'may', 'not', 'reduce', 'the', 'pace', 'of', 'COVID-19']","['may', 'And', 'alibabakhel', 'reduce', 'transport', 'pace', 'COVID-19', 'banning']", And banning transport may not reduce the pace of COVID19
1239,1239,Covid Awareness,en,[],[],[],"['Covid', 'Awareness']","['Covid', 'Awareness']",Covid Awareness
1240,1240,@TeamSOSIndia @JJPWomenCell @SheelaBhayan @IamRituKataria @JJPofficial @Dchautala  PREGNANT COVID PATIENT NEEDS HOSPITAL TO DELIVER BABY Can’t afford expensive hospital  Name Kajal Age 22 Pregnancy case with thrombocytopenia Mr.Ashish 8920367295 Amra hospital hospital guru gram,en,[],"['@TeamSOSIndia', '@JJPWomenCell', '@SheelaBhayan', '@IamRituKataria', '@JJPofficial', '@Dchautala']",[],"['TeamSOSIndia', 'JJPWomenCell', 'SheelaBhayan', 'IamRituKataria', 'JJPofficial', 'Dchautala', 'PREGNANT', 'COVID', 'PATIENT', 'NEEDS', 'HOSPITAL', 'TO', 'DELIVER', 'BABY', 'Can', '’', 't', 'afford', 'expensive', 'hospital', 'Name', 'Kajal', 'Age', '22', 'Pregnancy', 'case', 'with', 'thrombocytopenia', 'Mr.Ashish', '8920367295', 'Amra', 'hospital', 'hospital', 'guru', 'gram']","['PATIENT', 'TO', 'gram', 'Dchautala', 'Kajal', 'JJPofficial', '22', 'Name', 'Can', 'NEEDS', 'SheelaBhayan', '8920367295', 'Mr.Ashish', 'hospital', 'PREGNANT', 'guru', '’', 'IamRituKataria', 'Age', 'TeamSOSIndia', 'thrombocytopenia', 'Pregnancy', 'DELIVER', 'case', 'BABY', 'JJPWomenCell', 'afford', 'COVID', 'expensive', 'Amra', 'HOSPITAL']", PREGNANT COVID PATIENT NEEDS HOSPITAL TO DELIVER BABY Can’t afford expensive hospital Name Kajal Age 22 Pregnancy case with thrombocytopenia MrAshish 8920367295 Amra hospital hospital guru gram
1241,1241,"@SonuSood Sir he is my cousin Venkateswarulu Vuyyala, suffering with Covid, alot of money spent, we need medical support from you.. please help to him. His wife Bhulaxmi cell no. 9676042748, she trying to approaches you, but she is unable to find way. She lost Father due to Covid  https://t.co/ZWmhISmmBK",en,[],['@SonuSood'],['https://t.co/ZWmhISmmBK'],"['SonuSood', 'Sir', 'he', 'is', 'my', 'cousin', 'Venkateswarulu', 'Vuyyala', 'suffering', 'with', 'Covid', 'alot', 'of', 'money', 'spent', 'we', 'need', 'medical', 'support', 'from', 'you', 'please', 'help', 'to', 'him', 'His', 'wife', 'Bhulaxmi', 'cell', 'no', '9676042748', 'she', 'trying', 'to', 'approaches', 'you', 'but', 'she', 'is', 'unable', 'to', 'find', 'way', 'She', 'lost', 'Father', 'due', 'to', 'Covid', 'https', 't.co/ZWmhISmmBK']","['please', 'help', 'alot', 'need', 'wife', 'https', 'Vuyyala', 'Father', 'suffering', 'spent', 'SonuSood', 'support', 'due', 'medical', 'Venkateswarulu', 'His', 'Covid', 'cousin', 'Sir', 'lost', 'Bhulaxmi', 'cell', 't.co/ZWmhISmmBK', 'find', 'way', 'She', '9676042748', 'money', 'approaches', 'unable', 'trying']", Sir he is my cousin Venkateswarulu Vuyyala suffering with Covid alot of money spent we need medical support from you please help to him His wife Bhulaxmi cell no 9676042748 she trying to approaches you but she is unable to find way She lost Father due to Covid 
1242,1242,@Smile11050595 @FaheemYounus AJK is the most deserving case for 4G services especially in time of Covid when many essential services &amp; whole of education sector is online. AJK Govt is working for this but needs to pick up pace. I urge our Hon'able Prime Minister @farooq_pm to advice the concerned.,en,[],"['@Smile11050595', '@FaheemYounus', '@farooq_pm']",[],"['Smile11050595', 'FaheemYounus', 'AJK', 'is', 'the', 'most', 'deserving', 'case', 'for', '4G', 'services', 'especially', 'in', 'time', 'of', 'Covid', 'when', 'many', 'essential', 'services', 'amp', 'whole', 'of', 'education', 'sector', 'is', 'online', 'AJK', 'Govt', 'is', 'working', 'for', 'this', 'but', 'needs', 'to', 'pick', 'up', 'pace', 'I', 'urge', 'our', ""Hon'able"", 'Prime', 'Minister', 'farooq_pm', 'to', 'advice', 'the', 'concerned']","['4G', 'amp', 'many', 'essential', 'especially', 'concerned', 'pace', 'sector', 'whole', 'time', 'urge', 'farooq_pm', 'Govt', 'needs', 'Covid', 'services', 'pick', 'online', 'Minister', 'case', 'FaheemYounus', 'I', 'AJK', ""Hon'able"", 'Prime', 'working', 'advice', 'Smile11050595', 'deserving', 'education']", AJK is the most deserving case for 4G services especially in time of Covid when many essential services amp whole of education sector is online AJK Govt is working for this but needs to pick up pace I urge our Honable Prime Minister to advice the concerned
1243,1243,#ArianaGrande is officially Married💔😭  This COVID damages not only Lungs but also so many hearts 💔🥺  https://t.co/MWjaGzHVgB,en,['#ArianaGrande'],[],['https://t.co/MWjaGzHVgB'],"['ArianaGrande', 'is', 'officially', 'Married💔😭', 'This', 'COVID', 'damages', 'not', 'only', 'Lungs', 'but', 'also', 'so', 'many', 'hearts', '💔🥺', 'https', 't.co/MWjaGzHVgB']","['t.co/MWjaGzHVgB', 'damages', 'ArianaGrande', 'This', 'many', 'also', 'Married💔😭', '💔🥺', 'officially', 'COVID', 'Lungs', 'https', 'hearts']", is officially Married💔😭 This COVID damages not only Lungs but also so many hearts 💔🥺 
1244,1244,"The BJP have been rattled by the work done by the Congress in fighting Covid. As working hard is not their piece of 🍰, the dimwit tweets this fake document. So happy there is going to be an FIR filed against this routine distributor of fake news.",en,[],[],[],"['The', 'BJP', 'have', 'been', 'rattled', 'by', 'the', 'work', 'done', 'by', 'the', 'Congress', 'in', 'fighting', 'Covid', 'As', 'working', 'hard', 'is', 'not', 'their', 'piece', 'of', '🍰', 'the', 'dimwit', 'tweets', 'this', 'fake', 'document', 'So', 'happy', 'there', 'is', 'going', 'to', 'be', 'an', 'FIR', 'filed', 'against', 'this', 'routine', 'distributor', 'of', 'fake', 'news']","['BJP', 'fake', 'going', 'filed', 'Congress', 'piece', 'document', 'tweets', 'fighting', 'news', 'routine', 'rattled', 'Covid', 'hard', '🍰', 'done', 'So', 'working', 'work', 'dimwit', 'The', 'happy', 'As', 'distributor', 'FIR']",The BJP have been rattled by the work done by the Congress in fighting Covid As working hard is not their piece of 🍰 the dimwit tweets this fake document So happy there is going to be an FIR filed against this routine distributor of fake news
1245,1245,"It was a prideful pleasure for us in Institute of Science,BHU to hear the story of repurposing 2-deoxy D glucose for the treatment of COVID-19 by INMAS led by Dr Anil Kumar Mishra, an alumnus of BHU. ⁦@VCofficeBHU  #CongressToolkitExposed  https://t.co/gRVdU9pwTv",en,['#CongressToolkitExposed'],[],['https://t.co/gRVdU9pwTv'],"['It', 'was', 'a', 'prideful', 'pleasure', 'for', 'us', 'in', 'Institute', 'of', 'Science', 'BHU', 'to', 'hear', 'the', 'story', 'of', 'repurposing', '2-deoxy', 'D', 'glucose', 'for', 'the', 'treatment', 'of', 'COVID-19', 'by', 'INMAS', 'led', 'by', 'Dr', 'Anil', 'Kumar', 'Mishra', 'an', 'alumnus', 'of', 'BHU', '\u2066', 'VCofficeBHU', 'CongressToolkitExposed', 'https', 't.co/gRVdU9pwTv']","['CongressToolkitExposed', 'INMAS', '2-deoxy', 'hear', '\u2066', 'https', 'prideful', 'pleasure', 'Science', 'Anil', 'BHU', 'story', 'Institute', 'Kumar', 'COVID-19', 'It', 'glucose', 'D', 'Mishra', 'led', 'Dr', 't.co/gRVdU9pwTv', 'treatment', 'VCofficeBHU', 'repurposing', 'us', 'alumnus']",It was a prideful pleasure for us in Institute of ScienceBHU to hear the story of repurposing 2deoxy D glucose for the treatment of COVID19 by INMAS led by Dr Anil Kumar Mishra an alumnus of BHU ⁦ 
1246,1246,@SirusTweets And I/O 2020 waa cancelled because of Covid 😭,en,[],['@SirusTweets'],[],"['SirusTweets', 'And', 'I/O', '2020', 'waa', 'cancelled', 'because', 'of', 'Covid', '😭']","['Covid', 'cancelled', 'I/O', 'waa', 'SirusTweets', 'And', '😭', '2020']", And I/O 2020 waa cancelled because of Covid 😭
1247,1247,#Covi10 is a humble but honest attempt for Covid relief. Join us:  https://t.co/6Sn2w9PtiI @RoopinderDr @BeingHR @divyarawat76 @amritabahl @KartikDayanand @Rajlakshmi_S @rajitachaudhuri  https://t.co/tSX4SfdMy4,en,['#Covi10'],"['@RoopinderDr', '@BeingHR', '@divyarawat76', '@amritabahl', '@KartikDayanand', '@Rajlakshmi_S', '@rajitachaudhuri']","['https://t.co/6Sn2w9PtiI', 'https://t.co/tSX4SfdMy4']","['Covi10', 'is', 'a', 'humble', 'but', 'honest', 'attempt', 'for', 'Covid', 'relief', 'Join', 'us', 'https', 't.co/6Sn2w9PtiI', 'RoopinderDr', 'BeingHR', 'divyarawat76', 'amritabahl', 'KartikDayanand', 'Rajlakshmi_S', 'rajitachaudhuri', 'https', 't.co/tSX4SfdMy4']","['Covid', 'relief', 'rajitachaudhuri', 'honest', 'Rajlakshmi_S', 'us', 'RoopinderDr', 'Join', 'BeingHR', 'https', 'attempt', 'amritabahl', 't.co/6Sn2w9PtiI', 'KartikDayanand', 'divyarawat76', 't.co/tSX4SfdMy4', 'Covi10', 'humble']", is a humble but honest attempt for Covid relief Join us:  
1248,1248,The college student in form of me left 1.5 years ago!! Why Covid!!,en,[],[],[],"['The', 'college', 'student', 'in', 'form', 'of', 'me', 'left', '1.5', 'years', 'ago', 'Why', 'Covid']","['Covid', 'form', 'ago', 'student', '1.5', 'The', 'college', 'left', 'Why', 'years']",The college student in form of me left 15 years ago Why Covid
1249,1249,Let's fight COVID-19 together,en,[],[],[],"['Let', ""'s"", 'fight', 'COVID-19', 'together']","['together', 'Let', ""'s"", 'COVID-19', 'fight']",Lets fight COVID19 together
1250,1250,@SubhBiswas4U @rebeccaTWDlife @mtescobosa @michonnexoxo @BlackLunaAngelX @JDMsizzy @DrEugeneWD @MrSheltonTV @DebbLexy12427 @Maryfos92916449 Yup ..life before Covid ..,en,[],"['@SubhBiswas4U', '@rebeccaTWDlife', '@mtescobosa', '@michonnexoxo', '@BlackLunaAngelX', '@JDMsizzy', '@DrEugeneWD', '@MrSheltonTV', '@DebbLexy12427', '@Maryfos92916449']",[],"['SubhBiswas4U', 'rebeccaTWDlife', 'mtescobosa', 'michonnexoxo', 'BlackLunaAngelX', 'JDMsizzy', 'DrEugeneWD', 'MrSheltonTV', 'DebbLexy12427', 'Maryfos92916449', 'Yup', 'life', 'before', 'Covid']","['Covid', 'mtescobosa', 'michonnexoxo', 'MrSheltonTV', 'DebbLexy12427', 'BlackLunaAngelX', 'life', 'Yup', 'SubhBiswas4U', 'Maryfos92916449', 'JDMsizzy', 'rebeccaTWDlife', 'DrEugeneWD']", Yup life before Covid 
1251,1251,"As the second wave of covid19 piled up again, numbers needing help swelled up. In response, we started our covid relief work in Noida slums. Watch our video to know about our work. #coronavirus #covidrelief #Covid_19 #CoronavirusPandemic #COVIDSecondWaveInIndia  https://t.co/0F22LS1Not",en,"['#coronavirus', '#covidrelief', '#Covid_19', '#CoronavirusPandemic', '#COVIDSecondWaveInIndia']",[],['https://t.co/0F22LS1Not'],"['As', 'the', 'second', 'wave', 'of', 'covid19', 'piled', 'up', 'again', 'numbers', 'needing', 'help', 'swelled', 'up', 'In', 'response', 'we', 'started', 'our', 'covid', 'relief', 'work', 'in', 'Noida', 'slums', 'Watch', 'our', 'video', 'to', 'know', 'about', 'our', 'work', 'coronavirus', 'covidrelief', 'Covid_19', 'CoronavirusPandemic', 'COVIDSecondWaveInIndia', 'https', 't.co/0F22LS1Not']","['Noida', 'slums', 'help', 'know', 'relief', 'wave', 'covid19', 'second', 'https', 'In', 'coronavirus', 'Watch', 'covidrelief', 'started', 'video', 'covid', 'piled', 'numbers', 't.co/0F22LS1Not', 'COVIDSecondWaveInIndia', 'swelled', 'Covid_19', 'work', 'response', 'As', 'CoronavirusPandemic', 'needing']",As the second wave of covid19 piled up again numbers needing help swelled up In response we started our covid relief work in Noida slums Watch our video to know about our work 
1252,1252,"You are a poor &amp; biased reporter targeting only BJP ruled states, mostly where elections are supposed to be there! Reporting awaited from Rajasthan, Chhattisgarh &amp; COVID affected Maharashtra &amp; Kerala &amp; how it spread to whole India!",en,[],[],[],"['You', 'are', 'a', 'poor', 'amp', 'biased', 'reporter', 'targeting', 'only', 'BJP', 'ruled', 'states', 'mostly', 'where', 'elections', 'are', 'supposed', 'to', 'be', 'there', 'Reporting', 'awaited', 'from', 'Rajasthan', 'Chhattisgarh', 'amp', 'COVID', 'affected', 'Maharashtra', 'amp', 'Kerala', 'amp', 'how', 'it', 'spread', 'to', 'whole', 'India']","['targeting', 'BJP', 'amp', 'ruled', 'Reporting', 'Maharashtra', 'You', 'whole', 'biased', 'affected', 'reporter', 'states', 'Chhattisgarh', 'Kerala', 'supposed', 'mostly', 'elections', 'poor', 'awaited', 'spread', 'COVID', 'India', 'Rajasthan']",You are a poor amp biased reporter targeting only BJP ruled states mostly where elections are supposed to be there Reporting awaited from Rajasthan Chhattisgarh amp COVID affected Maharashtra amp Kerala amp how it spread to whole India
1253,1253,@SonuSood Sir please once check the profile of Mallik paruchuri who has solutions to covid,en,[],['@SonuSood'],[],"['SonuSood', 'Sir', 'please', 'once', 'check', 'the', 'profile', 'of', 'Mallik', 'paruchuri', 'who', 'has', 'solutions', 'to', 'covid']","['please', 'Mallik', 'profile', 'solutions', 'covid', 'paruchuri', 'SonuSood', 'Sir', 'check']", Sir please once check the profile of Mallik paruchuri who has solutions to covid
1254,1254,"Thread to read. While you're focused on covid and other failures, they're messing up the environment",en,[],[],[],"['Thread', 'to', 'read', 'While', 'you', ""'re"", 'focused', 'on', 'covid', 'and', 'other', 'failures', 'they', ""'re"", 'messing', 'up', 'the', 'environment']","[""'re"", 'read', 'failures', 'covid', 'environment', 'Thread', 'messing', 'focused', 'While']",Thread to read While youre focused on covid and other failures theyre messing up the environment
1255,1255,I basically told everyone in my family whatsapp group that antivaxx with covid should die at home. Don’t bother going to the hospital and menyusahkan doktor. “Jenazah dibawa ke hospital” je status yg layak untuk antivaxx.,en,[],[],[],"['I', 'basically', 'told', 'everyone', 'in', 'my', 'family', 'whatsapp', 'group', 'that', 'antivaxx', 'with', 'covid', 'should', 'die', 'at', 'home', 'Don', '’', 't', 'bother', 'going', 'to', 'the', 'hospital', 'and', 'menyusahkan', 'doktor', '“', 'Jenazah', 'dibawa', 'ke', 'hospital', '”', 'je', 'status', 'yg', 'layak', 'untuk', 'antivaxx']","['Don', 'antivaxx', '“', 'basically', 'whatsapp', 'going', 'group', 'untuk', 'menyusahkan', 'bother', 'home', 'die', 'hospital', 'dibawa', '’', 'family', 'layak', 'covid', 'told', 'everyone', 'Jenazah', 'yg', 'ke', 'I', '”', 'status', 'doktor', 'je']",I basically told everyone in my family whatsapp group that antivaxx with covid should die at home Don’t bother going to the hospital and menyusahkan doktor “Jenazah dibawa ke hospital” je status yg layak untuk antivaxx
1256,1256,"Waiting for the new release of much needed relief pkgs for resort and big business owners. After all, they declared bankruptcy from COVID second month into this and stopped paying their employees.",en,[],[],[],"['Waiting', 'for', 'the', 'new', 'release', 'of', 'much', 'needed', 'relief', 'pkgs', 'for', 'resort', 'and', 'big', 'business', 'owners', 'After', 'all', 'they', 'declared', 'bankruptcy', 'from', 'COVID', 'second', 'month', 'into', 'this', 'and', 'stopped', 'paying', 'their', 'employees']","['relief', 'second', 'big', 'owners', 'pkgs', 'needed', 'After', 'bankruptcy', 'new', 'declared', 'Waiting', 'business', 'release', 'month', 'much', 'resort', 'paying', 'stopped', 'COVID', 'employees']",Waiting for the new release of much needed relief pkgs for resort and big business owners After all they declared bankruptcy from COVID second month into this and stopped paying their employees
1257,1257,"@saifQue @faridzulharizan @bongkersz Hi Saif.There are 29 agencies tasked to do enforcement work. In nature MITI is not an enforcement body. We help develop industries, trade &amp; investment.But due to COVID-19 we facilitate this exercise. Best we not speculate, we will check with the police first about this case ya.",en,[],"['@saifQue', '@faridzulharizan', '@bongkersz']",[],"['saifQue', 'faridzulharizan', 'bongkersz', 'Hi', 'Saif.There', 'are', '29', 'agencies', 'tasked', 'to', 'do', 'enforcement', 'work', 'In', 'nature', 'MITI', 'is', 'not', 'an', 'enforcement', 'body', 'We', 'help', 'develop', 'industries', 'trade', 'amp', 'investment.But', 'due', 'to', 'COVID-19', 'we', 'facilitate', 'this', 'exercise', 'Best', 'we', 'not', 'speculate', 'we', 'will', 'check', 'with', 'the', 'police', 'first', 'about', 'this', 'case', 'ya']","['amp', 'facilitate', 'bongkersz', 'help', 'faridzulharizan', 'exercise', 'industries', '29', 'speculate', 'In', 'ya', 'agencies', 'due', 'COVID-19', 'saifQue', 'Saif.There', 'develop', 'Hi', 'first', 'MITI', 'We', 'body', 'case', 'check', 'police', 'nature', 'enforcement', 'work', 'trade', 'tasked', 'investment.But', 'Best']", Hi SaifThere are 29 agencies tasked to do enforcement work In nature MITI is not an enforcement body We help develop industries trade amp investmentBut due to COVID19 we facilitate this exercise Best we not speculate we will check with the police first about this case ya
1258,1258,"Trained on smelly socks, bio-detection dogs sniff out COVID-19  https://t.co/DLayXFP8jY #Sipgrab #UnitingPeopleWithThePossibilities",en,"['#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/DLayXFP8jY'],"['Trained', 'on', 'smelly', 'socks', 'bio-detection', 'dogs', 'sniff', 'out', 'COVID-19', 'https', 't.co/DLayXFP8jY', 'Sipgrab', 'UnitingPeopleWithThePossibilities']","['Trained', 'socks', 'bio-detection', 'https', 't.co/DLayXFP8jY', 'Sipgrab', 'sniff', 'COVID-19', 'dogs', 'UnitingPeopleWithThePossibilities', 'smelly']",Trained on smelly socks biodetection dogs sniff out COVID19  
1259,1259,@mkstalin sir please take care regarding petrol and diesel prices .. day by day it is going very high.. sir romba kastamaga irrukku sir.. pls do some thing.. want to ride out covid from this world pls,en,[],['@mkstalin'],[],"['mkstalin', 'sir', 'please', 'take', 'care', 'regarding', 'petrol', 'and', 'diesel', 'prices', 'day', 'by', 'day', 'it', 'is', 'going', 'very', 'high', 'sir', 'romba', 'kastamaga', 'irrukku', 'sir', 'pls', 'do', 'some', 'thing', 'want', 'to', 'ride', 'out', 'covid', 'from', 'this', 'world', 'pls']","['please', 'want', 'world', 'diesel', 'going', 'regarding', 'ride', 'day', 'prices', 'pls', 'sir', 'romba', 'petrol', 'covid', 'irrukku', 'thing', 'take', 'mkstalin', 'kastamaga', 'care', 'high']", sir please take care regarding petrol and diesel prices  day by day it is going very high sir romba kastamaga irrukku sir pls do some thing want to ride out covid from this world pls
1260,1260,Covid 19 medicine distribution...  https://t.co/q2YGGksP3W,en,[],[],['https://t.co/q2YGGksP3W'],"['Covid', '19', 'medicine', 'distribution', 'https', 't.co/q2YGGksP3W']","['Covid', 'https', 'medicine', 'distribution', 't.co/q2YGGksP3W', '19']",Covid 19 medicine distribution 
1261,1261,COVID test scheduled. 15 days until I'm Stateside again -- longest time I spent outside of my home country!,en,[],[],[],"['COVID', 'test', 'scheduled', '15', 'days', 'until', 'I', ""'m"", 'Stateside', 'again', 'longest', 'time', 'I', 'spent', 'outside', 'of', 'my', 'home', 'country']","['spent', 'time', 'home', 'Stateside', '15', 'scheduled', 'days', 'COVID', ""'m"", 'longest', 'country', 'test', 'I', 'outside']",COVID test scheduled 15 days until Im Stateside again  longest time I spent outside of my home country
1262,1262,Daily Situation report (Covid-19) Dated: 23-05-2021  https://t.co/L5mGC0pbNS,en,[],[],['https://t.co/L5mGC0pbNS'],"['Daily', 'Situation', 'report', 'Covid-19', 'Dated', '23-05-2021', 'https', 't.co/L5mGC0pbNS']","['Dated', 'report', 't.co/L5mGC0pbNS', 'Daily', 'Covid-19', 'https', 'Situation', '23-05-2021']",Daily Situation report (Covid19) Dated: 23052021 
1263,1263,Central Public Sector Enterprises are opening up PSA Oxygen Plants pan-India to help India's fight against COVID.   31 Oxygen plants are being set up in Karnataka.  #IndiaFightsCorona @kpmaurya1 @bpsarojmp @BJPVinodSonkar @sureshpasiBJP @BJPKashiKshetra @bjpgangapar  https://t.co/r1TIgKIFhI,en,['#IndiaFightsCorona'],"['@kpmaurya1', '@bpsarojmp', '@BJPVinodSonkar', '@sureshpasiBJP', '@BJPKashiKshetra', '@bjpgangapar']",['https://t.co/r1TIgKIFhI'],"['Central', 'Public', 'Sector', 'Enterprises', 'are', 'opening', 'up', 'PSA', 'Oxygen', 'Plants', 'pan-India', 'to', 'help', 'India', ""'s"", 'fight', 'against', 'COVID', '31', 'Oxygen', 'plants', 'are', 'being', 'set', 'up', 'in', 'Karnataka', 'IndiaFightsCorona', 'kpmaurya1', 'bpsarojmp', 'BJPVinodSonkar', 'sureshpasiBJP', 'BJPKashiKshetra', 'bjpgangapar', 'https', 't.co/r1TIgKIFhI']","['BJPKashiKshetra', 'BJPVinodSonkar', 'help', 'https', 'Oxygen', 'Sector', 'Karnataka', 'plants', 'Enterprises', 'Plants', 'sureshpasiBJP', 'pan-India', 'PSA', 'kpmaurya1', 'IndiaFightsCorona', '31', ""'s"", 'fight', 'Public', 'bpsarojmp', 'set', 'COVID', 'India', 'bjpgangapar', 'opening', 'Central', 't.co/r1TIgKIFhI']",Central Public Sector Enterprises are opening up PSA Oxygen Plants panIndia to help Indias fight against COVID 31 Oxygen plants are being set up in Karnataka 
1264,1264,Central Public Sector Enterprises are opening up PSA Oxygen Plants pan-India to help India's fight against COVID.   13 Pressure Swing Absorption Oxygen Plants are being set up in Uttar Pradesh.  #IndiaFightsCorona @kpmaurya1 @bpsarojmp @BJPVinodSonkar @sureshpasiBJP  https://t.co/TYrKvsyq4a,en,['#IndiaFightsCorona'],"['@kpmaurya1', '@bpsarojmp', '@BJPVinodSonkar', '@sureshpasiBJP']",['https://t.co/TYrKvsyq4a'],"['Central', 'Public', 'Sector', 'Enterprises', 'are', 'opening', 'up', 'PSA', 'Oxygen', 'Plants', 'pan-India', 'to', 'help', 'India', ""'s"", 'fight', 'against', 'COVID', '13', 'Pressure', 'Swing', 'Absorption', 'Oxygen', 'Plants', 'are', 'being', 'set', 'up', 'in', 'Uttar', 'Pradesh', 'IndiaFightsCorona', 'kpmaurya1', 'bpsarojmp', 'BJPVinodSonkar', 'sureshpasiBJP', 'https', 't.co/TYrKvsyq4a']","['Uttar', 'BJPVinodSonkar', 'help', 'Pressure', 'https', 't.co/TYrKvsyq4a', 'Oxygen', 'Sector', 'Swing', 'Absorption', 'Pradesh', 'Enterprises', 'Plants', 'sureshpasiBJP', 'pan-India', 'PSA', 'kpmaurya1', 'IndiaFightsCorona', '13', 'fight', ""'s"", 'Public', 'bpsarojmp', 'set', 'COVID', 'India', 'opening', 'Central']",Central Public Sector Enterprises are opening up PSA Oxygen Plants panIndia to help Indias fight against COVID 13 Pressure Swing Absorption Oxygen Plants are being set up in Uttar Pradesh 
1265,1265,@IASassociation ias must stand against a politically intended punitive transfer in times of covid n cyclone. Public service is not secondary to ego servicing. @NehaKumariIAS,en,[],"['@IASassociation', '@NehaKumariIAS']",[],"['IASassociation', 'ias', 'must', 'stand', 'against', 'a', 'politically', 'intended', 'punitive', 'transfer', 'in', 'times', 'of', 'covid', 'n', 'cyclone', 'Public', 'service', 'is', 'not', 'secondary', 'to', 'ego', 'servicing', 'NehaKumariIAS']","['secondary', 'Public', 'n', 'stand', 'covid', 'transfer', 'times', 'cyclone', 'politically', 'punitive', 'servicing', 'must', 'ego', 'service', 'IASassociation', 'NehaKumariIAS', 'intended', 'ias']", ias must stand against a politically intended punitive transfer in times of covid n cyclone Public service is not secondary to ego servicing 
1266,1266,Assam college/school can become covid hotspot #cancelassamboardofflineexams #cancelassamuniversityofflineexams @himantabiswa @ranojpegu,en,"['#cancelassamboardofflineexams', '#cancelassamuniversityofflineexams']","['@himantabiswa', '@ranojpegu']",[],"['Assam', 'college/school', 'can', 'become', 'covid', 'hotspot', 'cancelassamboardofflineexams', 'cancelassamuniversityofflineexams', 'himantabiswa', 'ranojpegu']","['become', 'covid', 'hotspot', 'cancelassamboardofflineexams', 'himantabiswa', 'ranojpegu', 'college/school', 'Assam', 'cancelassamuniversityofflineexams']",Assam college/school can become covid hotspot 
1267,1267,"Tbh, they're eating foreign substance everyday. And breath in many foreign substance every second.  Hopefully one that they breath in never have covid-19 inside.",en,[],[],[],"['Tbh', 'they', ""'re"", 'eating', 'foreign', 'substance', 'everyday', 'And', 'breath', 'in', 'many', 'foreign', 'substance', 'every', 'second', 'Hopefully', 'one', 'that', 'they', 'breath', 'in', 'never', 'have', 'covid-19', 'inside']","['every', ""'re"", 'many', 'Hopefully', 'foreign', 'never', 'breath', 'covid-19', 'second', 'Tbh', 'everyday', 'inside', 'eating', 'And', 'one', 'substance']",Tbh theyre eating foreign substance everyday And breath in many foreign substance every second Hopefully one that they breath in never have covid19 inside
1268,1268,"As we know, COVID-19 is not treated but just managed in a hospital! The plight of the people admitted in a hospital is endless! Request the authorities to a keep control on amount charged as hospital bill by the private hospitals. @KTRTRS @TelanganaHealth @TelanganaCMO @",en,[],"['@KTRTRS', '@TelanganaHealth', '@TelanganaCMO', '@']",[],"['As', 'we', 'know', 'COVID-19', 'is', 'not', 'treated', 'but', 'just', 'managed', 'in', 'a', 'hospital', 'The', 'plight', 'of', 'the', 'people', 'admitted', 'in', 'a', 'hospital', 'is', 'endless', 'Request', 'the', 'authorities', 'to', 'a', 'keep', 'control', 'on', 'amount', 'charged', 'as', 'hospital', 'bill', 'by', 'the', 'private', 'hospitals', 'KTRTRS', 'TelanganaHealth', 'TelanganaCMO']","['know', 'TelanganaHealth', 'bill', 'admitted', 'hospitals', 'endless', 'people', 'treated', 'amount', 'hospital', 'TelanganaCMO', 'COVID-19', 'charged', 'authorities', 'KTRTRS', 'control', 'Request', 'managed', 'The', 'As', 'plight', 'keep', 'private']",As we know COVID19 is not treated but just managed in a hospital The plight of the people admitted in a hospital is endless Request the authorities to a keep control on amount charged as hospital bill by the private hospitals @
1269,1269,Unlocked Delhi : #covid_19 #unlockeddelhi #branding #advertising #ads #digitalmarketing #graphicdesign #socialmediamarketing #seo #websitedesign #websitedevelopment #webhosting #hosting #landingpage #gowebkart #animatedvideo #facebookads #instagramads  https://t.co/W69IvvGgOw,en,"['#covid_19', '#unlockeddelhi', '#branding', '#advertising', '#ads', '#digitalmarketing', '#graphicdesign', '#socialmediamarketing', '#seo', '#websitedesign', '#websitedevelopment', '#webhosting', '#hosting', '#landingpage', '#gowebkart', '#animatedvideo', '#facebookads', '#instagramads']",[],['https://t.co/W69IvvGgOw'],"['Unlocked', 'Delhi', 'covid_19', 'unlockeddelhi', 'branding', 'advertising', 'ads', 'digitalmarketing', 'graphicdesign', 'socialmediamarketing', 'seo', 'websitedesign', 'websitedevelopment', 'webhosting', 'hosting', 'landingpage', 'gowebkart', 'animatedvideo', 'facebookads', 'instagramads', 'https', 't.co/W69IvvGgOw']","['facebookads', 'landingpage', 'https', 'branding', 'digitalmarketing', 'ads', 'seo', 'advertising', 'unlockeddelhi', 'gowebkart', 't.co/W69IvvGgOw', 'websitedesign', 'hosting', 'websitedevelopment', 'Unlocked', 'graphicdesign', 'covid_19', 'instagramads', 'Delhi', 'webhosting', 'animatedvideo', 'socialmediamarketing']",Unlocked Delhi : 
