,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,tweet,language,hastags,attherate,urls,tokenized_Tweet,filteredToken,clean_tweet
23,23,23,23,In case any one in need Noor nagar sarvoday school  30 beds+oxygen support  Johri Farm Association #coronavirus #CoronaSecondWave #OxygenCrisis #COVIDEmergency  https://t.co/lQ3i4kgOoF,en,"['#coronavirus', '#CoronaSecondWave', '#OxygenCrisis', '#COVIDEmergency']",[],['https://t.co/lQ3i4kgOoF'],"['In', 'case', 'any', 'one', 'in', 'need', 'Noor', 'nagar', 'sarvoday', 'school', '30', 'beds+oxygen', 'support', 'Johri', 'Farm', 'Association', 'coronavirus', 'CoronaSecondWave', 'OxygenCrisis', 'COVIDEmergency', 'https', 't.co/lQ3i4kgOoF']","['support', 'coronavirus', 'one', 'need', 'COVIDEmergency', 'Farm', 'beds+oxygen', 'Johri', 'In', 'case', 'CoronaSecondWave', '30', 'Association', 'nagar', 'school', 'https', 't.co/lQ3i4kgOoF', 'Noor', 'OxygenCrisis', 'sarvoday']",In case any one in need Noor nagar sarvoday school 30 beds+oxygen support Johri Farm Association 
24,24,24,24,"Last year it was just about #surviving #lockdown,   this year it's about #survival  Yatindar Bansal   #qoutes #coronavirus #coronastrain #lockdown #Delhi #Mumbai #IndiaFightsBack",en,"['#surviving', '#lockdown,', '#survival', '#qoutes', '#coronavirus', '#coronastrain', '#lockdown', '#Delhi', '#Mumbai', '#IndiaFightsBack']",[],[],"['Last', 'year', 'it', 'was', 'just', 'about', 'surviving', 'lockdown', 'this', 'year', 'it', ""'s"", 'about', 'survival', 'Yatindar', 'Bansal', 'qoutes', 'coronavirus', 'coronastrain', 'lockdown', 'Delhi', 'Mumbai', 'IndiaFightsBack']","['survival', 'lockdown', 'coronavirus', 'IndiaFightsBack', 'Last', 'Bansal', 'qoutes', 'surviving', 'year', 'coronastrain', 'Delhi', 'Mumbai', ""'s"", 'Yatindar']",Last year it was just about this year its about Yatindar Bansal 
25,25,25,25,"Greetings !! Hope everything is fine out there.  Nothing lasts forever. This shall pass too.  Stay Home, Stay Safe – is the only best medicine found till now against coronavirus. Take care of yourself and your family #STAYTUNED :  https://t.co/SHxucegqv1  # PRAY🙏🏻   :  @SURAJKALRA",en,"['#STAYTUNED', '#']",['@SURAJKALRA'],['https://t.co/SHxucegqv1'],"['Greetings', 'Hope', 'everything', 'is', 'fine', 'out', 'there', 'Nothing', 'lasts', 'forever', 'This', 'shall', 'pass', 'too', 'Stay', 'Home', 'Stay', 'Safe', '–', 'is', 'the', 'only', 'best', 'medicine', 'found', 'till', 'now', 'against', 'coronavirus', 'Take', 'care', 'of', 'yourself', 'and', 'your', 'family', 'STAYTUNED', 'https', 't.co/SHxucegqv1', 'PRAY🙏🏻', 'SURAJKALRA']","['Greetings', 'This', 'coronavirus', 'PRAY🙏🏻', 'fine', 'lasts', 'everything', 'family', 'STAYTUNED', 'SURAJKALRA', 'Take', 'Stay', 'found', 'till', 'Hope', 'shall', 't.co/SHxucegqv1', 'Home', '–', 'forever', 'pass', 'best', 'https', 'care', 'Safe', 'medicine', 'Nothing']",Greetings  Hope everything is fine out there Nothing lasts forever This shall pass too Stay Home Stay Safe – is the only best medicine found till now against coronavirus Take care of yourself and your family :  # PRAY🙏🏻 : 
26,26,26,26,"You call out 17 Muslim names and ask if it's a ""Madrassa""... So was it a matta or a church that the other 180 were non Muslim? #TejasviSuryaExposed #BJP #COVIDSecondWave #COVID19India #COVIDEmergency2021 #Corona #coronavirus #ModiHataoDeshBachao",en,"['#TejasviSuryaExposed', '#BJP', '#COVIDSecondWave', '#COVID19India', '#COVIDEmergency2021', '#Corona', '#coronavirus', '#ModiHataoDeshBachao']",[],[],"['You', 'call', 'out', '17', 'Muslim', 'names', 'and', 'ask', 'if', 'it', ""'s"", 'a', 'Madrassa', 'So', 'was', 'it', 'a', 'matta', 'or', 'a', 'church', 'that', 'the', 'other', '180', 'were', 'non', 'Muslim', 'TejasviSuryaExposed', 'BJP', 'COVIDSecondWave', 'COVID19India', 'COVIDEmergency2021', 'Corona', 'coronavirus', 'ModiHataoDeshBachao']","['180', 'COVIDSecondWave', 'coronavirus', 'COVID19India', 'TejasviSuryaExposed', 'You', 'Madrassa', 'COVIDEmergency2021', 'ask', 'BJP', 'ModiHataoDeshBachao', 'non', 'Muslim', ""'s"", 'matta', 'names', 'call', 'church', 'Corona', '17', 'So']",You call out 17 Muslim names and ask if its a Madrassa So was it a matta or a church that the other 180 were non Muslim 
27,27,27,27,#actionagainstchina #WorldForgetChina! Birthplace of #coronavirus. #China is celebrating Wuhan Music Festival &amp; rest of world fighting for #breath!  Time to take strict action by #UnitedNation &amp; we all shud protest fuckin #China!  https://t.co/2h1tJSoXtu,en,"['#actionagainstchina', '#WorldForgetChina!', '#coronavirus.', '#China', '#breath!', '#UnitedNation', '#China!']",[],['https://t.co/2h1tJSoXtu'],"['actionagainstchina', 'WorldForgetChina', 'Birthplace', 'of', 'coronavirus', 'China', 'is', 'celebrating', 'Wuhan', 'Music', 'Festival', 'amp', 'rest', 'of', 'world', 'fighting', 'for', 'breath', 'Time', 'to', 'take', 'strict', 'action', 'by', 'UnitedNation', 'amp', 'we', 'all', 'shud', 'protest', 'fuckin', 'China', 'https', 't.co/2h1tJSoXtu']","['China', 'world', 'Festival', 'Music', 'coronavirus', 'celebrating', 'amp', 'breath', 'strict', 'action', 'fuckin', 'shud', 'UnitedNation', 'Time', 'protest', 'Wuhan', 'rest', 'WorldForgetChina', 'Birthplace', 'take', 'actionagainstchina', 'fighting', 'https', 't.co/2h1tJSoXtu']", Birthplace of is celebrating Wuhan Music Festival amp rest of world fighting for Time to take strict action by amp we all shud protest fuckin 
28,28,28,28,"@hamzashafqaat @Asma_Baloch In fact, not giving space to coronavirus 🤫🤫  https://t.co/KLRbS4wTrR",en,[],"['@hamzashafqaat', '@Asma_Baloch']",['https://t.co/KLRbS4wTrR'],"['hamzashafqaat', 'Asma_Baloch', 'In', 'fact', 'not', 'giving', 'space', 'to', 'coronavirus', '🤫🤫', 'https', 't.co/KLRbS4wTrR']","['coronavirus', 'space', 'https', 'giving', 't.co/KLRbS4wTrR', 'fact', 'In', 'Asma_Baloch', '🤫🤫', 'hamzashafqaat']", In fact not giving space to coronavirus 🤫🤫 
29,29,29,29,Verified by volunteers. #coronavirüsü #coronaoutbreak #coronaupdate #coronaout #coronanews #coronacapital #coronavírus #coronavirüs #hmmm #coronavirusindia #coronavirusindiapdate #covıd #covi̇d19 #covid19news #covi̇d_19 #covidtimes #covidnews #covid1948 #stayhome  https://t.co/KavzGcO6DB,en,"['#coronavirüsü', '#coronaoutbreak', '#coronaupdate', '#coronaout', '#coronanews', '#coronacapital', '#coronavírus', '#coronavirüs', '#hmmm', '#coronavirusindia', '#coronavirusindiapdate', '#covıd', '#covi̇d19', '#covid19news', '#covi̇d_19', '#covidtimes', '#covidnews', '#covid1948', '#stayhome']",[],['https://t.co/KavzGcO6DB'],"['Verified', 'by', 'volunteers', 'coronavirüsü', 'coronaoutbreak', 'coronaupdate', 'coronaout', 'coronanews', 'coronacapital', 'coronavírus', 'coronavirüs', 'hmmm', 'coronavirusindia', 'coronavirusindiapdate', 'covıd', 'covi̇d19', 'covid19news', 'covi̇d_19', 'covidtimes', 'covidnews', 'covid1948', 'stayhome', 'https', 't.co/KavzGcO6DB']","['stayhome', 'coronacapital', 'covıd', 'covi̇d_19', 'coronaupdate', 'coronavírus', 'hmmm', 'coronavirusindia', 'coronavirüs', 'covidnews', 'coronaout', 'volunteers', 'coronaoutbreak', 'covid1948', 'coronavirüsü', 'covi̇d19', 'covid19news', 'https', 'covidtimes', 'coronanews', 't.co/KavzGcO6DB', 'Verified', 'coronavirusindiapdate']",Verified by volunteers 
30,30,30,30,Verified by volunteers. #coronavirüsü #coronaoutbreak #coronaupdate #coronaout #coronanews #coronacapital #coronavírus #coronavirüs #hmmm #coronavirusindia #coronavirusindiapdate #covıd #covi̇d19 #covid19news #covi̇d_19 #covidtimes #covidnews #covid1948 #stayhome  https://t.co/85xmF0jvlS,en,"['#coronavirüsü', '#coronaoutbreak', '#coronaupdate', '#coronaout', '#coronanews', '#coronacapital', '#coronavírus', '#coronavirüs', '#hmmm', '#coronavirusindia', '#coronavirusindiapdate', '#covıd', '#covi̇d19', '#covid19news', '#covi̇d_19', '#covidtimes', '#covidnews', '#covid1948', '#stayhome']",[],['https://t.co/85xmF0jvlS'],"['Verified', 'by', 'volunteers', 'coronavirüsü', 'coronaoutbreak', 'coronaupdate', 'coronaout', 'coronanews', 'coronacapital', 'coronavírus', 'coronavirüs', 'hmmm', 'coronavirusindia', 'coronavirusindiapdate', 'covıd', 'covi̇d19', 'covid19news', 'covi̇d_19', 'covidtimes', 'covidnews', 'covid1948', 'stayhome', 'https', 't.co/85xmF0jvlS']","['stayhome', 'coronacapital', 'covıd', 'covi̇d_19', 'coronaupdate', 'coronavírus', 'hmmm', 'coronavirusindia', 'coronavirüs', 'covidnews', 'coronaout', 'volunteers', 'coronaoutbreak', 't.co/85xmF0jvlS', 'covid1948', 'coronavirüsü', 'covi̇d19', 'covid19news', 'https', 'covidtimes', 'coronanews', 'Verified', 'coronavirusindiapdate']",Verified by volunteers 
31,31,31,31,Verified by volunteers. #coronavirüsü #coronaoutbreak #coronaupdate #coronaout #coronanews #coronacapital #coronavírus #coronavirüs #coronaviruslockdown #coronavirusindia #coronavirusindiapdate #covıd #covi̇d19 #covid19news #covi̇d_19 #covidtimes #covidnews #covid1948 #stayhome  https://t.co/ECh9L3cpbH,en,"['#coronavirüsü', '#coronaoutbreak', '#coronaupdate', '#coronaout', '#coronanews', '#coronacapital', '#coronavírus', '#coronavirüs', '#coronaviruslockdown', '#coronavirusindia', '#coronavirusindiapdate', '#covıd', '#covi̇d19', '#covid19news', '#covi̇d_19', '#covidtimes', '#covidnews', '#covid1948', '#stayhome']",[],['https://t.co/ECh9L3cpbH'],"['Verified', 'by', 'volunteers', 'coronavirüsü', 'coronaoutbreak', 'coronaupdate', 'coronaout', 'coronanews', 'coronacapital', 'coronavírus', 'coronavirüs', 'coronaviruslockdown', 'coronavirusindia', 'coronavirusindiapdate', 'covıd', 'covi̇d19', 'covid19news', 'covi̇d_19', 'covidtimes', 'covidnews', 'covid1948', 'stayhome', 'https', 't.co/ECh9L3cpbH']","['stayhome', 'coronacapital', 'covıd', 'covi̇d_19', 'coronaupdate', 'coronavírus', 'coronavirusindia', 'coronavirüs', 'covidnews', 'coronaout', 'volunteers', 'coronaoutbreak', 't.co/ECh9L3cpbH', 'covid1948', 'coronaviruslockdown', 'coronavirüsü', 'covi̇d19', 'covid19news', 'https', 'covidtimes', 'coronanews', 'Verified', 'coronavirusindiapdate']",Verified by volunteers 
32,32,32,32,Verified by volunteers. #coronavirüsü #coronaoutbreak #coronaupdate #coronaout #coronanews #coronacapital #coronavírus #coronavirüs #coronaviruslockdown #coronavirusindia #coronavirusindiapdate #covıd #covi̇d19 #covid19news #covi̇d_19 #covidtimes #covidnews #covid1948 #stayhome  https://t.co/3Bq5zyp85F,en,"['#coronavirüsü', '#coronaoutbreak', '#coronaupdate', '#coronaout', '#coronanews', '#coronacapital', '#coronavírus', '#coronavirüs', '#coronaviruslockdown', '#coronavirusindia', '#coronavirusindiapdate', '#covıd', '#covi̇d19', '#covid19news', '#covi̇d_19', '#covidtimes', '#covidnews', '#covid1948', '#stayhome']",[],['https://t.co/3Bq5zyp85F'],"['Verified', 'by', 'volunteers', 'coronavirüsü', 'coronaoutbreak', 'coronaupdate', 'coronaout', 'coronanews', 'coronacapital', 'coronavírus', 'coronavirüs', 'coronaviruslockdown', 'coronavirusindia', 'coronavirusindiapdate', 'covıd', 'covi̇d19', 'covid19news', 'covi̇d_19', 'covidtimes', 'covidnews', 'covid1948', 'stayhome', 'https', 't.co/3Bq5zyp85F']","['stayhome', 'coronacapital', 'covıd', 'covi̇d_19', 'coronaupdate', 'coronavírus', 'coronavirusindia', 'coronavirüs', 'covidnews', 'coronaout', 'volunteers', 'coronaoutbreak', 'covid1948', 'coronaviruslockdown', 'coronavirüsü', 'covi̇d19', 't.co/3Bq5zyp85F', 'covid19news', 'https', 'covidtimes', 'coronanews', 'Verified', 'coronavirusindiapdate']",Verified by volunteers 
33,33,33,33,Verified by our volunteers. #coronavirüsü #coronaoutbreak #coronaupdate #coronaout #coronanews #coronacapital #coronavírus #coronavirüs #coronaviruslockdown #coronavirusindia #coronavirusindiapdate #covıd #covi̇d19 #covid19news #covi̇d_19 #covidtimes #covidnews #covid1948  https://t.co/yDpZPNFg14,en,"['#coronavirüsü', '#coronaoutbreak', '#coronaupdate', '#coronaout', '#coronanews', '#coronacapital', '#coronavírus', '#coronavirüs', '#coronaviruslockdown', '#coronavirusindia', '#coronavirusindiapdate', '#covıd', '#covi̇d19', '#covid19news', '#covi̇d_19', '#covidtimes', '#covidnews', '#covid1948']",[],['https://t.co/yDpZPNFg14'],"['Verified', 'by', 'our', 'volunteers', 'coronavirüsü', 'coronaoutbreak', 'coronaupdate', 'coronaout', 'coronanews', 'coronacapital', 'coronavírus', 'coronavirüs', 'coronaviruslockdown', 'coronavirusindia', 'coronavirusindiapdate', 'covıd', 'covi̇d19', 'covid19news', 'covi̇d_19', 'covidtimes', 'covidnews', 'covid1948', 'https', 't.co/yDpZPNFg14']","['coronacapital', 'covıd', 'covi̇d_19', 'coronaupdate', 'coronavírus', 'coronavirusindia', 'coronavirüs', 'covidnews', 'coronaout', 'volunteers', 'coronaoutbreak', 'covid1948', 'coronaviruslockdown', 'coronavirüsü', 'covi̇d19', 'covid19news', 't.co/yDpZPNFg14', 'https', 'covidtimes', 'coronanews', 'Verified', 'coronavirusindiapdate']",Verified by our volunteers 
34,34,34,34,Verified by our volunteers. #coronavirüsü #coronaoutbreak #coronaupdate #coronaout #coronanews #coronacapital #coronavírus #coronavirüs #coronaviruslockdown #coronavirusindia #coronavirusindiapdate #covıd #covi̇d19 #covid19news #covi̇d_19 #covidtimes #covidnews #covid1948  https://t.co/5A7JYCniCc,en,"['#coronavirüsü', '#coronaoutbreak', '#coronaupdate', '#coronaout', '#coronanews', '#coronacapital', '#coronavírus', '#coronavirüs', '#coronaviruslockdown', '#coronavirusindia', '#coronavirusindiapdate', '#covıd', '#covi̇d19', '#covid19news', '#covi̇d_19', '#covidtimes', '#covidnews', '#covid1948']",[],['https://t.co/5A7JYCniCc'],"['Verified', 'by', 'our', 'volunteers', 'coronavirüsü', 'coronaoutbreak', 'coronaupdate', 'coronaout', 'coronanews', 'coronacapital', 'coronavírus', 'coronavirüs', 'coronaviruslockdown', 'coronavirusindia', 'coronavirusindiapdate', 'covıd', 'covi̇d19', 'covid19news', 'covi̇d_19', 'covidtimes', 'covidnews', 'covid1948', 'https', 't.co/5A7JYCniCc']","['t.co/5A7JYCniCc', 'coronacapital', 'covıd', 'covi̇d_19', 'coronaupdate', 'coronavírus', 'coronavirusindia', 'coronavirüs', 'covidnews', 'coronaout', 'volunteers', 'coronaoutbreak', 'covid1948', 'coronaviruslockdown', 'coronavirüsü', 'covi̇d19', 'covid19news', 'https', 'covidtimes', 'coronanews', 'Verified', 'coronavirusindiapdate']",Verified by our volunteers 
35,35,35,35,#srilanka bans travellers from India #COVID19 #coronavirus  https://t.co/l9QpRkIjC2,en,"['#srilanka', '#COVID19', '#coronavirus']",[],['https://t.co/l9QpRkIjC2'],"['srilanka', 'bans', 'travellers', 'from', 'India', 'COVID19', 'coronavirus', 'https', 't.co/l9QpRkIjC2']","['travellers', 't.co/l9QpRkIjC2', 'coronavirus', 'bans', 'COVID19', 'https', 'srilanka', 'India']", bans travellers from India 
36,36,36,36,"Coronavirus stats in #SriLanka 🔵Total 119,424 infected 🔵100,885 recovered  🔵745 deaths 🔴17,805 active cases 🔴Daily cases 1895 (May 5) 🟢Daily PCR tests avg 23,000 🟢Vaccinated 2nd dose about 175,000  https://t.co/YTD1DxnIc4 #LKA #SriLanka #COVID19SL",en,"['#SriLanka', '#LKA', '#SriLanka', '#COVID19SL']",[],['https://t.co/YTD1DxnIc4'],"['Coronavirus', 'stats', 'in', 'SriLanka', '🔵Total', '119,424', 'infected', '🔵100,885', 'recovered', '🔵745', 'deaths', '🔴17,805', 'active', 'cases', '🔴Daily', 'cases', '1895', 'May', '5', '🟢Daily', 'PCR', 'tests', 'avg', '23,000', '🟢Vaccinated', '2nd', 'dose', 'about', '175,000', 'https', 't.co/YTD1DxnIc4', 'LKA', 'SriLanka', 'COVID19SL']","['🔵Total', '175,000', '2nd', 'infected', '🔴Daily', 'COVID19SL', '1895', 'avg', 'recovered', '🔵745', 'cases', '5', 'SriLanka', 'active', 'PCR', 'stats', 't.co/YTD1DxnIc4', '🔵100,885', 'dose', '23,000', 'Coronavirus', 'May', '🔴17,805', '119,424', 'deaths', 'tests', '🟢Daily', 'https', '🟢Vaccinated', 'LKA']",Coronavirus stats in 🔵Total 119424 infected 🔵100885 recovered 🔵745 deaths 🔴17805 active cases 🔴Daily cases 1895 (May 5) 🟢Daily PCR tests avg 23000 🟢Vaccinated 2nd dose about 175000  
37,37,37,37,"#Rajasthan government announces ""strict #lockdown"" from May 10-24 as #coronavirus cases surge",en,"['#Rajasthan', '#lockdown""', '#coronavirus']",[],[],"['Rajasthan', 'government', 'announces', 'strict', 'lockdown', 'from', 'May', '10-24', 'as', 'coronavirus', 'cases', 'surge']","['strict', 'announces', 'coronavirus', 'lockdown', 'government', '10-24', 'May', 'Rajasthan', 'cases', 'surge']", government announces strict from May 1024 as cases surge
38,38,38,38,View: India's coronavirus disaster is now the world's problem  https://t.co/dDAGTIazKh #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,en,"['#Nifty', '#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/dDAGTIazKh'],"['View', 'India', ""'s"", 'coronavirus', 'disaster', 'is', 'now', 'the', 'world', ""'s"", 'problem', 'https', 't.co/dDAGTIazKh', 'Nifty', 'Sipgrab', 'UnitingPeopleWithThePossibilities']","['Nifty', 'world', 'View', 'coronavirus', 'problem', 'https', 'Sipgrab', 'UnitingPeopleWithThePossibilities', 'India', 'disaster', ""'s"", 't.co/dDAGTIazKh']",View: Indias coronavirus disaster is now the worlds problem  
39,39,39,39,"11 more coronavirus related deaths report in Sri Lanka, total death count is now 745. #LKA #SriLanka #COVID19SL",en,"['#LKA', '#SriLanka', '#COVID19SL']",[],[],"['11', 'more', 'coronavirus', 'related', 'deaths', 'report', 'in', 'Sri', 'Lanka', 'total', 'death', 'count', 'is', 'now', '745', 'LKA', 'SriLanka', 'COVID19SL']","['COVID19SL', 'related', 'deaths', 'Sri', '11', 'coronavirus', 'count', 'total', 'report', 'Lanka', '745', 'death', 'LKA', 'SriLanka']",11 more coronavirus related deaths report in Sri Lanka total death count is now 745 
40,40,40,40,Spike in new #coronavirus cases and fatality in India is unprecedented. Despite that religious festivities and election rallies are not stopping. Globally the spike of new cases is supper steep. #COVID19  https://t.co/GgkseGcJ1n,en,"['#coronavirus', '#COVID19']",[],['https://t.co/GgkseGcJ1n'],"['Spike', 'in', 'new', 'coronavirus', 'cases', 'and', 'fatality', 'in', 'India', 'is', 'unprecedented', 'Despite', 'that', 'religious', 'festivities', 'and', 'election', 'rallies', 'are', 'not', 'stopping', 'Globally', 'the', 'spike', 'of', 'new', 'cases', 'is', 'supper', 'steep', 'COVID19', 'https', 't.co/GgkseGcJ1n']","['stopping', 'coronavirus', 'religious', 'Globally', 'supper', 't.co/GgkseGcJ1n', 'rallies', 'COVID19', 'steep', 'cases', 'new', 'festivities', 'election', 'unprecedented', 'India', 'Despite', 'spike', 'fatality', 'https', 'Spike']",Spike in new cases and fatality in India is unprecedented Despite that religious festivities and election rallies are not stopping Globally the spike of new cases is supper steep 
41,41,41,41,"Why Indian Varient , UK varient word coined around the world ? Why not “Chainess Varient “ word coined by International Media ? #coronavirus @sudhirchaudhary @anjanaomkashyap @RubikaLiyaquat @aajtak @ZeeNews @BBCHindi @MoHFW_INDIA",en,['#coronavirus'],"['@sudhirchaudhary', '@anjanaomkashyap', '@RubikaLiyaquat', '@aajtak', '@ZeeNews', '@BBCHindi', '@MoHFW_INDIA']",[],"['Why', 'Indian', 'Varient', 'UK', 'varient', 'word', 'coined', 'around', 'the', 'world', 'Why', 'not', '“', 'Chainess', 'Varient', '“', 'word', 'coined', 'by', 'International', 'Media', 'coronavirus', 'sudhirchaudhary', 'anjanaomkashyap', 'RubikaLiyaquat', 'aajtak', 'ZeeNews', 'BBCHindi', 'MoHFW_INDIA']","['“', 'world', 'BBCHindi', 'coronavirus', 'word', 'RubikaLiyaquat', 'Indian', 'Why', 'Media', 'ZeeNews', 'MoHFW_INDIA', 'UK', 'anjanaomkashyap', 'Chainess', 'International', 'aajtak', 'around', 'coined', 'sudhirchaudhary', 'Varient', 'varient']",Why Indian Varient  UK varient word coined around the world  Why not “Chainess Varient “ word coined by International Media  
42,42,42,42,#Day6th Today Distribution of Lime water to the Corona warriors and food to needy corona patients by the pious guidance of GodPa Saint Dr. @Gurmeetramrahim Singh Ji Insan🙏 #CoronaVirus #SaluteToCoronaWarriors  #CoronaVirusIndia #COVID19 #COVID19India #CovidIndia #Covid19help  https://t.co/1ldFMu9Um1,en,"['#Day6th', '#CoronaVirus', '#SaluteToCoronaWarriors', '#CoronaVirusIndia', '#COVID19', '#COVID19India', '#CovidIndia', '#Covid19help']",['@Gurmeetramrahim'],['https://t.co/1ldFMu9Um1'],"['Day6th', 'Today', 'Distribution', 'of', 'Lime', 'water', 'to', 'the', 'Corona', 'warriors', 'and', 'food', 'to', 'needy', 'corona', 'patients', 'by', 'the', 'pious', 'guidance', 'of', 'GodPa', 'Saint', 'Dr', 'Gurmeetramrahim', 'Singh', 'Ji', 'Insan🙏', 'CoronaVirus', 'SaluteToCoronaWarriors', 'CoronaVirusIndia', 'COVID19', 'COVID19India', 'CovidIndia', 'Covid19help', 'https', 't.co/1ldFMu9Um1']","['COVID19India', 'Dr', 'SaluteToCoronaWarriors', 'food', 'Covid19help', 'Saint', 'guidance', 'Distribution', 'COVID19', 'CoronaVirus', 'CovidIndia', 'Singh', 'CoronaVirusIndia', 'Insan🙏', 'GodPa', 'Gurmeetramrahim', 't.co/1ldFMu9Um1', 'needy', 'warriors', 'Corona', 'Ji', 'corona', 'Day6th', 'Lime', 'https', 'Today', 'water', 'patients', 'pious']", Today Distribution of Lime water to the Corona warriors and food to needy corona patients by the pious guidance of GodPa Saint Dr Singh Ji Insan🙏 
43,43,43,43,India has beaten all bigger countries in new cases and deaths because of #Corona in recent months. The spike in cases and fatality is super steep. #COVID19 #coronavirus  https://t.co/NNs3HDlcTN,en,"['#Corona', '#COVID19', '#coronavirus']",[],['https://t.co/NNs3HDlcTN'],"['India', 'has', 'beaten', 'all', 'bigger', 'countries', 'in', 'new', 'cases', 'and', 'deaths', 'because', 'of', 'Corona', 'in', 'recent', 'months', 'The', 'spike', 'in', 'cases', 'and', 'fatality', 'is', 'super', 'steep', 'COVID19', 'coronavirus', 'https', 't.co/NNs3HDlcTN']","['The', 'coronavirus', 'months', 'COVID19', 'steep', 'cases', 'new', 't.co/NNs3HDlcTN', 'bigger', 'Corona', 'India', 'countries', 'beaten', 'deaths', 'spike', 'fatality', 'https', 'recent', 'super']",India has beaten all bigger countries in new cases and deaths because of in recent months The spike in cases and fatality is super steep 
44,44,44,44,"As per India today hundreds of women #defy_covid_norms to gather at #Gujarat_temple to #eradicate #coronavirus @ Gujarat, India  https://t.co/iqmFx9yFs7",en,"['#defy_covid_norms', '#Gujarat_temple', '#eradicate', '#coronavirus']",['@'],['https://t.co/iqmFx9yFs7'],"['As', 'per', 'India', 'today', 'hundreds', 'of', 'women', 'defy_covid_norms', 'to', 'gather', 'at', 'Gujarat_temple', 'to', 'eradicate', 'coronavirus', 'Gujarat', 'India', 'https', 't.co/iqmFx9yFs7']","['Gujarat', 'women', 'eradicate', 'hundreds', 'defy_covid_norms', 'per', 'coronavirus', 'Gujarat_temple', 'today', 'https', 'gather', 't.co/iqmFx9yFs7', 'As', 'India']",As per India today hundreds of women to gather at to @ Gujarat India 
45,45,45,45,@hSHIGRI @OfficialNcoc @ImranKhanPTI Symptoms then you may have corona virus many many people who feels no symptoms but still positive for corona virus,en,[],"['@hSHIGRI', '@OfficialNcoc', '@ImranKhanPTI']",[],"['hSHIGRI', 'OfficialNcoc', 'ImranKhanPTI', 'Symptoms', 'then', 'you', 'may', 'have', 'corona', 'virus', 'many', 'many', 'people', 'who', 'feels', 'no', 'symptoms', 'but', 'still', 'positive', 'for', 'corona', 'virus']","['positive', 'many', 'Symptoms', 'people', 'ImranKhanPTI', 'OfficialNcoc', 'hSHIGRI', 'corona', 'may', 'symptoms', 'feels', 'still', 'virus']", Symptoms then you may have corona virus many many people who feels no symptoms but still positive for corona virus
46,46,46,46,"#Australia's Victoria on alert after first #COVID19 case in two months.  The fact that it happened despite two weeks qurantine, just goes to show that the #CORONAVIRUS can possibly stay alive in the body for much longer before infecting the recipient.  https://t.co/c2WHMtX16z",en,"[""#Australia's"", '#COVID19', '#CORONAVIRUS']",[],['https://t.co/c2WHMtX16z'],"['Australia', ""'s"", 'Victoria', 'on', 'alert', 'after', 'first', 'COVID19', 'case', 'in', 'two', 'months', 'The', 'fact', 'that', 'it', 'happened', 'despite', 'two', 'weeks', 'qurantine', 'just', 'goes', 'to', 'show', 'that', 'the', 'CORONAVIRUS', 'can', 'possibly', 'stay', 'alive', 'in', 'the', 'body', 'for', 'much', 'longer', 'before', 'infecting', 'the', 'recipient', 'https', 't.co/c2WHMtX16z']","['The', 'possibly', 'first', 'months', 'Australia', 'fact', 'alert', 'show', 'COVID19', 'infecting', 'case', 'despite', ""'s"", 't.co/c2WHMtX16z', 'weeks', 'recipient', 'much', 'CORONAVIRUS', 'qurantine', 'two', 'body', 'happened', 'stay', 'alive', 'Victoria', 'https', 'goes', 'longer']", Victoria on alert after first case in two months The fact that it happened despite two weeks qurantine just goes to show that the can possibly stay alive in the body for much longer before infecting the recipient 
47,47,47,47,Scores of dead bodies have been found floating down the Ganges River in east India as the country battles a ferocious surge in corona virus infections. Authorities said Tuesday they haven't yet determined the cause of death. #71 It's was the #deadheadline  #afterbedeffect  https://t.co/lFCIJdndo4,en,"['#71', '#deadheadline', '#afterbedeffect']",[],['https://t.co/lFCIJdndo4'],"['Scores', 'of', 'dead', 'bodies', 'have', 'been', 'found', 'floating', 'down', 'the', 'Ganges', 'River', 'in', 'east', 'India', 'as', 'the', 'country', 'battles', 'a', 'ferocious', 'surge', 'in', 'corona', 'virus', 'infections', 'Authorities', 'said', 'Tuesday', 'they', 'have', ""n't"", 'yet', 'determined', 'the', 'cause', 'of', 'death', '71', 'It', ""'s"", 'was', 'the', 'deadheadline', 'afterbedeffect', 'https', 't.co/lFCIJdndo4']","['bodies', 'determined', ""n't"", 'Ganges', 'said', 'Scores', 'yet', '71', 'surge', 'found', 'floating', 'death', 'infections', 't.co/lFCIJdndo4', 'It', ""'s"", 'virus', 'afterbedeffect', 'country', 'River', 'battles', 'Tuesday', 'east', 'India', 'cause', 'Authorities', 'corona', 'https', 'dead', 'deadheadline', 'ferocious']",Scores of dead bodies have been found floating down the Ganges River in east India as the country battles a ferocious surge in corona virus infections Authorities said Tuesday they havent yet determined the cause of death Its was the 
