,created_at,username,tweet,language,replies_count,retweets_count,likes_count,Userhandle
314,2021-03-22 11:29:07 India Standard Time,deepadoc,आज मेरी इस कविता का पहला जन्मदिन है। 1 साल पूरा हुआ भारत में #coronavirus के lockdown को भी।  https://t.co/Nld2p6KpKU,hi,2.0,1.0,48.0,
315,2021-03-22 11:04:07 India Standard Time,krmundiyar,अभी नहीं चेते तो फिर देखने पडेंगे ये दिन... - लाॅकडाउन :  मुश्किलों से सीखने का एक साल #COVID19 #coronavirus2020 #lockdown  #Kota #corona #coronavirus #nightcurfew  @rpbreakingnews @krmundiyar  https://t.co/6ylX1XzH3N,hi,0.0,0.0,5.0,
316,2021-03-22 11:03:33 India Standard Time,sipgrab,"Coronavirus News Live Updates: Surge in fresh COVID-19 cases, India records 46,951 new infections  https://t.co/32RpUPQXXD #Nifty #Sipgrab #UnitingPeopleWithThePossibilities",en,0.0,0.0,0.0,
317,2021-03-22 11:02:40 India Standard Time,prabhakarjourno,"India registered 46,951 fresh coronavirus cases in the last 24 hours, the biggest single-day jump since November 7.   #IndiaFightsCOVID19   LIVE Updates ⬇️  https://t.co/r5UtWLMmN0",en,0.0,0.0,4.0,
318,2021-03-22 10:57:30 India Standard Time,kmahmood70,"According to doctors,  Covid -19 can be killed by      inhaling steam from the nose and mouth,     eliminating the Coronavirus.   If all the people      started a steam drive campaign for a week,  the pandemic will soon end.  * Start the process.. @COVID-19 #",en,1.0,2.0,5.0,
319,2021-03-22 10:47:35 India Standard Time,chiranj00679508,@Arvindharmapuri @mygovindia Giving security to the people and country is the duty and responsibility of Police and Security Forces. But now total people participation is necessary in the war against COVID-19 or Corona Virus Or CcOhRiOnNaA. Be alert  against invisible enemies and provocations.,en,0.0,0.0,0.0,
320,2021-03-22 10:38:23 India Standard Time,famediladoon,Yaad hai na.. #COVID19 #COVID19Vaccine #CovidVaccine #22march2021 #22march #jantacurfew #dolar #बिहार_दिवस #StillHere #NarendraModi #india #delhi #Pune #Mumbai #ghaziabad #Uttarakhand #UttarPradesh #AmitShah #BJP #coronavirus #COVID19India #Corona #CoronaUpdate  https://t.co/5mN3XdIKi4,hi,0.0,2.0,2.0,
321,2021-03-22 10:27:35 India Standard Time,alokejoshi,@vagishasoni @ReallySwara Even #coronavirus is afraid of such people,en,0.0,0.0,0.0,
322,2021-03-22 10:26:18 India Standard Time,midniteviews,@ShivSena @OfficeofUT and Mr Raut says Covid is more imp 🤣 at least the home ministry should have been under the control coronavirus one can still understand did not give kickbacks ! This is the time for Uddhavji to separate himself from hyenas and show his tenacity to act 🐅,en,1.0,0.0,0.0,
323,2021-03-22 10:23:32 India Standard Time,healthwiremedia,A Year Of ‘Janta Curfew’: When Indians Stayed Home For 14 Hours @MoHFW_INDIA @PMOIndia  #PM #Modi #JantaCurfew #CoronaVirusUpdates #coronavirus #locldown    https://t.co/YrgVh82Jcv,en,0.0,0.0,0.0,
324,2021-03-22 10:18:55 India Standard Time,deepdude29,Finaly Good New.... Corona Virus had refused to enter West Bengal till state elections.,en,0.0,2.0,2.0,
325,2021-03-22 10:13:14 India Standard Time,shaffanansari,सरकार ने कोरोना ग्राफ के बटन को  तेज़ी से इतनी बार दबाया की सब जगह से कोरोना पैदा होने की खबरें आ रही हैं 😊😊😊😊😊 #Coronaviruspakistan #coronavirus #CoronaVirusUpdates,hi,0.0,0.0,1.0,
326,2021-03-22 09:52:54 India Standard Time,easwaranrutnam,Over 190 people have tested positive for the coronavirus in the Gampaha District over a 24-hour period ending at 6am today. Read the full story here  https://t.co/1OHI7Lce84 via @colombogazette #SriLanka #lka #Gampaha #coronavirus #COVID19 #COVID19LK #COVID19SL,en,0.0,2.0,1.0,
327,2021-03-22 09:52:15 India Standard Time,96pawan96,#WearAMask and stay @safe  #coronavirus  https://t.co/RLcr5VAlup,en,1.0,0.0,0.0,
328,2021-03-22 09:51:15 India Standard Time,ovaiskarni,"Welcome to Valley &amp; Anantnag.  Our road (Achabal-Chatabal) is in very bad condition from last 3 years &amp; could be more dangerous than Corona Virus since it's all dusty with potholes evrywhr.Hope you'll look into it &amp; get it repaired this season. Best of luck, btw @dr_piyushsingla",en,0.0,0.0,12.0,
329,2021-03-22 09:46:43 India Standard Time,baviskar_paresh,"@narendramodi On this day a year ago bang Thali for corona worrioriers.what's your advice this year..seems busy in Election campaigns, don't have time to pay attention towards increasing #coronavirus",en,0.0,0.0,1.0,
330,2021-03-22 09:32:09 India Standard Time,mentortarun,Where is the corona virus now??? @narendramodi,en,0.0,0.0,1.0,
331,2021-03-22 09:13:50 India Standard Time,theperioclinic,Have you recently been diagnosed with diabetes? Please visit a periodontist to check your gum health!  https://t.co/GcMsktzTjn #theperioclinic #gums #implants #dental #periodontology #periodontist #dentist #dubaidentist #dhcc #dubai #mydubai #dxb #diabetes #covid19 #coronavirus,en,0.0,1.0,0.0,
332,2021-03-22 09:06:59 India Standard Time,itoshimandola,"लॉकडाउन का कहर, महिलाओं पर सबसे ज्यादा असर.  #coronavirus #lockdown  Full video 👇  https://t.co/PGHdafqZXz  https://t.co/OMqgzyO9c5",hi,0.0,3.0,11.0,
333,2021-03-22 09:02:05 India Standard Time,healthwiremedia,"India Reports 40,953 New COVID Cases Highest Of 2021 @MoHFW_INDIA  #CoronaVirusUpdates #covid19cases #vaccinationdrive #coronavirus #COVID19India   https://t.co/ZmC6v1K6mG",en,0.0,0.0,0.0,
334,2021-03-22 08:44:10 India Standard Time,bhavani496,One Year back me .      Salute to the all police 🚨 with.        making some sounds .   They followed the rules and regulations correctly  ✔️ in #lockdown  @hydcitypolice. 🙏 @TelanganaCOPs                   @PMOIndia  @narendramodi  Happy Anniversary  #coronavirus  https://t.co/6yRrPlpjIL,en,1.0,4.0,5.0,
335,2021-03-22 08:13:52 India Standard Time,vrmahajan,Dear @IncomeTaxIndia you get Late Fee  for belated ITR of AY 20-21. Then why to hesitate for extension. Please extend the same by 2 months in this #COVIDー19 2nd wave &amp; save many life. @FinMinIndia @PMOIndia  #incometax #gst #caresults #CovidVaccine #COVID19Vaccine #coronavirus,en,1.0,6.0,6.0,
336,2021-03-22 08:10:08 India Standard Time,adarshpandey965,"आज ही के दिन कोरोना चाचा जी आये थे, और पूरा हिंदुस्तान lockdown शब्द से रूबरू हुआ था।😞😞😞  चाचा अब तो चले जाओ......😆 #coronavirus 😷😷 #lockdown2021 🔐",hi,0.0,0.0,0.0,
337,2021-03-22 07:55:41 India Standard Time,jayantp34347127,@AnitaGuptaSexy Good morning have beautiful night with sweet dreams. Be blessed. Be happy Take care of yourself from Corona Virus. Have you taken vaccine?  https://t.co/0b9uaJEKvN,en,0.0,0.0,0.0,
338,2021-03-22 07:29:32 India Standard Time,sipgrab,"Coronavirus News Live Updates: Delhi reports 823 new COVID-19 cases, 1 death in past 24 hours  https://t.co/QsXQxefgvB #Nifty #Sipgrab #UnitingPeopleWithThePossibilities",en,0.0,0.0,0.0,
339,2021-03-22 07:22:25 India Standard Time,shaansh98234430,Hii! My name is shaan newly joined ... I want to tell u that not everyone is following covide rules in my city . .#coronavirus #bhinga #casesincreasing,en,0.0,0.0,1.0,
340,2021-03-22 03:59:31 India Standard Time,kevinyuning,全球新冠病毒感染者超过12306万，死亡超过271万人🙏  #coronavirus  #CoronavirusUSA  #CoronavirusIndia #COVID19  #COVID__19  #COVIDー19  #Covid_19  #COVID  #COVID2019  #新冠病毒  #新冠肺炎  https://t.co/MI4DfGAK9i,zh,0.0,0.0,0.0,
341,2021-03-22 03:17:51 India Standard Time,20cse56,"@Malikillua__ As for the Corona Virus situation, I think they will close the school",en,1.0,0.0,1.0,
342,2021-03-22 02:33:15 India Standard Time,yashwantbhilai,माननीय @bhupeshbaghel @TS_SinghDeo @drharshvardhan जी आप सबसे अनुरोध है कि मास्क जागरूकता अभियान के लिए कांतिकार्तिक यादव &amp; op देवांगन के इस गाने को लोगों तक पहुंचाना चाहिए।   #mask #coronavirus @opdewangan26 @ChhattisgarhCMO @PMOIndia @narendramodi @Devendra_1925  https://t.co/3idfL9vZyr,hi,3.0,4.0,7.0,
343,2021-03-22 02:28:29 India Standard Time,moin_ahmad_kgn,"कोविड-19: देश भर में 43,846 नए मामले, इस साल एक दिन में सर्वाधिक संख्या   #कोरोनावायरस #भारत #India #CoronaVirus   https://t.co/S0r7RpJLhW",hi,0.0,1.0,2.0,
344,2021-03-22 02:08:58 India Standard Time,hossainchybd,জয় বাংলা বাংলার জয়  🇧🇩  #JoyBangla #Bangladesh  #PrimeMinister #SheikhHasina  #Mujib100 #MostRequestedLive #SoundCloud #sundayvibes #coronavirus #JHOPE #njpw #dolar #BJKvFB #LEIMUN  https://t.co/t08GmtEHeA,bn,0.0,0.0,2.0,
345,2021-03-22 01:37:37 India Standard Time,issatuba,How the fuck is it one year of #jantacurfew today? Ek saal of taali peetna say whaaaa?  #COVID19India #coronavirus,en,0.0,0.0,4.0,
346,2021-03-22 01:37:26 India Standard Time,hasan7077,"#Egypt on Saturday received a second shipment of coronavirus #vaccine donated by #China, officials said, as the Arab country tries to speed up its vaccination campaign.",en,0.0,0.0,1.0,
347,2021-03-22 01:36:48 India Standard Time,lauvxo_,Coronavirus lockdown made my social anxiety even worse .,en,0.0,4.0,15.0,
348,2021-03-22 01:27:09 India Standard Time,sanakhangeek,We have dealt with this before #coronavirus   https://t.co/SiwlfQvoKI,en,0.0,0.0,0.0,
349,2021-03-22 01:08:36 India Standard Time,afmalik,Looks like there is a possibility of complete lockdown again! You people couldn't keep it cool !!! 😡😡😡 #Pakistan #coronavirus #Coronaviruspakistan,en,0.0,0.0,0.0,
350,2021-03-22 00:36:46 India Standard Time,rajasaqibrathor,میرا کام تھا آپ سب لو آگاہ کرنا آگے آپکی مرضی #coronavirus #COVIDー19  https://t.co/4469PgvHuw,ur,0.0,0.0,0.0,
351,2021-03-22 00:27:25 India Standard Time,gibbokok,"If you live in a country where the #CovidVaccine is available then be a little grateful, even if your leader made a pig's ear of managing the pandemic... #COVIDー19 #Covid19UK #coronavirus #COVID19Vaccine  https://t.co/wNckDPOLMM",en,0.0,0.0,0.0,
352,2021-03-22 00:02:38 India Standard Time,karthik_hunt,"Corona virus is using a weapon not in lethal way of killing someone but using in destroying everyone's moral , sad realism. Wanted better world but we get worsened world, have humanity have faith @Everyone",en,0.0,0.0,0.0,
353,2021-03-21 23:55:36 India Standard Time,talk2tahirkhan,"Remember! 🤔  ""The year the coronavirus pandemic hit was also Lamborghini’s most profitable year in history.""   https://t.co/H57J8dveeY  Via @BloombergQuint @Lamborghini",en,0.0,0.0,0.0,
354,2021-03-21 23:51:07 India Standard Time,kinzashafique,Corona virus tou jaaaan hi nhi chorh raha:(  May all of us be protected from this deadly virus Aameeen. #COVID19,en,1.0,0.0,2.0,
355,2021-03-21 23:43:33 India Standard Time,raja50301097,@dcexaminer @JoeBiden WELL IF THE USA HAD GOOD ECONOMY  NO PROBLEM FOR BIDEN  BUT USA HAS LOST FIVE LAKHS CITIZENS DUE TO CHINA CORONAVIRUS  CAN BIDEN SAY  CHINA CORONAVIRUS  IF HE FEEL FOR FIVE LAKHS USA CITIZENS,en,0.0,0.0,0.0,
356,2021-03-21 23:36:20 India Standard Time,asiannewshub,"#Updated | #India reports 47,009 new cases of #Coronavirus and 213 related deaths, highest cases reported in a single day this year: COVID19org",en,0.0,1.0,9.0,
357,2021-03-21 23:30:51 India Standard Time,vksdave,@ashokgehlot51 Sir यह बात भी बता दो corona virus din को कहा घूमने निकल जाता है जो रात को already लोग घर में ही रहते है फिर रात्रि कर्फ्यू का क्या लाभ @narendramodi @BJP4India @aajtak @HMOIndia @ZeeNews @ABPNews @RajGovOfficial,hi,0.0,0.0,1.0,
358,2021-03-21 23:17:50 India Standard Time,ahmadnazir655,"India faced 43,846 new coronavirus infections in a day, the highest single-day rise recorded so far this year, taking the nationwide",en,0.0,0.0,0.0,
359,2021-03-21 23:09:02 India Standard Time,vinamracharekar,1 Year of Coronavirus Outbreak: From Lockdown to Vaccination -  Photo Vinamra Aruna Anil Acharekar   #Covid19India #lockdown #lockdownindia #coronavirus #streetvendors #fruits #dailylife #livephoto #indianmarket #vinamraacharekarphotography  https://t.co/hEAwbLNTo4,en,0.0,0.0,0.0,
360,2021-03-21 22:51:41 India Standard Time,adeebalblooshi,@emiratesrc  #كن_التغيير_في_رمضان #Be_Thechange_inRamadan  #ramadan_2021  #United #emiratesrc #emirates_red_crescent #uae #Coronavirus #covid_19   #الهلال_الأحمر_الإماراتي #كورونا #ملتزمون_يا_وطن #الإمارات #رمضان #رمضان_2021   #Be_Thechange_inRamadan  https://t.co/p8DMfyX3um,und,0.0,0.0,2.0,
361,2021-03-21 22:17:18 India Standard Time,variarkartik,This is the current situation of the state. Everyone here is busy discussing #VazeGateExplodes  No one here is even thinking about #CoronaVirus #MaharashtraMissingDevendra #BestCM #UddhavThackeray #VazegateDebate  https://t.co/efQPg9RNxr,en,0.0,1.0,4.0,
362,2021-03-21 22:05:11 India Standard Time,our_gir_somnath,GIR-SOMNATH COVID-19 REPORT    DT.21-03-2021  #CoronaVirusUpdates #coronavirus @our_gir_somnath @MGirsomnath  https://t.co/hqYUdQPKJf,en,0.0,0.0,0.0,
363,2021-03-21 21:55:56 India Standard Time,khurramaniq,Not feeling well from yesterday. Firstly it was throat infection and now I've lost smell and taste. I'm in isolation and avoiding any meeting for few days. This third wave is much stronger. Stay safe everyone and keep remembering me in your prayers. #COVID19 #COVID19 #coronavirus,en,0.0,1.0,3.0,
364,2021-03-21 21:48:44 India Standard Time,hamzaramay55,Wishing @ImranKhanPTI a speedy recovery from #COVID19. May Allah bless you with health and long life. We all need you @ImranKhanPTI.💕 Once a fighter always a fighter and surely Kaptaan you can defeat #coronavirus. #GetWellSoonSkipper #جیو_ہزاروں_سال_کپتان  https://t.co/2LNf42ObrI,en,0.0,0.0,2.0,
365,2021-03-21 21:44:31 India Standard Time,abhishek_nov15,मुझे तो पहले से ही शक था कि कोरोना अपने जन्मदिन पर छोटा मोटा कार्यक्रम तो जरूर रखेगा #coronavirus,hi,0.0,0.0,2.0,
366,2021-03-21 21:33:37 India Standard Time,abrosaeedanwar,Too much precious time had already been wasted on the students during the first and second wave of Covid-19 and now the government was going to close down educational institutions again due to the surge of coronavirus cases. #طلبہ_کو_پڑھنے_دو,en,0.0,4.0,6.0,
367,2021-03-21 21:30:50 India Standard Time,abbasit10,Too much precious time had already been wasted on the students during the first and second wave of Covid-19 and now the government was going to close down educational institutions again due to the surge of coronavirus cases. #طلبہ_کو_پڑھنے_دو,en,0.0,0.0,1.0,
368,2021-03-21 21:15:42 India Standard Time,jodhpur_suncity,#राजस्थान में कोरोना की खौफनाक तस्वीर !  आधा दर्जन से अधिक जिलों में एक्टिव केस 200 के पास  Follow us @Jodhpur_suncity  #Covid19 #CoronaPandemic #coronavirus #jodhpur #jaipur #rajasthan #rj19 #covid  https://t.co/Q4GqFNaqXh,hi,0.0,0.0,4.0,
369,2021-03-21 20:58:46 India Standard Time,iamragbon,"It's always better to stay safe..   #COVID19 #CoronaVirus #WearMask #MaintainSocialDistancing @ Ashok Nagar, Chennai  https://t.co/8GwzEejR1c",en,0.0,0.0,0.0,
370,2021-03-21 20:36:04 India Standard Time,sipgrab,Africa’s solarized digitalization agenda in the time of coronavirus  https://t.co/9CLZp4qCnw #Sipgrab #UnitingPeopleWithThePossibilities,en,0.0,0.0,0.0,
371,2021-03-21 20:27:10 India Standard Time,faiz_aamer,Ek sawal hukumat se???   agar coronavirus ki vaccine aagai hai to fir lockdown ki kya zarurat hai   Sach bataen nashane per kisan hai?? ya ramzan hai??  @PMOIndia,hi,0.0,0.0,0.0,
372,2021-03-21 20:25:15 India Standard Time,abhishekdubey_j,वेक्सिनेट... आप भी ज़रूर लगवाएँ... #COVIDー19 #coronavirus #vaccinated #vaccine #India  https://t.co/p9tFRKH4iy,hi,1.0,0.0,10.0,
373,2021-03-21 20:13:45 India Standard Time,rathods04064521,"The Indian government’s decision to impose a 21-day lockdown to fight the coronavirus pandemic (Covid-19) was a bold one. But now more remedies are needed to Prevent a sharp rise in Covid-19 cases that could overwhelm the health care system, and wreak economic and social havoc.  https://t.co/jGClTb6bEp",en,0.0,0.0,0.0,
374,2021-03-21 20:12:32 India Standard Time,abdikanishine,"Xaalada Yeman Barakac, Gaajo iyo Corona Virus ayaa isugu darsamay shacabka maatida ah ee dalkaasi.  Eebe Haka dulqaado. 🤲🤲🤲  https://t.co/zsKSqBMahg",in,0.0,2.0,8.0,
375,2021-03-21 19:04:16 India Standard Time,dalmar_dirie,"Xaalada Yeman Barakac, Gaajo iyo Corona Virus ayaa isugu darsamay shacabka maatida ah ee dalkaasi.  Qofkasta Oo Reer Yeman ah Wuxu Qodaah Ugu Yaraan Malintii 5 Qabri.  Allow Ugargaar Anagana Allow Anagana Wax Ha Naguyeelin. @SuxufiBakayle  Eebe Haka dulqaado. 🤲  https://t.co/hG02zWzEKG",in,1.0,6.0,10.0,
376,2021-03-21 18:53:29 India Standard Time,veaswarrr,"தமிழகத்தில் 3ஆவது நாளாக 1,000ஐ கடந்த கொரோனா பாதிப்பு   #CoronaVirus | #Covid19 | #TNCoronaUpdates  https://t.co/lBoFbX4tiH",ta,0.0,1.0,0.0,
377,2021-03-21 18:10:56 India Standard Time,khwajamoinddin,Be careful Use Mask #coronavirus  #MasksSaveLives #WearAMask 😷 #SocialDistance #StaySafe   @UKinIndia @WeAreHyderabad @swachhhyd  https://t.co/9bhUh5tOC7,en,1.0,6.0,29.0,
378,2021-03-21 18:09:39 India Standard Time,safikhanmagical,@ArifAlvi #India #Pakistan must defeat #COVID19 through #CovidVaccine aggressive test #COVIDVaccination free for all policy globally to minimize #coronavirus status with help of unity &amp; motivation Counters #lockdown2021 Prayer for recovery #PMImranKhan #NarendraModi  https://t.co/ULilnvZgeq,en,0.0,0.0,0.0,
379,2021-03-21 18:08:15 India Standard Time,srilankatweet,"Sri Lanka's total coronavirus caseload exceeds 90,000 as 177 tested positive for COVID19 - @NewsCenterLk  https://t.co/vQhPfIYjaY #LKA #SriLanka #COVID19SL",en,1.0,2.0,27.0,
380,2021-03-21 18:00:29 India Standard Time,drmyadav,@MoHFW_INDIA @RailwaySeva @PiyushGoyal  @WesternRly  Police &amp; TTE on train should request passengers to wear mask strictly. Even an announcement will help. AC coaches with limited ventilation are huge risk for #coronavirus transmission  Action to be taken for defiant passengers,en,1.0,0.0,0.0,
381,2021-03-21 17:46:23 India Standard Time,emiratesrc,°° ~ #كن_التغيير_في_رمضان #Be_Thechange_inRamadan . .  #ramadan_2021  #United #emiratesrc #emirates_red_crescent #uae #Coronavirus #covid_19   #الهلال_الأحمر_الإماراتي #كورونا #ملتزمون_يا_وطن #الإمارات #رمضان #رمضان_2021  https://t.co/eQ1UuHeCiD,und,1.0,3.0,6.0,
382,2021-03-21 17:44:11 India Standard Time,trivedi_vijeta,"कोविड-19 के खतरे को देखते हुए आप सभी से अनुरोध है कि सावधानियाँ बरतें, शासन-प्रशासन से सहयोग करें। सतर्क रहें, सुरक्षित रहें। #covid #coronavirus #corona #stayhome @LambaAlka @MahilaCongress @INCMP @digvijaya_28 @ASinghINC @sushmitadevinc @OfficeOfKNath  https://t.co/djR022obwJ",hi,0.0,1.0,3.0,
383,2021-03-21 17:40:49 India Standard Time,ravi4354,National Health Mission Madhya Pradesh celebrating #coronavirus Mama @ChouhanShivraj  Courtesy #NVTVIndia   https://t.co/BjEgKIo7fr,en,1.0,0.0,0.0,
384,2021-03-21 16:38:20 India Standard Time,ismailparvez79,PM Imran Khan's First Message to Nation After Infected With Coronavirus  https://t.co/6XfgytH44c via @UNewsTv,en,0.0,0.0,0.0,
385,2021-03-21 16:32:23 India Standard Time,jayantp34347127,@AdityaR80201152 Good evening Aditya have beautiful evening enjoy with your family and friends take care of yourself from Corona Virus.  https://t.co/qT8ZtAc9R0,en,0.0,1.0,2.0,
386,2021-03-21 15:55:01 India Standard Time,syedshafaqat10,یا اللّٰہ کوئی ایسی بارش برسا جس میں تیری رحمت کا سینیٹائزر مِلا ہوا ہو اور دنیا کو کروناء کی وباء سے نِجات مِل جائے۔آمین یا رب العالمین  #ہفتہ ایبٹ اباد لورہ #رم_جھم #موسم #COVID19Vaccine #coronavirus,ur,0.0,0.0,2.0,
387,2021-03-21 15:48:10 India Standard Time,soumyaa_says,@GoogleIndia #mask #coronavirus #sundayvibes follow me....iF You like my Poertry.... #poetry ....  https://t.co/Zk3cPQEVom,en,0.0,0.0,1.0,
388,2021-03-21 15:46:18 India Standard Time,muhamma18925151,"AA. In inactivated vaccine non virulent Coronavirus is used to prepare vaccine. It is quite safe. Experimental gene therapy vaccines are available in Europe and America which have serious side effects. Every citizen in Pakistan should go for vaccination, which is quite safe.",en,0.0,0.0,0.0,
389,2021-03-21 15:43:17 India Standard Time,wickedhruv,Drinking Black coffee 4 times a day can cure corona virus. I'm just saying!,en,0.0,0.0,0.0,
390,2021-03-21 15:39:10 India Standard Time,yashwantbhilai,"बड़ी खबर: छत्तीसगढ़ में स्कूल, कॉलेज बंद करने का ऐलान...कॉलेज की परीक्षा ऑनलाइन होंगी, आंगनबाड़ी केंद्रों को भी बंद करने का निर्देश  https://t.co/6zk7NZAH40  #schools #lockdown #chhattisgrhnews #bhupeshbaghel #coronavirus @Bhilai @TIMES64738588  https://t.co/QPfneF56UB",hi,0.0,2.0,2.0,
391,2021-03-21 15:30:09 India Standard Time,tanya_khann,عمران خان کا وجود پاکستان اور عالم اسلام کے لیے عطیہ خداوندی ہے۔اللّٰہ اپنی حفظ و امان میں رکھے اور نظر بد سے بچائے۔۔۔🤲🏻💐 ( آمین ) @ImranKhanPTI #GetWellSoonSkipper #GetWellSoonPMIK #BushraBibi  #coronavirus #جیو_ہزاروں_سال_کپتان #کپتان_تو_سلامت_رہے #ہرماں_کی_دعاخان_سلامت_رہے  https://t.co/imawkb2Mju,ur,0.0,5.0,4.0,
392,2021-03-21 15:27:53 India Standard Time,sariyarana,The SMILE Behind the MASK.💗  #coronavirus #Covid #COVID19Vaccine #StaySafe #StayHome  https://t.co/mvhQGkz057,en,15.0,9.0,129.0,
393,2021-03-21 15:26:55 India Standard Time,deepadoc,Plz viral my poem on #coronavirus 🙏  @narendramodi @ArvindKejriwal @smritiirani @VasundharaBJP @hvgoenka @anandmahindra @priyankachopra @priyankagandhi @priyankac19 @RahulGandhi @ashokgehlot51 @SachinPilot @kavishala @SrBachchan @akshaykumar @RubikaLiyaquat @BDUTT @ShivAroor  https://t.co/dC3tphcCJy,en,0.0,3.0,12.0,
394,2021-03-21 15:19:27 India Standard Time,aryalraj1,"Happy Nowruz 1400. May the new year bring peace, stability and prosperity in #Afghanistan and end of #COVID19 pandemic in the #world. #AfghanPeaceProcess #afghanistanpeaceprocess #coronavirus",en,0.0,0.0,5.0,
395,2021-03-21 15:19:17 India Standard Time,vidarbha_live,"लॉक डाऊन च्या विरोधात आज किन्नरांचे संविधान चौकात आंदोलन, किन्नरांना आर्थिक पॅकेज देण्याची केली किन्नरांनी मागणी.   #lockdown2021 #marchlockdown #NewsUpdate #coronavirus #pandemic #covid #lockdown  #transgender #apocalypse #maharashtra #nagpur #Government #Modi #coronavirus  https://t.co/zCKs5rEb4X",mr,0.0,1.0,2.0,
396,2021-03-21 15:09:44 India Standard Time,tanya_khann,اللہ ہمارے پیارے #وزیراعظم عمران خان اور ان کی اہلیہ #بشریٰ بی بی کو جلد صحتیاب کرے ( آمین )۔۔🤲🏻 @ImranKhanPTI #GetWellSoonSkipper #GetWellSoonPMIK #WishingPrimeMinister  #BushraBibi #WishingPM #ہرماں_کی_دعاخان_سلامت_رہے #جیو_ہزاروں_سال_کپتان #coronavirus #کپتان_تو_سلامت_رہے  https://t.co/ttAp3hfvJo,ur,0.0,9.0,6.0,
397,2021-03-21 15:07:10 India Standard Time,tanya_khann,اللہ ہمارے پیارے #وزیراعظم عمران خان اور ان کی اہلیہ #بشریٰ بی بی کو جلد صحتیاب کرے ( آمین )۔۔🤲🏻 @ImranKhanPTI #GetWellSoonSkipper #GetWellSoonPMIK #WishingPrimeMinister  #BushraBibi #WishingPM #ہرماں_کی_دعاخان_سلامت_رہے #جیو_ہزاروں_سال_کپتان #coronavirus #کپتان_تو_سلامت_رہے  https://t.co/eIAwlJdlGJ,ur,0.0,4.0,3.0,
398,2021-03-21 14:57:10 India Standard Time,mediaasd,"लोकसभा स्पीकर @ombirlakota कोरोना  #postive ,एम्स में कराया भर्ती  #BreakingNews  #coronavirus  https://t.co/10WZRf5uXU",mr,1.0,3.0,3.0,
399,2021-03-21 14:54:40 India Standard Time,nobita543,#news #covid #coronavirus #instagram #BreakingNews #TV9News #koreanPM #breakingnews #ndtvindia #ajtaknews #abpmaza #noticias #trending #politics #news18lokmat #tv18  https://t.co/8itYrtYiRx,und,0.0,0.0,0.0,
400,2021-03-21 14:52:48 India Standard Time,nobita543,सचिन वाजे हे निलंबित पोलिस ऑफिसर असून परत कशे घेऊ शकतात या मध्ये शिवसेनेचा मोठा हात आसू शकतो याची छाननी झालीच पाहिजे #news #covid #coronavirus #instagram #BreakingNews #TV9News #koreanPM #breakingnews #ndtvindia #ajtaknews #abpmaza #noticias #trending #politics #news18lokmat,mr,0.0,2.0,0.0,
401,2021-03-21 14:46:43 India Standard Time,nobita543,जनतेचा पोलिसांवरचा विश्वास उडवणारी बाब आहे वाझे प्रकरण म्हणजे. #news #covid #coronavirus #instagram #BreakingNews #TV9News #koreanPM #breakingnews #ndtvindia #ajtaknews #abpmaza #noticias #trending #politics #news18lokmat #tv18 #100CroreKiVasuli,mr,0.0,0.0,0.0,
402,2021-03-21 14:44:22 India Standard Time,nobita543,Waze प्रकरण म्हणजे Mumbai पोलिसांवर विश्वास ठेवणं अवघड करणारी गोष्ट आहे #news #covid #coronavirus #instagram #BreakingNews #TV9News #koreanPM #breakingnews #ndtvindia #ajtaknews #abpmaza #noticias #trending #politics #news18lokmat #tv18 #KIMJONGUNDEAD #KimJungHyun,mr,0.0,0.0,0.0,
403,2021-03-21 14:25:52 India Standard Time,pranshu24187420,As India continues its fight with corona virus. Govt wants to conduct examinations. The examinations that require cool and composed mind. How can they expect a student to be cool in this chaotic scenario?  #छात्रो_की_बात_सुनो_मामा #StudentBoycottOfflineExam,en,0.0,1.0,1.0,
404,2021-03-21 14:17:26 India Standard Time,princek12731213,As India continues its fight with corona virus. Govt wants to conduct examinations. The examinations that require cool and composed mind. How can they expect a student to be cool in this chaotic scenario?  #छात्रो_की_बात_सुनो_मामा,en,0.0,0.0,0.0,
405,2021-03-21 14:14:25 India Standard Time,umakant66466858,@otvnews Why does the PM address big rallies and meetings in election bound states where people gather in large numbers without masks and social distancing and allow spread of Corona Virus. Will our politicians stop playing with lives of people for political gains. Why no digital rallies?,en,0.0,0.0,0.0,
406,2021-03-21 14:12:49 India Standard Time,niteshsquare,Corona Virus graph in Maharashtra mirrors Europe’s milder second wave   https://t.co/b5kcJosOXP Download the TOI app now:  https://t.co/hXRUbILnd3,en,0.0,0.0,0.0,
407,2021-03-21 14:10:56 India Standard Time,princek12731213,The coronavirus cases aren't in control. The government has failed to control the number of increasing cases. Students are being mislead by the information.  #छात्रो_की_बात_सुनो_मामा,en,0.0,0.0,0.0,
408,2021-03-21 13:41:07 India Standard Time,shehzaddhedhi,Love Gilgit for this No active Corona Virus Case in Gilgit at the moment.  Visit with Covid 19 Negative Report only.  https://t.co/N0QFjziqx6,en,0.0,0.0,6.0,
