tweet,clean_tweet,hastags,attherate,urls,emojis,tokenized_Tweet,filteredToken,label
"Punjab: Night curfew to remain imposed in Mohali and Fatehgarh Sahib from 12th March until further orders from 11 pm - 5 am, in the wake of rise in #COVID19 cases.",punjab night curfew remain impos mohali fatehgarh sahib march order wake rise case ,['#COVID19'],[],[],[],"['punjab', 'night', 'curfew', 'to', 'remain', 'imposed', 'in', 'mohali', 'and', 'fatehgarh', 'sahib', 'th', 'march', 'until', 'further', 'orders', 'pm', 'am', 'in', 'wake', 'of', 'rise', 'in', 'cases']","['punjab', 'night', 'curfew', 'remain', 'imposed', 'mohali', 'fatehgarh', 'sahib', 'th', 'march', 'order', 'pm', 'wake', 'rise', 'case']",0
curfew mood🍿  https://t.co/Fkv7PIo61M,curfew mood ,[],[],['https://t.co/Fkv7PIo61M'],['🍿'],"['curfew', 'mood']","['curfew', 'mood']",0
#BreakingNews  #ManojBajpayee under home quarantine after testing #Corona positive.  Follow Me For More News Updates.  #COVID19 #CoronaVirusUpdates #COVID19India #BollywoodBreaking #actorlife #NewsUpdate #Trending #lockdown2021 #Curfew #bollywoodnews #ViralNews,home quarantin test posit follow news updat ,"['#BreakingNews', '#ManojBajpayee', '#Corona', '#COVID19', '#CoronaVirusUpdates', '#COVID19India', '#BollywoodBreaking', '#actorlife', '#NewsUpdate', '#Trending', '#lockdown2021', '#Curfew', '#bollywoodnews', '#ViralNews']",[],[],[],"['under', 'home', 'quarantine', 'after', 'testing', 'positive', 'follow', 'me', 'for', 'more', 'news', 'updates']","['home', 'quarantine', 'testing', 'positive', 'follow', 'news', 'update']",0
"#BreakingNews #NewsUpdate Night Curfew imposed in Panvel Till 22 March 2021, Curfew Timing will be 11pm to 5am. Maybe School and Colleges will be closed.  Follow Me For More News Updates.  #COVID19 #lockdown #Trending #panvel #coronavirus #MaharashtraLockdown #lockdown2021 #news",night curfew impos panvel till march curfew time mayb school colleg close follow news updat ,"['#BreakingNews', '#NewsUpdate', '#COVID19', '#lockdown', '#Trending', '#panvel', '#coronavirus', '#MaharashtraLockdown', '#lockdown2021', '#news']",[],[],[],"['night', 'curfew', 'imposed', 'in', 'panvel', 'till', 'march', 'curfew', 'timing', 'will', 'pm', 'to', 'am', 'maybe', 'school', 'and', 'colleges', 'will', 'closed', 'follow', 'me', 'for', 'more', 'news', 'updates']","['night', 'curfew', 'imposed', 'panvel', 'till', 'march', 'curfew', 'timing', 'pm', 'maybe', 'school', 'college', 'closed', 'follow', 'news', 'update']",0
Dove lover 😊 but in this pic png dove 😅 #ArtistOnTwitter #art #artist #Amici20 #cosplay #black #Thalapathy65 #Suriya40 #Trending #Viral #PAKvSA #watbdayparty #WandaVision #EricasBirthdayEve #Roberrt #YUTAatHome #pant #FuelPriceHike #gold #LoveAlarm2 #LiftMotionPoster #Curfew  https://t.co/uPYdorYzzr,dove lover pic png dove ,"['#ArtistOnTwitter', '#art', '#artist', '#Amici20', '#cosplay', '#black', '#Thalapathy65', '#Suriya40', '#Trending', '#Viral', '#PAKvSA', '#watbdayparty', '#WandaVision', '#EricasBirthdayEve', '#Roberrt', '#YUTAatHome', '#pant', '#FuelPriceHike', '#gold', '#LoveAlarm2', '#LiftMotionPoster', '#Curfew']",[],['https://t.co/uPYdorYzzr'],"['😊', '😅']","['dove', 'lover', 'but', 'in', 'this', 'pic', 'png', 'dove']","['dove', 'lover', 'pic', 'png', 'dove']",0
Night Protest @ #Hledan township. Residents are protesting peacefully at nighttime by defying curfew. We are not going to take any orders from illegal military controlled government. They are just terrorists and murderers to us #WhatsHappeningInMyanmar #Mar12Coup  https://t.co/GXyFg6FU1i,night protest township resid protest peac nighttim defi curfew order illeg militari control govern terrorist murder ,"['#Hledan', '#WhatsHappeningInMyanmar', '#Mar12Coup']",['@'],['https://t.co/GXyFg6FU1i'],[],"['night', 'protest', 'township', 'residents', 'are', 'protesting', 'peacefully', 'at', 'nighttime', 'by', 'defying', 'curfew', 'we', 'are', 'going', 'to', 'any', 'orders', 'illegal', 'military', 'controlled', 'government', 'they', 'are', 'just', 'terrorists', 'and', 'murderers', 'to', 'us']","['night', 'protest', 'township', 'resident', 'protesting', 'peacefully', 'nighttime', 'defying', 'curfew', 'going', 'order', 'illegal', 'military', 'controlled', 'government', 'terrorist', 'murderer', 'u']",0
"Welsh bloke wants to curfew men Kew gardens want to sort out it's racist plants Manc Uni ban the word ""mother"" silly season come early this year!",welsh bloke curfew men kew garden sort racist plant manc uni ban word mother silli season earli year ,[],[],[],[],"['welsh', 'bloke', 'wants', 'to', 'curfew', 'men', 'kew', 'gardens', 'to', 'sort', 'out', 'its', 'racist', 'plants', 'manc', 'uni', 'ban', 'word', 'mother', 'silly', 'season', 'early', 'this', 'year']","['welsh', 'bloke', 'want', 'curfew', 'men', 'kew', 'garden', 'sort', 'racist', 'plant', 'manc', 'uni', 'ban', 'word', 'mother', 'silly', 'season', 'early', 'year']",0
@mohol_murlidhar A. Night curfew is now a magic wand and I don't trust it will have any effect on numbers. B. I don't trust numbers at all... In Jan we had 94... Lowest since March 20...,night curfew magic wand dont trust effect number dont trust number jan lowest march ,[],['@mohol_murlidhar'],[],[],"['a', 'night', 'curfew', 'is', 'now', 'a', 'magic', 'wand', 'and', 'i', 'dont', 'trust', 'it', 'will', 'have', 'any', 'effect', 'on', 'numbers', 'b', 'i', 'dont', 'trust', 'numbers', 'at', 'all', 'in', 'jan', 'we', 'had', 'lowest', 'since', 'march']","['night', 'curfew', 'magic', 'wand', 'dont', 'trust', 'effect', 'number', 'b', 'dont', 'trust', 'number', 'jan', 'lowest', 'since', 'march']",0
Big 30 hangin out no curfew,big hangin curfew ,[],[],[],[],"['big', 'hangin', 'out', 'no', 'curfew']","['big', 'hangin', 'curfew']",0
"@DGCAIndia @flyspicejet kindly make rules that are more favourable to common people. Printout of rtpcr tests, 72hours deadlines, curfew till 6am but flights starting journey from 8am. What exactly do you guys want the people to do? Utter nonsense.",kindli rule favour common peopl printout rtpcr test hour deadlin curfew till flight start journey exactli guy peopl utter nonsens ,[],"['@DGCAIndia', '@flyspicejet']",[],[],"['kindly', 'rules', 'that', 'are', 'more', 'favourable', 'to', 'common', 'people', 'printout', 'of', 'rtpcr', 'tests', 'hours', 'deadlines', 'curfew', 'till', 'am', 'but', 'flights', 'starting', 'journey', 'am', 'what', 'exactly', 'you', 'guys', 'people', 'to', 'utter', 'nonsense']","['kindly', 'rule', 'favourable', 'common', 'people', 'printout', 'rtpcr', 'test', 'hour', 'deadline', 'curfew', 'till', 'flight', 'starting', 'journey', 'exactly', 'guy', 'people', 'utter', 'nonsense']",0
@RaoAnushri @mybmc Yes curfew after 5 p.m,curfew ,[],"['@RaoAnushri', '@mybmc']",[],[],"['yes', 'curfew', 'after', 'pm']","['yes', 'curfew', 'pm']",0
"#Fire in the Shwelinpan Industrial Zone in Hlaing Tharyar Township around 11:30 pm. This is the place with strict #MartialLaw and 7pm #curfew.  If this is #Arson, the culprit is #TerroristJunta.  #WhatsHappeningInMyanmar #Mar15Coup  @hrw @SAdamsR2P @antonioguterres @poppymcp @UN",shwelinpan industri zone hla tharyar township place strict culprit ,"['#Fire', '#MartialLaw', '#curfew.', '#Arson,', '#TerroristJunta.', '#WhatsHappeningInMyanmar', '#Mar15Coup']","['@hrw', '@SAdamsR2P', '@antonioguterres', '@poppymcp', '@UN']",[],[],"['in', 'shwelinpan', 'industrial', 'zone', 'in', 'hlaing', 'tharyar', 'township', 'around', 'pm', 'this', 'is', 'place', 'with', 'strict', 'and', 'pm', 'if', 'this', 'is', 'culprit', 'is']","['shwelinpan', 'industrial', 'zone', 'hlaing', 'tharyar', 'township', 'around', 'pm', 'place', 'strict', 'pm', 'culprit']",0
@RaoAnushri @mybmc Why curfew at this time?? How street vendors will earn? If u want Lockdown or curfew stay home stay safe but let poor live their life ! In recent Lockdown many poors   lost their lives but Government didn't help anyone !,curfew time street vendor earn lockdown curfew stay home stay safe poor live life recent lockdown poor lose life govern didnt help ,[],"['@RaoAnushri', '@mybmc']",[],[],"['why', 'curfew', 'at', 'this', 'time', 'how', 'street', 'vendors', 'will', 'earn', 'if', 'u', 'lockdown', 'or', 'curfew', 'stay', 'home', 'stay', 'safe', 'but', 'poor', 'live', 'their', 'life', 'in', 'recent', 'lockdown', 'poors', 'lost', 'their', 'lives', 'but', 'government', 'didnt', 'help', 'anyone']","['curfew', 'time', 'street', 'vendor', 'earn', 'u', 'lockdown', 'curfew', 'stay', 'home', 'stay', 'safe', 'poor', 'live', 'life', 'recent', 'lockdown', 'poor', 'lost', 'life', 'government', 'didnt', 'help', 'anyone']",0
"@PuneCityPolice @CPPuneCity  What are the current rules to travel inter-state? I plan on traveling to Goa in the last week of March. Also, is inter-state travel on the highway, in personal car, allowed during the night curfew hours?",current rule travel interst plan travel goa week march interst travel highway person car allow night curfew hour ,[],"['@PuneCityPolice', '@CPPuneCity']",[],[],"['what', 'are', 'current', 'rules', 'to', 'travel', 'interstate', 'i', 'plan', 'on', 'traveling', 'to', 'goa', 'in', 'last', 'week', 'of', 'march', 'is', 'interstate', 'travel', 'on', 'highway', 'in', 'personal', 'car', 'allowed', 'during', 'night', 'curfew', 'hours']","['current', 'rule', 'travel', 'interstate', 'plan', 'traveling', 'goa', 'last', 'week', 'march', 'interstate', 'travel', 'highway', 'personal', 'car', 'allowed', 'night', 'curfew', 'hour']",0
Better late than never. It was anyway weird having these games with crowd when Ahmedabad had a night curfew.,better late weird game crowd ahmedabad night curfew ,[],[],[],[],"['better', 'late', 'than', 'never', 'it', 'was', 'anyway', 'weird', 'having', 'these', 'games', 'with', 'crowd', 'when', 'ahmedabad', 'had', 'a', 'night', 'curfew']","['better', 'late', 'never', 'anyway', 'weird', 'game', 'crowd', 'ahmedabad', 'night', 'curfew']",0
@mybmc Why not curfew from 5pm? See the crowd in markets,curfew crowd market ,[],['@mybmc'],[],[],"['why', 'curfew', 'pm', 'crowd', 'in', 'markets']","['curfew', 'pm', 'crowd', 'market']",0
There should actually b a PIL questioning the logic of such absurd lockdown n worse selective curfew in night n other things!!  Government n administration b made accountable n should answer logically n scientifically the reason behind such lockdown,actual pil question logic absurd lockdown wors select curfew night thing govern administr account answer logic scientif reason lockdown ,[],[],[],[],"['there', 'should', 'actually', 'b', 'a', 'pil', 'questioning', 'logic', 'of', 'such', 'absurd', 'lockdown', 'n', 'worse', 'selective', 'curfew', 'in', 'night', 'n', 'other', 'things', 'government', 'n', 'administration', 'b', 'made', 'accountable', 'n', 'should', 'answer', 'logically', 'n', 'scientifically', 'reason', 'behind', 'such', 'lockdown']","['actually', 'b', 'pil', 'questioning', 'logic', 'absurd', 'lockdown', 'n', 'worse', 'selective', 'curfew', 'night', 'n', 'thing', 'government', 'n', 'administration', 'b', 'made', 'accountable', 'n', 'answer', 'logically', 'n', 'scientifically', 'reason', 'behind', 'lockdown']",0
@ektainlove Curfew after 12 ?,curfew ,[],['@ektainlove'],[],[],"['curfew', 'after']",['curfew'],0
Coffee before curfew ☕️,coffe curfew ,[],[],[],['☕'],"['coffee', 'before', 'curfew', '️']","['coffee', 'curfew', '️']",0
@mybmc @Hetalgalabjp @alkaskerkar @mybmcWardHW @ShelarAshish please enforce curfew in santacruz west market after 5pm daily on all non essential shops and hawkers. Nobody is following social distancing  and most people are flouting rules and there is too much crowd.  https://t.co/mhaquwwVsV,enforc curfew santacruz west market daili non essenti shop hawker follow social distanc peopl flout rule crowd ,[],"['@mybmc', '@Hetalgalabjp', '@alkaskerkar', '@mybmcWardHW', '@ShelarAshish']",['https://t.co/mhaquwwVsV'],[],"['please', 'enforce', 'curfew', 'in', 'santacruz', 'west', 'market', 'after', 'pm', 'daily', 'on', 'all', 'non', 'essential', 'shops', 'and', 'hawkers', 'nobody', 'is', 'following', 'social', 'distancing', 'and', 'most', 'people', 'are', 'flouting', 'rules', 'and', 'there', 'is', 'too', 'much', 'crowd']","['please', 'enforce', 'curfew', 'santacruz', 'west', 'market', 'pm', 'daily', 'non', 'essential', 'shop', 'hawker', 'nobody', 'following', 'social', 'distancing', 'people', 'flouting', 'rule', 'much', 'crowd']",0
Peaceful dialogue under process? What's going on IIOK?Still curfew in IIOk ... #588DaysOfKashmirSiege  @BKYM #BKYM  https://t.co/RzTrQITzKc,peac dialogu process what iiokstil curfew iiok ,"['#588DaysOfKashmirSiege', '#BKYM']",['@BKYM'],['https://t.co/RzTrQITzKc'],[],"['peaceful', 'dialogue', 'under', 'process', 'whats', 'going', 'on', 'iiokstill', 'curfew', 'in', 'iiok']","['peaceful', 'dialogue', 'process', 'whats', 'going', 'iiokstill', 'curfew', 'iiok']",0
"At 12:00 pm of Yeaterday Night, an arson happened in Hlaingthaya.This happened during curfew and was no civilian outside.Junta set fire themselves and admit it to Myanmar People. BLOODTHIRSTY JUNTA  #WhatsHappeningInMyanmar #Mar15Coup  https://t.co/lRklybag5P",yeaterday night arson happen hlaingthayathi happen curfew civilian outsidejunta set fire admit myanmar peopl bloodthirsti junta ,"['#WhatsHappeningInMyanmar', '#Mar15Coup']",[],['https://t.co/lRklybag5P'],[],"['at', 'pm', 'of', 'yeaterday', 'night', 'an', 'arson', 'happened', 'in', 'hlaingthayathis', 'happened', 'during', 'curfew', 'and', 'was', 'no', 'civilian', 'outsidejunta', 'set', 'fire', 'themselves', 'and', 'admit', 'it', 'to', 'myanmar', 'people', 'bloodthirsty', 'junta']","['pm', 'yeaterday', 'night', 'arson', 'happened', 'hlaingthayathis', 'happened', 'curfew', 'civilian', 'outsidejunta', 'set', 'fire', 'admit', 'myanmar', 'people', 'bloodthirsty', 'junta']",0
@aakasharje It's a Matter of Great concern. #maharashtrafightscorona friends please be safe.  Which other cities are having night curfew or lockdown in Maharashtra?,matter great concern friend safe citi night curfew lockdown maharashtra ,['#maharashtrafightscorona'],['@aakasharje'],[],[],"['its', 'a', 'matter', 'of', 'great', 'concern', 'friends', 'please', 'safe', 'which', 'other', 'cities', 'are', 'having', 'night', 'curfew', 'or', 'lockdown', 'in', 'maharashtra']","['matter', 'great', 'concern', 'friend', 'please', 'safe', 'city', 'night', 'curfew', 'lockdown', 'maharashtra']",0
Heading to Pune. There seems to be a night curfew from 11pm to 6am. I hope this helps reduce the social gatherings we all were planning to do. #gocorona,head pune night curfew hope help reduc social gather plan ,['#gocorona'],[],[],[],"['heading', 'to', 'pune', 'there', 'seems', 'to', 'a', 'night', 'curfew', 'pm', 'to', 'am', 'i', 'hope', 'this', 'helps', 'reduce', 'social', 'gatherings', 'we', 'all', 'were', 'planning', 'to']","['heading', 'pune', 'seems', 'night', 'curfew', 'pm', 'hope', 'help', 'reduce', 'social', 'gathering', 'planning']",0
"Maharashtra: Latur district administration imposes night curfew between 8 pm and 5 am in the district; all weekly markets to remain shut till March 31, emergency services exempted  Read more about this story as well as the other news from #Maharashtra:  https://t.co/3nfwWnIvbA",maharashtra latur district administr impos night curfew district weekli market remain shut till march emerg servic exempt read stori news ,['#Maharashtra:'],[],['https://t.co/3nfwWnIvbA'],[],"['maharashtra', 'latur', 'district', 'administration', 'imposes', 'night', 'curfew', 'between', 'pm', 'and', 'am', 'in', 'district', 'all', 'weekly', 'markets', 'to', 'remain', 'shut', 'till', 'march', 'emergency', 'services', 'exempted', 'read', 'more', 'about', 'this', 'story', 'as', 'well', 'as', 'other', 'news']","['maharashtra', 'latur', 'district', 'administration', 'imposes', 'night', 'curfew', 'pm', 'district', 'weekly', 'market', 'remain', 'shut', 'till', 'march', 'emergency', 'service', 'exempted', 'read', 'story', 'well', 'news']",0
"Maharashtra: Latur district administration imposes night curfew between 8 pm and 5 am in the district; all weekly markets to remain shut till March 31, emergency services exempted.  #COVID19",maharashtra latur district administr impos night curfew district weekli market remain shut till march emerg servic exempt ,['#COVID19'],[],[],[],"['maharashtra', 'latur', 'district', 'administration', 'imposes', 'night', 'curfew', 'between', 'pm', 'and', 'am', 'in', 'district', 'all', 'weekly', 'markets', 'to', 'remain', 'shut', 'till', 'march', 'emergency', 'services', 'exempted']","['maharashtra', 'latur', 'district', 'administration', 'imposes', 'night', 'curfew', 'pm', 'district', 'weekly', 'market', 'remain', 'shut', 'till', 'march', 'emergency', 'service', 'exempted']",0
"@Ludhiana_Police @PunjabPoliceInd @PPCBofficial If there is utter lawlessness,  it is in Guru Amardass  Nagar, Ludhiana. No night curfew, no noise pollution norms, captive audience since 7pm. Proper patrolling could have solved this problem forever.  https://t.co/X3jnXMUdzC",utter lawless guru amardass nagar ludhiana night curfew nois pollut norm captiv audienc proper patrol solv problem forev ,[],"['@Ludhiana_Police', '@PunjabPoliceInd', '@PPCBofficial']",['https://t.co/X3jnXMUdzC'],[],"['if', 'there', 'is', 'utter', 'lawlessness', 'it', 'is', 'in', 'guru', 'amardass', 'nagar', 'ludhiana', 'no', 'night', 'curfew', 'no', 'noise', 'pollution', 'norms', 'captive', 'audience', 'since', 'pm', 'proper', 'patrolling', 'have', 'solved', 'this', 'problem', 'forever']","['utter', 'lawlessness', 'guru', 'amardass', 'nagar', 'ludhiana', 'night', 'curfew', 'noise', 'pollution', 'norm', 'captive', 'audience', 'since', 'pm', 'proper', 'patrolling', 'solved', 'problem', 'forever']",0
"@AmdavadAMC Hello AMC Team, this is view in front of Exit gate of Orchid Whitefield, PRAHLADNAGAR. Not sure when Curfew starts in Ahmedabad? 9 PM or 10 PM  https://t.co/oq0Vxly0kC",hello amc team view exit gate orchid whitefield prahladnagar sure curfew start ahmedabad ,[],['@AmdavadAMC'],['https://t.co/oq0Vxly0kC'],[],"['hello', 'amc', 'team', 'this', 'is', 'view', 'in', 'front', 'of', 'exit', 'gate', 'of', 'orchid', 'whitefield', 'prahladnagar', 'sure', 'when', 'curfew', 'starts', 'in', 'ahmedabad', 'pm', 'or', 'pm']","['hello', 'amc', 'team', 'view', 'front', 'exit', 'gate', 'orchid', 'whitefield', 'prahladnagar', 'sure', 'curfew', 'start', 'ahmedabad', 'pm', 'pm']",0
@YUVI_NISH Not for us.. kids/elderly at home.. we had shut shops much b4 junta curfew,kidselderli home shut shop junta curfew ,[],['@YUVI_NISH'],[],[],"['for', 'us', 'kids/elderly', 'at', 'home', 'we', 'had', 'shut', 'shops', 'much', 'b', 'junta', 'curfew']","['u', 'kidselderly', 'home', 'shut', 'shop', 'much', 'b', 'junta', 'curfew']",0
@TelanganaCMO why your government is not obeying curfew for bars. Why only on educational institutions. What message you are giving to future citizens.  @KTRTRS @SabithaindraTRS  @teamTSIC @EduMinOfIndia,govern obey curfew bar educ institut messag give futur citizen ,[],"['@TelanganaCMO', '@KTRTRS', '@SabithaindraTRS', '@teamTSIC', '@EduMinOfIndia']",[],[],"['why', 'your', 'government', 'is', 'obeying', 'curfew', 'for', 'bars', 'why', 'only', 'on', 'educational', 'institutions', 'what', 'message', 'you', 'are', 'giving', 'to', 'future', 'citizens']","['government', 'obeying', 'curfew', 'bar', 'educational', 'institution', 'message', 'giving', 'future', 'citizen']",0
Miami Beach Emergency Curfew   https://t.co/y776xgDB1x.   #ซานเหอลิ่ง #الاخبار_السارة #dolarkuru #ابوي_قتلني #7DREAMisCOMING #NCTDREAM #Dudajestdebilem #PakistanResolutionDay #COVIDー19 #COVIDー19 #ferragnez #ferragnez #GunControlNow #7DREAMCOMEBACK #الجهراء #23March #SORN,miami beach emerg curfew ,"['#ซานเหอลิ่ง', '#الاخبار_السارة', '#dolarkuru', '#ابوي_قتلني', '#7DREAMisCOMING', '#NCTDREAM', '#Dudajestdebilem', '#PakistanResolutionDay', '#COVIDー19', '#COVIDー19', '#ferragnez', '#ferragnez', '#GunControlNow', '#7DREAMCOMEBACK', '#الجهراء', '#23March', '#SORN']",[],['https://t.co/y776xgDB1x.'],[],"['miami', 'beach', 'emergency', 'curfew']","['miami', 'beach', 'emergency', 'curfew']",0
@Mirchi9 Night curfew ne inka . @KTRTRS @TelanganaCMO .  https://t.co/iIDEwR7O65,night curfew inka ,[],"['@Mirchi9', '@KTRTRS', '@TelanganaCMO']",['https://t.co/iIDEwR7O65'],[],"['night', 'curfew', 'ne', 'inka']","['night', 'curfew', 'ne', 'inka']",0
"@aajtak Night curfew, mask, social distancing. Most importantly RT PCR before interstate travel for public, bureaucrats and politicians",night curfew mask social distanc importantli pcr interst travel public bureaucrat politician ,[],['@aajtak'],[],[],"['night', 'curfew', 'mask', 'social', 'distancing', 'most', 'importantly', 'rt', 'pcr', 'before', 'interstate', 'travel', 'for', 'public', 'bureaucrats', 'and', 'politicians']","['night', 'curfew', 'mask', 'social', 'distancing', 'importantly', 'rt', 'pcr', 'interstate', 'travel', 'public', 'bureaucrat', 'politician']",0
Representation of how a night curfew prevents coronavirus  https://t.co/xpVyIEX7Gv,represent night curfew prevent coronaviru ,[],[],['https://t.co/xpVyIEX7Gv'],[],"['representation', 'of', 'how', 'a', 'night', 'curfew', 'prevents', 'coronavirus']","['representation', 'night', 'curfew', 'prevents', 'coronavirus']",0
As far as I know we INDIANS dont go out of our houses at night so having a night curfew will stop the  spread of coronavirus #COVID19India  situation in India is getting worse and all we can see is a night curfew.  https://t.co/PYvYWtZNic,far indian dont hous night night curfew stop spread coronaviru situat india wors night curfew ,['#COVID19India'],[],['https://t.co/PYvYWtZNic'],[],"['as', 'far', 'as', 'i', 'we', 'indians', 'dont', 'out', 'of', 'our', 'houses', 'at', 'night', 'so', 'having', 'a', 'night', 'curfew', 'will', 'stop', 'spread', 'of', 'coronavirus', 'situation', 'in', 'india', 'is', 'getting', 'worse', 'and', 'all', 'we', 'can', 'is', 'a', 'night', 'curfew']","['far', 'indian', 'dont', 'house', 'night', 'night', 'curfew', 'stop', 'spread', 'coronavirus', 'situation', 'india', 'getting', 'worse', 'night', 'curfew']",0
Anniversary of Corona Lockdown &amp; Curfew  https://t.co/22zyNo5cDr,anniversari corona lockdown curfew ,[],[],['https://t.co/22zyNo5cDr'],[],"['anniversary', 'of', 'corona', 'lockdown', 'curfew']","['anniversary', 'corona', 'lockdown', 'curfew']",0
We small business people suffering already n 9pm curfew will make us handicapped.due to hot climate less business in daytime almost anywhere.atleast 5 to 10 hope there.dont destroy like last year.votebanks or bpl holders and rich ppl thrive not us.🙏,small busi peopl suffer curfew handicappeddu hot climat busi daytim anywhereatleast hope theredont destroy like yearvotebank bpl holder rich ppl thrive ,[],[],[],['🙏'],"['we', 'small', 'business', 'people', 'suffering', 'already', 'n', 'pm', 'curfew', 'will', 'us', 'handicappeddue', 'to', 'hot', 'climate', 'less', 'business', 'in', 'daytime', 'almost', 'anywhereatleast', 'to', 'hope', 'theredont', 'destroy', 'like', 'last', 'yearvotebanks', 'or', 'bpl', 'holders', 'and', 'rich', 'ppl', 'thrive', 'us']","['small', 'business', 'people', 'suffering', 'already', 'n', 'pm', 'curfew', 'u', 'handicappeddue', 'hot', 'climate', 'le', 'business', 'daytime', 'almost', 'anywhereatleast', 'hope', 'theredont', 'destroy', 'like', 'last', 'yearvotebanks', 'bpl', 'holder', 'rich', 'ppl', 'thrive', 'u']",0
"@Naveen_Odisha covid cases spurging...but unlike 2020..people are now alert n govt more prepared so plz lockdown sudnt be there as we middleclass people suffer a lot financially.night curfew can be done but like other states,at 10pmor more than that not at 9pm.",covid case spurgingbut unlik peopl alert govt prepar plz lockdown sudnt middleclass peopl suffer financiallynight curfew like statesat pmor ,[],['@Naveen_Odisha'],[],[],"['covid', 'cases', 'spurgingbut', 'unlike', 'people', 'are', 'now', 'alert', 'n', 'govt', 'more', 'prepared', 'so', 'plz', 'lockdown', 'sudnt', 'there', 'as', 'we', 'middleclass', 'people', 'suffer', 'a', 'financiallynight', 'curfew', 'can', 'but', 'like', 'other', 'statesat', 'pmor', 'more', 'than', 'that', 'at', 'pm']","['covid', 'case', 'spurgingbut', 'unlike', 'people', 'alert', 'n', 'govt', 'prepared', 'plz', 'lockdown', 'sudnt', 'middleclass', 'people', 'suffer', 'financiallynight', 'curfew', 'like', 'statesat', 'pmor', 'pm']",0
1st #Anniversary of Janta curfew Day  https://t.co/lcmvVkefPg,janta curfew day ,['#Anniversary'],[],['https://t.co/lcmvVkefPg'],[],"['st', 'of', 'janta', 'curfew', 'day']","['st', 'janta', 'curfew', 'day']",0
"Tw // gunshot In Tharketa township, terrorists are using sound grenades , continuously shooting and threatening civillians during Curfew time. STRENGTH OF UNITY #WhatsHappeningInMyanmar #Mar22Coup  https://t.co/gDZ4ZRyJGX",gunshot tharketa township terrorist sound grenad continu shoot threaten civillian curfew time strength uniti ,"['#WhatsHappeningInMyanmar', '#Mar22Coup']",[],['https://t.co/gDZ4ZRyJGX'],[],"['tw', 'gunshot', 'in', 'tharketa', 'township', 'terrorists', 'are', 'using', 'sound', 'grenades', 'continuously', 'shooting', 'and', 'threatening', 'civillians', 'during', 'curfew', 'time', 'strength', 'of', 'unity']","['tw', 'gunshot', 'tharketa', 'township', 'terrorist', 'using', 'sound', 'grenade', 'continuously', 'shooting', 'threatening', 'civillians', 'curfew', 'time', 'strength', 'unity']",0
"It's almost 10PM. Construction activity going on audaciously. Isn't there curfew after 9PM, let alone noise pollution. Its going on for days now. Swati Parkside Project.  @Applewoods128 #Ahmedabad @swatiprocon @amdavadmayor @Ahdpolice @AmdavadAMC @ahmedabadmirror  https://t.co/zA29rbolz4",construct activ audaci isnt curfew nois pollut day swati parksid project ,['#Ahmedabad'],"['@Applewoods128', '@swatiprocon', '@amdavadmayor', '@Ahdpolice', '@AmdavadAMC', '@ahmedabadmirror']",['https://t.co/zA29rbolz4'],[],"['its', 'almost', 'pm', 'construction', 'activity', 'going', 'on', 'audaciously', 'isnt', 'there', 'curfew', 'after', 'pm', 'alone', 'noise', 'pollution', 'its', 'going', 'on', 'for', 'days', 'now', 'swati', 'parkside', 'project']","['almost', 'pm', 'construction', 'activity', 'going', 'audaciously', 'isnt', 'curfew', 'pm', 'alone', 'noise', 'pollution', 'going', 'day', 'swati', 'parkside', 'project']",0
@BBMPCOMM @CMofKarnataka @PMOIndia @drharshvardhan @Secretary_MoHUA @PIB_India @MoHFW_INDIA @Karnataka_DIPR @DHFWKA @BLRSmartCity @WHO I understand lockdown is not the solution. But public TPT like metro and buses should be halted with night curfew. Public gatherings and malls and cinema complex should be stopped to prevent 2nd wave of #COVID19 and break the chain. It has risen rapidly in the metro cities.,understand lockdown solut public tpt like metro halt night curfew public gather mall cinema complex stop prevent wave break chain risen rapidli metro citi ,['#COVID19'],"['@BBMPCOMM', '@CMofKarnataka', '@PMOIndia', '@drharshvardhan', '@Secretary_MoHUA', '@PIB_India', '@MoHFW_INDIA', '@Karnataka_DIPR', '@DHFWKA', '@BLRSmartCity', '@WHO']",[],[],"['i', 'understand', 'lockdown', 'is', 'solution', 'but', 'public', 'tpt', 'like', 'metro', 'and', 'buses', 'should', 'halted', 'with', 'night', 'curfew', 'public', 'gatherings', 'and', 'malls', 'and', 'cinema', 'complex', 'should', 'stopped', 'to', 'prevent', 'nd', 'wave', 'of', 'and', 'break', 'chain', 'it', 'has', 'risen', 'rapidly', 'in', 'metro', 'cities']","['understand', 'lockdown', 'solution', 'public', 'tpt', 'like', 'metro', 'bus', 'halted', 'night', 'curfew', 'public', 'gathering', 'mall', 'cinema', 'complex', 'stopped', 'prevent', 'nd', 'wave', 'break', 'chain', 'risen', 'rapidly', 'metro', 'city']",0
