,Unnamed: 0,created_at,username,tweet,language,replies_count,retweets_count,likes_count
3029,714,2021-06-22T03:30:39.000Z,,"Getting #Vaccinated in India 18+ VLOG for COVID-19 || Things To Keep in ... https://youtu.be/CPY9VyFaeiA via 
@YouTube
 …. pls WATCH , i hv given lots of details about the #COVIDVaccination 
.
.
#vaccinated #vaccine #IndiaFightsCorona 
@Thekolkatabuzz",en,,,5
3030,715,2021-06-22T03:07:48.000Z,,"Replying to 
@AshramKolkata",en,,,
3031,716,2021-06-21T17:59:31.000Z,,COVID-19 self test kit CoviSelf puts a DIY guide on a full pager ad https://afaqs.com/news/advertising/covid-19-self-test-kit-coviself-puts-a-diy-guide-on-a-full-pager-ad… #,en,,,1
3032,717,2021-06-21T17:12:17.000Z,,"@CholNgo
 
#bondhucholngo
#NGO #socialforgood 
To donate contact us
bondhuchol.ngo@gmail.com
#COVID19India #Covid_19 #covid19food #fooddistribution #StayHome #StaySafe #WearMask",en,,,6
3033,718,2021-06-21T11:16:10.000Z,,"Replying to 
@startupindia",en,,,
3034,719,2021-06-21T08:45:37.000Z,,"Replying to 
@startupindia",en,,,
3035,720,2021-06-21T05:37:25.000Z,,"KVIC records highest ever turnover in FY 2020-21 despite Covid-19 pandemic
https://dailypioneer.com/2021/business/kvic-records-highest-ever-turnover-in--fy-2020-21-despite-covid-19-pandemic.html…

via NaMo App",en,,,
3036,721,2021-06-21T04:04:00.000Z,,"Failure of WB Govt to start universal vaccination, Covid-19 reflects poor planning, lack of seriousness to take preventive measures post 1st phase! 1 can win elections by invoking religion, caste, language & culture but can't govern! Modi- Mamata secure equal marks on governance!",en,,,2
3037,722,2021-06-20T17:04:02.000Z,,"Many people have lost their father in last 1 year due to Covid-19. 

Your father must be proud of you. May God give you enough strength to bear the irreparable loss !

#HappyFathersDay",en,,,7
3038,723,2021-06-20T13:07:30.000Z,,"How to Download Provisional Certificate of Covid-19  Vaccination from CO-WIN Portal 

Watch the Video on YouTube  / TECH IN EASY 

Link  https://youtu.be/YVC_8OW7sNc

Don't Forget to Subscribe Tech in Easy ",en,,,2
3039,724,2021-06-20T12:48:49.000Z,,"How to Download Provisional Certificate of Covid-19  Vaccination from CO-WIN Portal 

Watch the Video on YouTube  / TECH IN EASY 

Link  https://youtu.be/YVC_8OW7sNc

Don't Forget to Subscribe Tech in Easy ",en,,,2
3040,725,2021-06-20T07:33:46.000Z,,Does india need anymore imported vaccines? We are full of paid and non-utilised doses on the #COWIN in urban centres atleast. And this is just 25% being procured. #CovidVaccine #IndiaFightsCorona #Sinovac #COVAXIN #COVID #COVISHIELD #PfizerVaccine #moderna #sputnikV #AstraZeneca,en,,,
3041,726,2021-06-19T21:31:19.000Z,,"After the onset of Monsoon various parts of West Bengal might experience river bank erosion, flood and huge health hazard like Dengue and Malaria along with  COVID-19 .Water logged areas in of Kolkata might face the problem of Dengue within a very short span of time.",en,2.0,,4
3042,727,2021-06-19T20:09:53.000Z,,"Legendary athlete Milkha Singh passes away due to Covid 19 complications..
.
May his soul rest in peace!",en,,,
3043,728,2021-06-19T16:36:35.000Z,,"#BengalCovidUpdates 
West Bengal records 2, 486 #Covid cases on 19th June, lowest in 73 days. 

#BengalFightsCorona #COVID19 #WestBengal #CoronaVirusUpdates",en,,,
3044,729,2021-06-19T12:14:57.000Z,,didi 41% people's they couldn't gave vote's for covid-19 .. & most of oldest they naver came out till now .. & 27% fully gave & u know as well what happened ..,en,,,
3045,730,2021-06-19T09:40:53.000Z,,"@BhallaAjay26
 ,Union Home Secretary wrote a letter to all the states and UT's regarding #Covid-19.",en,,,
3046,731,2021-06-19T03:26:16.000Z,,"""Olympic sprinter Milkha Singh dies at age 91 from COVID-19""  https://twitter.com/i/events/1405969918172880896…
May the departed soul #RIP & bless his son to overcome this difficult phase
My heartfelt condolences to 
@JeevMilkhaSingh
 for the consecutive losses faced within this short span. 
#RIPMilkhaSingh",en,,,
3047,732,2021-06-18T20:14:11.000Z,,"The Saddest News Of The Decade...!!!!
Shri Milkha Singh Just Passed Away At The Age Of 91 Due To Covid 19 ..
RIP To The Olympic Hero Of India..
May Your Sole Rest In Peace Sir..

#TheAmateurBong",en,,,
3048,733,2021-06-18T19:48:13.000Z,,"1960 Rome Olympic .

400 metre run by Late Milkha Singh. This video will make you scream everytime ' BHAAG MILKHA BHAAG'  

#Milkha #MilkhaSinghJi #MilkhaSingh #ripmilkhasingh #Olympics #coronavirus #Covid_19 #FlyingSikh",en,1.0,,10
3049,734,2021-06-18T19:23:54.000Z,,"Our Heartfelt Condolences 
Honorary Captain Padma Shri Milkha Singh (Flying Sikh) Succumbs to Covid-19 today following his wife Nirmal Kaur died on 13th june. Will be remembered fondly in recognition of his sporting achievements. ऊँ शांति 
#MilkhaSingh #Flyingsikh",en,,,
3050,735,2021-06-18T19:18:56.000Z,,"Athletics Legend 'Flying Sikh' Milkha Ji Singh Passes Away at 91 of Covid-19

#MilkhaSingh",en,,,8
3051,736,2021-06-18T19:08:50.000Z,,"#Breaking

Former Indian sprinter Milkha Singh passes away aged 91 due to COVID-19 complications

#MilkhaSingh #RIPSir #BhaagMilkhaBhaag #coronavirus #COVID",en,,,
3052,737,2021-06-18T08:21:20.000Z,,"In Rural India, COVID-19 Outbreaks Have One Standout Feature: Speed",en,,,
3053,738,2021-06-18T06:15:40.000Z,,"#Covid_19
Vicious cycle p 3..6 biology 

@ndtv
 
@sardesairajdeep


@IamSumanDe


@Rhitobrata_B

https://spreaker.com/episode/45350858…",en,,,
3054,739,2021-06-17T18:22:20.000Z,,"Denmark VS Belgium ...undoubtedly the best so far in Euro 2020. 

Tournament gaining steam slowly. 

Nice to see fans in theke elements. Hope no spoiler for rest of the tournament. 

Let’s get back to the normal 

#DENBEL #EURO2020 #Covid_19",en,,,1
3055,740,2021-06-17T14:34:03.000Z,,"WB COVID-19 Daily Health Bulletin: 17 June 2021.
A detailed snapshot of all relevant details on #COVID19 in WB. Keep checking.
Fresh Cases - 3018
Deaths Reported - 64
Samples Tested - 55671
#BengalFightsCorona",en,,,
3056,741,2021-06-17T14:11:53.000Z,,"( 17/06/2021 )
I'm Vaccinated
Taking small steps to fight against COVID-19.

#vaccination #vaccinateddone #covid19 #covidvaccination #staysafe",en,,,
3057,742,2021-06-17T11:11:41.000Z,,"@narendramodi
 
@PMOIndia
 
@NITIAayog
 
@adarpoonawalla
  
@psrana70
  Request a shortening of interval between Covishield doses ,based on data for Delta variant.  "" Third wave could hit as early as in 2-4 weeks, says Maharashtra Covid-19 task force",en,,,
3058,743,2021-06-17T07:37:04.000Z,,"Please follow all the COVID-19 protocols and keep yourself and your loved ones safe.

#VforVaccination
Let's get vaccinated and be a responsible citizen.

𝐂𝐚𝐥𝐥 𝐮𝐬 𝐧𝐨𝐰:  (+91) 8585092277
𝐖𝐞𝐛𝐬𝐢𝐭𝐞: http://apolloballygunge.com

#COVID19Vaccination #apolloservices #covid",en,,,
3059,744,2021-06-16T15:58:39.000Z,,"A brief summary of the work we have done in #Sundarbans #postYaas. Incredibly humbled by the support we have received so far.  A simple thank you would not be enough to express our heartfelt gratitude. #Covid_19
#gratitude #CycloneYaas",en,,,1
3060,745,2021-06-16T13:31:09.000Z,,"@MoHFW_INDIA
 Success in #Corona depends upon appropriate #behaviour. Pls try some imaginative Ads by which violators are made to feel bad.",en,,,
3061,746,2021-06-16T03:48:59.000Z,,"1 in 5 People With COVID-19 Developed Mental Health Issue https://healthline.com/health-news/people-with-covid-19-more-likely-to-develop-depression-anxiety-and-dementia?utm_medium=social&utm_source=twitter&utm_campaign=social-sharebar-referred-desktop… via 
@healthline",en,,,
3062,747,2021-06-16T03:21:23.000Z,,"#HarKaamDeshKeNaam
#IndianArmyPeoplesArmy 
The team provided medicines & COVID-19 essentials. The Camp aided 277 locals incl 127 women & 56 children. The villagers thanked #IndianArmy for the #MedicalCamp.

@official_dgar
 
@easterncomd
 

@PemaKhanduBJP
 
@SpokespersonMoD
 
@Spearcorps",en,,,14
3063,748,2021-06-15T14:34:00.000Z,,"Central was trying to hide its incompetence and mishandling of the second wave of covid-19 while denying the actual death toll from the pandemic. Narendra Modi - led government has lost it connect with reality and was absolutely aloof. 

#ModiResign 
#Covid_19",en,,,10
3064,749,2021-06-15T12:29:17.000Z,,"Replying to 
@OptionsChains",en,,,
3065,750,2021-06-15T05:58:32.000Z,,"As I know,Central Govt. only aggregates the Covid-19 death figure which different state declare http://daily.As such,Central Govt. acknowledges what State Govt. report.",en,,,
3066,751,2021-06-15T05:58:31.000Z,,Coronavirus Live Tracker: More COVID-19 deaths than what Modi govt acknowledges: Owaisi,en,1.0,,
3067,752,2021-06-15T05:52:50.000Z,,Coronavirus Live Tracker: More COVID-19 deaths than what Modi govt acknowledges: Owaisi,en,,,
3068,753,2021-06-15T04:01:21.000Z,,"Country needs to take help of all organisations, NGOs to impress upon voluntarily maintaining proper #COVID behaviour & at same time effectively implement. Sacrifices made during Lockdown is wasted. 
@MoHFW_INDIA
 
@myogiadityanath",en,,,6
3069,754,2021-06-15T03:30:23.000Z,,"Good Morning & A happy Tuesday 

Well...the lockdown in West Bengal has been extended but with less restrictions...but remember the Covid-19 is still here..so be careful & stay safe! 

#HappyTuesday #StaySafe #StayIndoor #SocialDistance #SafetyFirst #CovidRules",en,4.0,,109
3070,755,2021-06-15T03:01:11.000Z,,"W Bengal govt has extended the Covid-19 induced lockdown till July 1.Govt has allowed govt and private offices to function with 25 % workforce from June16. But without  bus & train, it will cause hardship for the people.Why bus & train are also not allowed with half capacity?",en,,,
3071,756,2021-06-14T13:35:42.000Z,,"New lockdown rules will be implemented from 16th June 2021
#CoronaSecondWave #Corona #COVID19 
#WestBengal #westbengallockdown",en,,,2
3072,757,2021-06-14T07:47:26.000Z,,"The Gov.of WB on Sunday appointed 10 Sr. bureaucrats as nodal officers in 10 Dist. to control & fight the spread of #coronavirus.

Officers hv been asked to inspect designated Dist. & guide the Dist. administration on the management of the #Covid_19 #pendemic.

#didifightcorona",en,,,6
3073,758,2021-06-14T07:43:26.000Z,,"When covid 19's second wave was killing lives of people then oxygen, bed, ventilator & vaccine were missing but the two were proud in expressing that the covid19 is under control.They were busy in exporting vaccines & medicines. But sudden intervention of SC changed the scinario.",en,,,
3074,759,2021-06-14T04:43:25.000Z,,"Replying to 
@mygovindia
 
@MSJEGOI
 and 4 others",en,,,
3075,760,2021-06-13T17:26:07.000Z,,"Replying to 
@ushapadhee1996",en,,,
3076,761,2021-06-13T16:27:18.000Z,,"#HospitalityIndustry gets a jab of hope! Vaccination drive for Hospitality Professionals by 
@IIHMHOTELSCHOOL
 & 
@hraei1961
 
Let's get vaccinated for a great Hospitality Future
#vaccine #vaccinedrive #covidimpact #covid19 #COVID  #covidhelp #IndiaFightsCorona  #LargestVaccineDrive",en,,,1
3077,762,2021-06-13T09:10:00.000Z,,"It seems the only matter about which the ruling party focuses on planning  ahead is election strategy. Be it fuel prices, COVID-19 waves, vaccine distribution, inflation - absolutely nothing. Utterly disgusted. 
@PMOIndia
 
@nsitharaman
 
@AmitShah
 #PetrolDieselPriceHike",en,,,1
3078,763,2021-06-13T06:16:52.000Z,,"Replying to 
@KrisNair1",en,,,
3079,764,2021-06-13T05:06:17.000Z,,"@dpradhanbjp
 what the hell is happening petrol price is sky high and cooking oil is high too. Where as the economic crisis is there due to COVID-19. Are you planning to kill people without eating food. Should they cook only with water. #Shame #Shame",en,,,
3080,765,2021-06-13T04:21:25.000Z,,"#GSTCouncil extends the exemptions and GST reductions on #COVID-related equipment and drugs till September this year. Thanks PM Sh 
@NarendraModi
 ji. 
@nsitharaman
 
@Swamy39",en,,,
3081,766,2021-06-13T03:55:01.000Z,,"During this unprecedented time, you may be looking for the most up to date information on COVID-19 in your area.  
Follow and share these pages for the latest live conversation on the ground from doctors, hospital workers, journalists and concerned citizens discussing the latest",en,,,
3082,767,2021-06-12T07:58:28.000Z,,"Replying to 
@mygovindia
 
@HMOIndia
 and 5 others",en,,,
3083,768,2021-06-12T07:58:10.000Z,,"Replying to 
@BJP4India
 and 
@PiyushGoyal",en,,,
3084,769,2021-06-12T07:57:48.000Z,,"Replying to 
@FinMinIndia
 
@nsitharaman
 and 11 others",en,,,
3085,770,2021-06-12T07:57:38.000Z,,"Replying to 
@FinMinIndia
 
@nsitharaman
 and 11 others",en,,,
3086,771,2021-06-12T07:57:01.000Z,,"Very sad the maximum death In the working group.. Covid-19: Indian Jesuits suffered worst despite precautions | Matters India https://mattersindia.com/2021/06/covid-19-indian-jesuits-suffered-worst-despite-precautions/…

@romereports
 
@isibengaluru
 
@oss_romano
 
@JCSADelhi
 
@americamag
 
@sijisj
 
@Pontifex
 
@vaticannews_es
 
@jesaminfo",en,,,2
3087,772,2021-06-11T16:37:23.000Z,,"Replying to 
@LouvinaA
 
@karthikballu
 and 2 others",en,,,
3088,773,2021-06-11T16:25:55.000Z,,"Replying to 
@FinMinIndia
 
@nsitharaman
 and 9 others",en,,,
3089,774,2021-06-11T16:25:44.000Z,,"Replying to 
@FinMinIndia
 
@nsitharaman
 and 11 others",en,,,
3090,775,2021-06-11T16:25:05.000Z,,"Replying to 
@mygovindia
 
@MoHFW_INDIA
 and 6 others",en,,,
3091,776,2021-06-11T12:13:23.000Z,,Government is gearing up its efforts to fight against the #COVID-19 pandemic. #IndiaFightsCorona https://mygov.in/covid-19/,en,,,
3092,777,2021-06-11T08:11:22.000Z,,"It was a three weeks  journey covid_19 positive to negative.. those day are very important to our mental health. Because everyone is away from me, only mobile is the necessity friend. Lots of news channel forecast death ratio. In human body everything is control from our mind.",en,,,
3093,778,2021-06-10T10:44:13.000Z,,"#credaibengalcares 

We are all in this fight together. 

Let's beat Covid-19 collectively.


@kmc_kolkata",en,,,3
3094,779,2021-06-10T07:04:31.000Z,,"Replying to 
@BeingPractical",en,,,
3095,780,2021-06-10T06:51:53.000Z,,"#kolkata updates:
About a month and a half later,the 'Indian Coffee house workers co-operative limited' reopened.Before that, disinfection work is going on inside.

The coffee house is being opened in accordance with #Covid_19 rules.

#indiancoffeehouse #coffehouse #collegestreet",en,,,3
3096,781,2021-06-09T19:57:16.000Z,,"Our volunteers went to villages deep inside the East Godavari distrct forest in Andhra Pradesh and distributed dry rations among the tribal families who are affected due to Covid pandemic. We planned to reach out to 450 families with dry rations for a week.
#Covid19 #corona",en,2.0,,
3097,782,2021-06-09T14:40:21.000Z,,"The World Health Organization has revealed a new naming system for COVID-19 variants. 

#COVID19 #covid #Covid19India #COVID19outbreak #StaySafe #stayathome #stayhealthy #WearMaskBeSafe #wearamask #likeforlikes #sanitaryware #bathroomfittings",en,,,
3098,783,2021-06-09T09:48:44.000Z,,Covid 19,en,,,
3099,784,2021-06-09T06:41:40.000Z,,"Relief @ Sundarban Area Kakdwip Block under South 24 pgs dist, Effected area by Yash cyclone & Covid 19.. 

@debashreebhatt2
 
@PMOIndia
 
@devworld24
 
@DilipGhoshBJP
 
@BJP4India
 
@BJP4Bengal",en,,,5
3100,785,2021-06-09T06:39:13.000Z,,"Relief @ Sundarban Area Kakdwip Block under South 24 pgs dist,  Effected Area by Yash cyclone & Covid 19.. 

@debashreebhatt2
 
@PMOIndia
 
@devworld24
 
@DilipGhoshBJP
 
@BJP4India
 
@BJP4Bengal",en,1.0,,5
3101,786,2021-06-09T03:15:28.000Z,,"The Govt on Tuesday set max price private hospitals can charge for three COVID-19 vaccines available in India. Covishield Rs 780 per dose, Covaxin Rs 1,410 & SputnikV Rs 1,145.
Why cost of the attanirbhar vaccine namely, Covaxin will cost more even when not yet recognised by WHO?",en,,,1
3102,787,2021-06-09T03:03:21.000Z,,"Dr. Antony Fauci asking Americans to be get vaccinated, referring as
COVID-19 (B.1.6172) which has been seen in India and UK , 6% Americans likely been affected as per the Press Confrence. 
Recently 
@WHO
 in his press conference speaks about the new Variant discover in India.",en,1.0,,
3103,788,2021-06-08T18:30:50.000Z,,"Let’s fight together against #covid_19 .
Get #vaccinated   today",en,,,
3104,789,2021-06-08T16:50:44.000Z,,"India Tribal Care Trust volunteers went to villages deep inside the East Godavari distrct forest in #AndhraPradesh  and distributed dry rations among the tribal families who are affected due to Covid #pandemic.
#Covid19 #corona #covid19india #tribal  #WeCare #Wecarefortribals",en,1.0,,
3105,790,2021-06-08T14:09:22.000Z,,"Due to Covid-19 the students are suffering much & they are also in uncertainty regarding their study,exam etc. Govt.must find out a way.Under the situation I want to extend cooperation for learning & acquiring knowledge through our youtube channel 'ice-breaking' fr com. students.",en,,,2
3106,791,2021-06-08T13:52:15.000Z,,I'm sorry but I'm here for a refund for my father who has lost 3 siblings in less than a year to covid-19. Where do I sign up?,en,,,1
3107,792,2021-06-08T12:14:24.000Z,,"Replying to 
@MarkTheHabibi",en,,,
3108,793,2021-06-08T11:25:38.000Z,,"Mohit Das, a 19-year-old student is requesting your help.

His father, Benu Das, passed away due to a cardiac arrest influenced by COVID-19. 

Any contribution can help him get by daily.

https://milaap.org/fundraisers/support-mohit-das…

Please share this with your community. Help us save his soul.",en,1.0,,3
3109,794,2021-06-08T08:34:34.000Z,,"#HeartWrenching: Dr. Arfa Sajadin, who had tested positive for Covid-19, battled for 10 days on the ventilator after her delivery. She broke down after taking her baby for the first time in her arms. Both mother & the baby are fine & ready to go home thanks to ILS hospital Howrah",en,140.0,,4.2K
3110,795,2021-06-08T06:37:50.000Z,,BJP national vice-president Mukul Roy skips party’s organisational meeting today citing health condition of his wife who had tested positive for Covid-19. Suvendu Adhikari to join the organisational meeting virtually as he is touring Delhi.,en,1.0,,94
3111,796,2021-06-08T02:37:40.000Z,,"Persons undertaking international travel for educational purposes, or employment opportunities, or as part of India's contingent for Tokyo Olympic games will have to get their CoWIN certificates to be linked to their passport for covid-19 vaccination, the centre said on Monday.",en,,,
3112,797,2021-06-08T01:13:13.000Z,,"As #COVID situation & vaccination improves,#Duty of 
@MoHFW_INDIA
 to advise #StateGovts to follow full caution in relaxation rules. #Pandemic continues. Also #Citizen Advisory to follow all Social safety norms & rope in all bodies, #NGOs to assist. 
@drharshvardhan
 #Mutations",en,,,
3113,798,2021-06-08T01:01:02.000Z,,"@HardeepSPuri
 Sir, Media reports says #MoCA considering relaxation of positive #Corona report in consultation with 
@MoHFW_INDIA
 
@drharshvardhan
 .Submit, if true, too early, let us not repeat mistake & spread pandemic. Let passengers travel safely & be assured, relaxed 
@PMOIndia",en,,,
3114,799,2021-06-07T15:22:19.000Z,,"Mucormycosis - The Post Covid-19 Infection : The most common form of mucormycosis in COVID 19 patients is pulmonary mucormycosis, closely followed by Rhinocerebral mucormycosis. Glucocorticoids and Remdesivir are some of the only drugs that have been beneficial in COVID 19.",en,,,4
3115,800,2021-06-07T12:22:45.000Z,,"West Bengal government : to decided to cancel the class 10 and 12 examination in view of the covid-19
Me:",en,,,1
3116,801,2021-06-07T11:31:16.000Z,,"The Lab-Leak Theory: Inside the Fight to Uncover COVID-19’s Origins https://vanityfair.com/news/2021/06/the-lab-leak-theory-inside-the-fight-to-uncover-covid-19s-origins?utm_source=twitter&utm_medium=social&utm_campaign=onsite-share&utm_brand=vanity-fair&utm_social-type=earned… via 
@VanityFair
  
@ananthkrishnan
 Sir 
@ramyakannan",en,,,1
3117,802,2021-06-07T06:15:29.000Z,,"Thank you so much 
@RNTata2000
 Sir and 
@TCS
 Kolkata for well planned and smooth Covid 19 Vaccination Drive.
Got my first dose today at TCS Kolkata.#TCSVaccinationleague",en,1.0,,4
3118,803,2021-06-07T02:26:42.000Z,,"Truly #AshaWorkers are great assets & have been doing wonderfully well in several areas of health besides #COVID management. The Institution needs to be strengthened, supported & should continue to receive further training.",en,1.0,,4
3119,804,2021-06-06T15:31:03.000Z,,"@MamataOfficial
 I being a student of class XII as well as civilian of our society,sincerely suggest you to stop HS and Secondary examination due to Covid 19 pandemic situation . We are getting frustrated ,please make a decision as soon as possible.
#cancelwbboardexams2021",en,,,1
3120,805,2021-06-06T12:08:42.000Z,,"She is a housewife whose husband has lost his job due to the restrictions imposed by the #pandemic #covid_19 .To feed her chldn.& survive,she has started this smallscale business to provide #home-cooked meals at affordable rate in & around #tollygungesouth 
Contact-8240193144",en,,,3
3121,806,2021-06-06T08:41:42.000Z,,"I GOT JABBED!! Finally got my first dose of vaccine . 
Thanks to IndiGo 
#jabbed #covidshield #indigo #kolkata #thanks #covid_19  #vaccinated 
#rudrachillboystyle
https://instagram.com/p/CPxXH0pnErN/?utm_medium=share_sheet…",en,1.0,,1
3122,807,2021-06-06T05:36:39.000Z,,"Replying to 
@vizhpuneet
 
@psmanwatkar
 and 42 others",en,,,
3123,808,2021-06-06T01:47:49.000Z,,"N440K in Gujarat: The new super infective virus strain on the block

https://economictimes.indiatimes.com/news/india/n440k-in-gujarat-the-new-super-infective-virus-strain-on-the-block/articleshow/83264558.cms…

 #covid_19 #covidindia #virus
#n440kvirus #BirdFlu #7yearsOfModiMadeDisaster #BJPinfectedEconomy #SaveIndia",en,,,
3124,809,2021-06-05T16:45:55.000Z,," Options to stay safe from COVID-19 
 Covishield / Covaxine / Sputnik + Mask + Sanitizer + social distancing
 Mask + Sanitizer + social distancing
 Mask + Sanitizer
 Mask",en,,,
3125,810,2021-06-05T16:30:05.000Z,,"Amidst second wave of Covid-19, Government of India has cancelled the examination of Class 10th and 12th.

Then, why they are not cancelling the exam of CA, NEET and other competitive exams.

Why Discrimination?

#icaiexams #CancelAllExams",en,1.0,,10
3126,811,2021-06-05T08:07:42.000Z,,"t2 takes a look at two Covid-19 fundraisers that aim to extend a helping hand to those who need it the most

https://bit.ly/3fT7CCz",en,,,26
3127,812,2021-06-05T05:46:21.000Z,,"India overtakes US as 17.2 crore people receive first dose of COVID-19 vaccine: Government
https://economictimes.indiatimes.com/industry/healthcare/biotech/healthcare/india-overtakes-us-as-17-2-crore-people-receive-first-dose-of-covid-19-vaccine-government/articleshow/83236435.cms… via NaMo App",en,,,
3128,813,2021-06-04T21:04:19.000Z,,"My interview to 
@claudiahammond
 on 
@BBCWorld
 about #Mucormycosis in #India during #Covid and its relation to #Diabetes and rampant #Steroid use- broadcasted day before yesterday. It’s for general audience.",en,3.0,,39
3129,814,2021-06-04T18:08:51.000Z,,"Replying to 
@BatutasGluttony
 and 
@ShomikChakrabo4",en,,,
3130,815,2021-06-04T16:32:39.000Z,,"Kolkata’s daily COVID-19 cases is below 1,000 for the last two days — it’s 899 today, while 2,153 patients recover. Active cases at 6,727. Bengal as whole reports 7,913 new cases and 113 deaths. Recoveries at 16,557. 71k samples tested.",en,8.0,,222
3131,816,2021-06-04T12:14:37.000Z,,"Finally vaccinated… 
@MonalisaRMitra
 

Please do take vaccine at your respective turn. Do not take this lightly…

#Covishield #VaccineRegistration #Vaccinatie #CovishieldVaccine #COVID #pandemic #lockdown2021",en,,,1
3132,817,2021-06-04T11:27:23.000Z,,"Delighted to be among the top 100 authors from the world contributed something about #Diabetes and #Covid-19 in the company of greats like 
@kamleshkhunti
 
@DanielJDrucker
 
@docanoopmisra
 Very excited to be first and only author having 2 paper in top  papers from the world. ",en,16.0,,58
3133,818,2021-06-04T06:16:48.000Z,,"Dear All Cadets / Ratings/ friends,

Together we fight against COVID-19.

You are Essential... 
Be protected... 
Protect your family... 
Get Vaccinated",en,,,3
3134,819,2021-06-04T03:19:18.000Z,,"History will be very kind to all of you you, Decentralized Radical Autonomous Search Team Investigating COVID-19, #DRASTIC Thank you for all the hard work. If the states will not wake up now the blood will be in everyone's hand. #COVID19 
https://drasticresearch.org",en,,,28
3135,820,2021-06-03T19:18:39.000Z,,"Applaude
""White House announces plan to distribute 80 million COVID-19 doses globally by end of June""",en,,,
3136,821,2021-06-03T18:54:24.000Z,,"@icsi_cs
 
@theicai
 
@ICAICMA
 
 Request MCA to #BringAmnestyScheme 
Entire county is suffering from the second wave of "" Covid-19 pandemic Save #MSME&StartUps from the Hardship of Heavy Penalties #MCA 
Please Save Small Business to Survive in the Country",en,,,1
3137,822,2021-06-03T15:37:18.000Z,,"@JoeBiden
 
@KamalaHarris
 
@INDOPACOM
 
@USAGov
 
@VP
 
@POTUS
 
Chinese media warn of Nuclear war with USA over Covid 19 investigation.
What USA do now?
1- USA protect China, because of Chinese's Nuclear threat. OR
2- USA announced the truth, without any Chinese Fear",en,,,
3138,823,2021-06-03T13:11:09.000Z,,"Replying to 
@lucky_koley
 and 
@iamRashmika",en,,,
3139,824,2021-06-03T11:54:01.000Z,,"Replying to 
@PiyushGoyal
 and 
@narendramodi",en,,,
3140,825,2021-06-03T10:26:24.000Z,,"""Coronavirus: India reports lowest spike in cases in 50 days"" 
#COVID #coronavirus #india",en,,,
3141,826,2021-06-03T10:18:33.000Z,,"A ‘third wave’ of COVID-19 can’t be predicted for India yet, says top WHO scientist https://gn24.ae/bcba45202f60000
#WHO #BreakTheChain #IndiaCovidCrisis #CoronaSecondWave #Corona #CoronavirusPandemic #CoronavirusVaccine",en,,,
3142,827,2021-06-03T09:28:45.000Z,,Need Covid 19 vaccine for my wife and me. Looking for 18+ slots in New Town. Plese help. #TrustNKDA,en,,,
3143,828,2021-06-03T09:26:27.000Z,,"Need Covid 19 vaccine for my wife and me, looking for 18+ slots in New Town. Please help us. 
@Animesh74730734
 #TrustHIDCO",en,,,
3144,829,2021-06-03T07:05:15.000Z,,"@MamataOfficial
 Madhyamik and Uchya Madhyamik exams must be cancelled/ postponed further until the situation improves. Students would otherwise constantly be at a risk of contracting Covid 19/ Fungal infections and dome may have post covid complications.
#cancelmadhyamik2021",en,,,
3145,830,2021-06-03T00:57:35.000Z,,"Edible oil prices ^62%
Petrol Rs.100, diesel Rs.92
10 million Indians lost jobs
97% households witness decreased income

2nd wave has been brutal to India
#COVID",en,,,1
3146,831,2021-06-02T18:35:06.000Z,,"Covax Raises $2.4 Billion to Help Combat Covid-19 Vaccine Shortfall.
World Leaders supported the cause and Raised for Covax to help millions of poor.

The virtual donors’ summit was co-hosted by Japanese Prime Minister 
@sugawitter
 and 
@JMDBarroso
 .",en,,,
3147,832,2021-06-02T18:00:46.000Z,,"#SOS #Covid19IndiaHelp 
@myogiadityanath
 
@drdineshbjp
 
@drharshvardhan
 
@MoHFW_INDIA


Urgently required 
@DRDO_India
  made medicine 2-Deoxy for the patient, 22-year-old Upendra Tomar who is battling with Covid-19 at @VivekanandHospital, Moradabad.  Contact Nikhil- 7389934220",en,,,
3148,833,2021-06-02T17:47:29.000Z,,"Replying to 
@wbdhfw",en,,,
3149,834,2021-06-02T15:06:17.000Z,,"Bengal reports 8,923 new COVID-19 cases, 135 deaths. Drop in cases recorded even after tests increased by 10,000 to be at 75k. Active cases drop by over 8k to 70,015 as 17,386 people recover.",en,,,18
3150,835,2021-06-02T14:57:42.000Z,,"WB COVID-19 Daily Health Bulletin: 2 June 2021.
A detailed snapshot of all relevant details on #COVID19 in WB. Keep checking.
Fresh Cases - 8923
Deaths Reported - 135
Samples Tested - 75161
#BengalFightsCorona",en,,,
3151,836,2021-06-02T13:57:32.000Z,,"OIL, Pipeline HQ with National Health Mission, Directorate of Health & Family Welfare, Govt of Assam held an 8-day zero-wastage vaccination drive for Oil Indians & stakeholders at Narengi, Guwahati. A total of 1,395 got vaccinated across age groups.
#COVID #vaccine #oilindialtd",en,,,17
3152,837,2021-06-02T13:39:04.000Z,,"#Watch| Mamata Banerjee’s nephew & TMC MP from Diamond Harbour Abhishek Banerjee visited BJP leader Mukul Roy’s wife at a Kolkata hospital who continues to remain serious & had tested positive for Covid-19 earlier 
@ZeeNews",en,11.0,,247
3153,838,2021-06-02T13:33:36.000Z,,"Replying to 
@ndtv",en,,,
