,tweet,language,hastags,attherate,urls,tokenized_Tweet,filteredToken
176,Counseling on Menstrual Hygiene &amp; Nutrition. 18 more food kits of 25 Kg each were distributed to poor families.  People were also motivated to get Covid-19 Vaccination.  All this was possible because of our awesome and dedicated team plus your funding and support for @HSF_India,en,[],['@HSF_India'],[],"['Counseling', 'on', 'Menstrual', 'Hygiene', 'amp', 'Nutrition', '18', 'more', 'food', 'kits', 'of', '25', 'Kg', 'each', 'were', 'distributed', 'to', 'poor', 'families', 'People', 'were', 'also', 'motivated', 'to', 'get', 'Covid-19', 'Vaccination', 'All', 'this', 'was', 'possible', 'because', 'of', 'our', 'awesome', 'and', 'dedicated', 'team', 'plus', 'your', 'funding', 'and', 'support', 'for', 'HSF_India']","['All', 'Menstrual', 'Nutrition', 'HSF_India', 'families', 'Covid-19', 'team', 'possible', 'support', 'distributed', 'Kg', 'Counseling', '25', 'motivated', 'People', 'Hygiene', 'kits', 'plus', 'amp', 'dedicated', 'get', 'also', 'funding', 'poor', 'Vaccination', 'awesome', 'food', '18']"
177,"In the backdrop of the second wave surge in #COVID cases, the state govt has issued fresh restrictions to contain the Covid spread. Follow @TOIBengaluru on Instagram for more updates  Full report by @sunithaTOI  #secondwave #Covid #bengaluru #KarnatakaFightsCorona  https://t.co/T2aarMwauE",en,"['#COVID', '#secondwave', '#Covid', '#bengaluru', '#KarnatakaFightsCorona']","['@TOIBengaluru', '@sunithaTOI']",['https://t.co/T2aarMwauE'],"['In', 'the', 'backdrop', 'of', 'the', 'second', 'wave', 'surge', 'in', 'COVID', 'cases', 'the', 'state', 'govt', 'has', 'issued', 'fresh', 'restrictions', 'to', 'contain', 'the', 'Covid', 'spread', 'Follow', 'TOIBengaluru', 'on', 'Instagram', 'for', 'more', 'updates', 'Full', 'report', 'by', 'sunithaTOI', 'secondwave', 'Covid', 'bengaluru', 'KarnatakaFightsCorona', 'https', 't.co/T2aarMwauE']","['sunithaTOI', 'Instagram', 'restrictions', 'spread', 'cases', 'In', 'second', 'COVID', 'https', 'issued', 't.co/T2aarMwauE', 'report', 'KarnatakaFightsCorona', 'contain', 'fresh', 'state', 'surge', 'Full', 'backdrop', 'Follow', 'updates', 'wave', 'Covid', 'govt', 'secondwave', 'TOIBengaluru', 'bengaluru']"
178,@OfficeofUT CM sir ppl who do not follow the rules should be fined strictly ...also can you ask BMC to stop giving permit to society complexes to keep swimming pool open... पाण्यात asymptomatics नाकातील किटाणू spread करतात. All Goregaon societies are hving high covid spread due to this,en,[],['@OfficeofUT'],[],"['OfficeofUT', 'CM', 'sir', 'ppl', 'who', 'do', 'not', 'follow', 'the', 'rules', 'should', 'be', 'fined', 'strictly', 'also', 'can', 'you', 'ask', 'BMC', 'to', 'stop', 'giving', 'permit', 'to', 'society', 'complexes', 'to', 'keep', 'swimming', 'pool', 'open', 'पाण्यात', 'asymptomatics', 'नाकातील', 'किटाणू', 'spread', 'करतात', 'All', 'Goregaon', 'societies', 'are', 'hving', 'high', 'covid', 'spread', 'due', 'to', 'this']","['All', 'society', 'ask', 'नाकातील', 'high', 'permit', 'पाण्यात', 'hving', 'keep', 'rules', 'societies', 'spread', 'करतात', 'complexes', 'swimming', 'covid', 'giving', 'Goregaon', 'stop', 'किटाणू', 'sir', 'follow', 'open', 'pool', 'ppl', 'also', 'CM', 'OfficeofUT', 'asymptomatics', 'strictly', 'due', 'BMC', 'fined']"
179,@CeePresh1 @bright___r Covid spreader😁,en,[],"['@CeePresh1', '@bright___r']",[],"['CeePresh1', 'bright___r', 'Covid', 'spreader😁']","['spreader😁', 'Covid', 'bright___r', 'CeePresh1']"
180,"Covid ! As the central leadership can  not see the threat ,vthe same way you all can't see the crowd. Jai Ho!",en,[],[],[],"['Covid', 'As', 'the', 'central', 'leadership', 'can', 'not', 'see', 'the', 'threat', 'vthe', 'same', 'way', 'you', 'all', 'ca', ""n't"", 'see', 'the', 'crowd', 'Jai', 'Ho']","['Ho', 'crowd', 'leadership', 'way', 'Jai', 'ca', 'see', 'As', 'central', 'vthe', 'Covid', 'threat', ""n't""]"
181,Don't let your guard down - Bhubaneswar. Let's brace ourselves to keep COVID-19 at bay. @bmcbbsr will keep continuing its determined attempts to keep you and the city safe.    https://t.co/FnY75uHxqC  #COVID19India #Bhubaneswar,en,"['#COVID19India', '#Bhubaneswar']",['@bmcbbsr'],['https://t.co/FnY75uHxqC'],"['Do', ""n't"", 'let', 'your', 'guard', 'down', 'Bhubaneswar', 'Let', ""'s"", 'brace', 'ourselves', 'to', 'keep', 'COVID-19', 'at', 'bay', 'bmcbbsr', 'will', 'keep', 'continuing', 'its', 'determined', 'attempts', 'to', 'keep', 'you', 'and', 'the', 'city', 'safe', 'https', 't.co/FnY75uHxqC', 'COVID19India', 'Bhubaneswar']","['brace', 'keep', 'safe', ""'s"", 'COVID19India', 'Bhubaneswar', 'bmcbbsr', 'https', 't.co/FnY75uHxqC', 'Do', 'bay', 'determined', 'Let', 'city', 'continuing', ""n't"", 'COVID-19', 'attempts', 'let', 'guard']"
182,Poor response to vaccination ! #COVID #COVID19 #India,en,"['#COVID', '#COVID19', '#India']",[],[],"['Poor', 'response', 'to', 'vaccination', 'COVID', 'COVID19', 'India']","['Poor', 'COVID', 'India', 'response', 'vaccination', 'COVID19']"
183,"JK reports 517 new positive cases, 126720 recovered so far  #JAMMU: The Government on Friday informed that 517 new positive cases of novel Corona virus (COVID-19), 96 from Jammu division and 421 from Kashmir division.  https://t.co/FBJDvuFuZ7",en,['#JAMMU:'],[],['https://t.co/FBJDvuFuZ7'],"['JK', 'reports', '517', 'new', 'positive', 'cases', '126720', 'recovered', 'so', 'far', 'JAMMU', 'The', 'Government', 'on', 'Friday', 'informed', 'that', '517', 'new', 'positive', 'cases', 'of', 'novel', 'Corona', 'virus', 'COVID-19', '96', 'from', 'Jammu', 'division', 'and', '421', 'from', 'Kashmir', 'division', 'https', 't.co/FBJDvuFuZ7']","['novel', 'JK', 'Kashmir', 'far', '421', 'cases', 'https', '96', 'division', 'Corona', 'Jammu', 'Government', 'JAMMU', 'Friday', 'reports', 'recovered', '517', 'COVID-19', '126720', 'virus', 'informed', 'The', 't.co/FBJDvuFuZ7', 'new', 'positive']"
184,Get well soon little master  Sachin Tendulkar: India cricket legend in hospital with Covid-19  https://t.co/YwZIMLgEmU,en,[],[],['https://t.co/YwZIMLgEmU'],"['Get', 'well', 'soon', 'little', 'master', 'Sachin', 'Tendulkar', 'India', 'cricket', 'legend', 'in', 'hospital', 'with', 'Covid-19', 'https', 't.co/YwZIMLgEmU']","['legend', 'https', 'India', 'Tendulkar', 'Get', 'soon', 'master', 'well', 'Covid-19', 'little', 'hospital', 't.co/YwZIMLgEmU', 'cricket', 'Sachin']"
185,🙄🤔😷🇱🇰Tour guides stranded  in Covid 19 pandemic  https://t.co/zLtjbgpfhs,en,[],[],['https://t.co/zLtjbgpfhs'],"['🙄🤔😷🇱🇰Tour', 'guides', 'stranded', 'in', 'Covid', '19', 'pandemic', 'https', 't.co/zLtjbgpfhs']","['guides', 'https', '19', 'pandemic', 'stranded', 't.co/zLtjbgpfhs', '🙄🤔😷🇱🇰Tour', 'Covid']"
186,@lkoairport Sir I m travelling from Mumbai to Lucknow  do I need to carry covid test report?,en,[],['@lkoairport'],[],"['lkoairport', 'Sir', 'I', 'm', 'travelling', 'from', 'Mumbai', 'to', 'Lucknow', 'do', 'I', 'need', 'to', 'carry', 'covid', 'test', 'report']","['Sir', 'Mumbai', 'travelling', 'carry', 'report', 'covid', 'need', 'lkoairport', 'Lucknow', 'test', 'I']"
187,Today's Corona News Statistics of Surat and Bardoli ..  #bardoli #bardolinagar #surat #suratcity  #covid_19 #sardarnagribardoli #CoronaVirus #COVID19 #stayhomestaysafe #coronaupdates #coronapositive #bardoliguide  https://t.co/dWrZ6ky1LA,en,"['#bardoli', '#bardolinagar', '#surat', '#suratcity', '#covid_19', '#sardarnagribardoli', '#CoronaVirus', '#COVID19', '#stayhomestaysafe', '#coronaupdates', '#coronapositive', '#bardoliguide']",[],['https://t.co/dWrZ6ky1LA'],"['Today', ""'s"", 'Corona', 'News', 'Statistics', 'of', 'Surat', 'and', 'Bardoli', 'bardoli', 'bardolinagar', 'surat', 'suratcity', 'covid_19', 'sardarnagribardoli', 'CoronaVirus', 'COVID19', 'stayhomestaysafe', 'coronaupdates', 'coronapositive', 'bardoliguide', 'https', 't.co/dWrZ6ky1LA']","['bardoliguide', 'bardoli', ""'s"", 'bardolinagar', 'https', 'surat', 'Bardoli', 'Corona', 'sardarnagribardoli', 'COVID19', 'CoronaVirus', 'News', 'suratcity', 'stayhomestaysafe', 'coronaupdates', 'Surat', 'Statistics', 'covid_19', 'coronapositive', 't.co/dWrZ6ky1LA', 'Today']"
188,@_Jablotiousjiya Symptoms of covid,en,[],['@_Jablotiousjiya'],[],"['Jablotiousjiya', 'Symptoms', 'of', 'covid']","['Jablotiousjiya', 'covid', 'Symptoms']"
189,"@regejean !! @bridgerton it's only April, why are you bringing back Covid vibes ???  https://t.co/AcCZRKdxS8",en,[],"['@regejean', '@bridgerton']",['https://t.co/AcCZRKdxS8'],"['regejean', 'bridgerton', 'it', ""'s"", 'only', 'April', 'why', 'are', 'you', 'bringing', 'back', 'Covid', 'vibes', 'https', 't.co/AcCZRKdxS8']","['bridgerton', 'April', 'vibes', 'https', 'regejean', 'back', 't.co/AcCZRKdxS8', 'bringing', ""'s"", 'Covid']"
190,@happyfeet_286 Its all about Covid 19,en,[],['@happyfeet_286'],[],"['happyfeet_286', 'Its', 'all', 'about', 'Covid', '19']","['happyfeet_286', 'Its', '19', 'Covid']"
191,"Join us in our upcoming activity on zoom entitled:  “Mental Health Productivity -COVID-19   Speakers : Dr:Shaista Haleem , Ms.Arooj yaswi  Monday, April 5th- 8:30 PM Attendance is free for all, and certificates will be provided  registration:  🔗  https://t.co/RLmDKHznLN  https://t.co/n87vz7Rx3P",en,[],[],"['https://t.co/RLmDKHznLN', 'https://t.co/n87vz7Rx3P']","['Join', 'us', 'in', 'our', 'upcoming', 'activity', 'on', 'zoom', 'entitled', '“', 'Mental', 'Health', 'Productivity', 'COVID-19', 'Speakers', 'Dr', 'Shaista', 'Haleem', 'Ms.Arooj', 'yaswi', 'Monday', 'April', '5th', '8:30', 'PM', 'Attendance', 'is', 'free', 'for', 'all', 'and', 'certificates', 'will', 'be', 'provided', 'registration', '🔗', 'https', 't.co/RLmDKHznLN', 'https', 't.co/n87vz7Rx3P']","['Attendance', 'zoom', 't.co/RLmDKHznLN', '5th', 'upcoming', 'yaswi', '8:30', 'https', 'us', 'Ms.Arooj', 'Dr', '🔗', 'Health', 'Shaista', 'registration', 'activity', 'provided', 'Productivity', 'certificates', 'Haleem', 'free', 'entitled', 'Speakers', 'Monday', 't.co/n87vz7Rx3P', 'COVID-19', 'April', 'PM', 'Mental', '“', 'Join']"
192,"@AmitShah @narendramodi @PMOIndia @jairamthakurbjp @Dattatreya @thetribunechd @DainikBhaskar @AmarUjalaNews @ndtv @narendramodi      Sir, I Hitendra Singh, work since 14 yrs in Sun Pharma, Silvasss, now transfer to Paonta Sahib, last 1 month. They planned ti terminate me and forcing to resign from job, Under in Covid 19 no company like to appoint me after 45 yrs age, please help me.",en,[],"['@AmitShah', '@narendramodi', '@PMOIndia', '@jairamthakurbjp', '@Dattatreya', '@thetribunechd', '@DainikBhaskar', '@AmarUjalaNews', '@ndtv', '@narendramodi']",[],"['AmitShah', 'narendramodi', 'PMOIndia', 'jairamthakurbjp', 'Dattatreya', 'thetribunechd', 'DainikBhaskar', 'AmarUjalaNews', 'ndtv', 'narendramodi', 'Sir', 'I', 'Hitendra', 'Singh', 'work', 'since', '14', 'yrs', 'in', 'Sun', 'Pharma', 'Silvasss', 'now', 'transfer', 'to', 'Paonta', 'Sahib', 'last', '1', 'month', 'They', 'planned', 'ti', 'terminate', 'me', 'and', 'forcing', 'to', 'resign', 'from', 'job', 'Under', 'in', 'Covid', '19', 'no', 'company', 'like', 'to', 'appoint', 'me', 'after', '45', 'yrs', 'age', 'please', 'help', 'me']","['last', 'transfer', 'company', 'resign', 'job', 'planned', 'PMOIndia', '14', 'Paonta', 'ti', 'Silvasss', 'yrs', 'Sir', 'AmitShah', 'AmarUjalaNews', 'terminate', 'Under', 'age', 'month', 'ndtv', 'like', 'I', '45', 'thetribunechd', 'Pharma', 'jairamthakurbjp', 'forcing', 'Sun', 'appoint', 'DainikBhaskar', 'Covid', 'Hitendra', 'narendramodi', '19', '1', 'please', 'help', 'Sahib', 'work', 'Dattatreya', 'Singh', 'They', 'since']"
193,Greed for Power is Worse than a Pandemic  Military Coup has caused 95 times more deaths than Covid-19 Pandemic.  https://t.co/jjOcqSSu5d,en,[],[],['https://t.co/jjOcqSSu5d'],"['Greed', 'for', 'Power', 'is', 'Worse', 'than', 'a', 'Pandemic', 'Military', 'Coup', 'has', 'caused', '95', 'times', 'more', 'deaths', 'than', 'Covid-19', 'Pandemic', 'https', 't.co/jjOcqSSu5d']","['Greed', 'Military', '95', 'https', 'Worse', 'Power', 'deaths', 'Covid-19', 'caused', 'Coup', 't.co/jjOcqSSu5d', 'Pandemic', 'times']"
194,"@OfficeofUT  testing, Vaccination, Covid OPD and Gen OPD are now being done in hospital complex. We need split same as medical facilities are turning in infections facilities as more crowd in hospital and more specifically Government hospital and medical collages",en,[],['@OfficeofUT'],[],"['OfficeofUT', 'testing', 'Vaccination', 'Covid', 'OPD', 'and', 'Gen', 'OPD', 'are', 'now', 'being', 'done', 'in', 'hospital', 'complex', 'We', 'need', 'split', 'same', 'as', 'medical', 'facilities', 'are', 'turning', 'in', 'infections', 'facilities', 'as', 'more', 'crowd', 'in', 'hospital', 'and', 'more', 'specifically', 'Government', 'hospital', 'and', 'medical', 'collages']","['crowd', 'medical', 'Gen', 'split', 'OPD', 'complex', 'infections', 'turning', 'Government', 'facilities', 'hospital', 'We', 'need', 'done', 'Covid', 'OfficeofUT', 'Vaccination', 'testing', 'specifically', 'collages']"
195,"@irobertvadra When fitness enthusiast like you and God of cricket honorable Sachin Tendulkar are tested positive. Than it is very imp those who are physically unfit must follow covid protocols by maintaining social distancing, sanitizing their body and wearing masks. Very dangerous situation.",en,[],['@irobertvadra'],[],"['irobertvadra', 'When', 'fitness', 'enthusiast', 'like', 'you', 'and', 'God', 'of', 'cricket', 'honorable', 'Sachin', 'Tendulkar', 'are', 'tested', 'positive', 'Than', 'it', 'is', 'very', 'imp', 'those', 'who', 'are', 'physically', 'unfit', 'must', 'follow', 'covid', 'protocols', 'by', 'maintaining', 'social', 'distancing', 'sanitizing', 'their', 'body', 'and', 'wearing', 'masks', 'Very', 'dangerous', 'situation']","['tested', 'positive', 'masks', 'sanitizing', 'physically', 'God', 'Than', 'body', 'distancing', 'covid', 'imp', 'unfit', 'like', 'Sachin', 'protocols', 'dangerous', 'honorable', 'must', 'wearing', 'When', 'follow', 'situation', 'fitness', 'enthusiast', 'Tendulkar', 'Very', 'irobertvadra', 'cricket', 'social', 'maintaining']"
196,@OfficeofUT @uddhavthackeray @AUThackeray dear sir we citizens are with you in your fight towards covid. Please be strict with timings for shop keepers and hawkers as mostly people do not take this covid 19 seriously and crowd on the road. Jai Maharashtra,en,[],"['@OfficeofUT', '@uddhavthackeray', '@AUThackeray']",[],"['OfficeofUT', 'uddhavthackeray', 'AUThackeray', 'dear', 'sir', 'we', 'citizens', 'are', 'with', 'you', 'in', 'your', 'fight', 'towards', 'covid', 'Please', 'be', 'strict', 'with', 'timings', 'for', 'shop', 'keepers', 'and', 'hawkers', 'as', 'mostly', 'people', 'do', 'not', 'take', 'this', 'covid', '19', 'seriously', 'and', 'crowd', 'on', 'the', 'road', 'Jai', 'Maharashtra']","['crowd', 'road', 'take', 'Please', 'mostly', 'shop', 'strict', 'people', 'citizens', 'timings', 'fight', 'Maharashtra', 'covid', 'towards', 'keepers', 'dear', 'sir', 'AUThackeray', 'uddhavthackeray', 'seriously', 'Jai', 'OfficeofUT', '19', 'hawkers']"
197,Maharashtra sees highest daily count of 47827 COVID-19 cases  https://t.co/eYQOdzwwl7 #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,en,"['#Nifty', '#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/eYQOdzwwl7'],"['Maharashtra', 'sees', 'highest', 'daily', 'count', 'of', '47827', 'COVID-19', 'cases', 'https', 't.co/eYQOdzwwl7', 'Nifty', 'Sipgrab', 'UnitingPeopleWithThePossibilities']","['daily', 'COVID-19', 'UnitingPeopleWithThePossibilities', 'https', 'highest', 'sees', 'Maharashtra', '47827', 'count', 't.co/eYQOdzwwl7', 'Sipgrab', 'cases', 'Nifty']"
198,"@sunilbansalbjp How many cases are these Audience going to add to ? It’s a shame to live in a country like this,I would run away from this shithole at first instance,we r dying of losses since 1 year n these tamashas r going on everyday.just cause there is election in this state so COVID is gone",en,[],['@sunilbansalbjp'],[],"['sunilbansalbjp', 'How', 'many', 'cases', 'are', 'these', 'Audience', 'going', 'to', 'add', 'to', 'It', '’', 's', 'a', 'shame', 'to', 'live', 'in', 'a', 'country', 'like', 'this', 'I', 'would', 'run', 'away', 'from', 'this', 'shithole', 'at', 'first', 'instance', 'we', 'r', 'dying', 'of', 'losses', 'since', '1', 'year', 'n', 'these', 'tamashas', 'r', 'going', 'on', 'everyday.just', 'cause', 'there', 'is', 'election', 'in', 'this', 'state', 'so', 'COVID', 'is', 'gone']","['’', 'instance', 'live', 'cases', 'shame', 'shithole', 'COVID', 'run', 'sunilbansalbjp', 'dying', 'losses', 'like', 'Audience', 'I', 'state', 'many', 'away', 'going', 'How', 'country', 'first', 'gone', 'everyday.just', 'It', '1', 'would', 'cause', 'add', 'election', 'tamashas', 'year', 'n', 'r', 'since']"
199,Absolutely marvelous. But wonder how nature is taking revenge with Covid 19. Still people are hopeful that science and technology will beat this.,en,[],[],[],"['Absolutely', 'marvelous', 'But', 'wonder', 'how', 'nature', 'is', 'taking', 'revenge', 'with', 'Covid', '19', 'Still', 'people', 'are', 'hopeful', 'that', 'science', 'and', 'technology', 'will', 'beat', 'this']","['revenge', 'nature', 'wonder', 'But', 'Still', 'people', 'beat', '19', 'hopeful', 'marvelous', 'science', 'Covid', 'taking', 'technology', 'Absolutely']"
200,#India has launched the biggest #vaccination drive in human history. #Covid_19 will be defeated.  https://t.co/SpqxV61agR,en,"['#India', '#vaccination', '#Covid_19']",[],['https://t.co/SpqxV61agR'],"['India', 'has', 'launched', 'the', 'biggest', 'vaccination', 'drive', 'in', 'human', 'history', 'Covid_19', 'will', 'be', 'defeated', 'https', 't.co/SpqxV61agR']","['history', 'drive', 'https', 'India', 'vaccination', 'Covid_19', 'human', 't.co/SpqxV61agR', 'launched', 'biggest', 'defeated']"
201,A good portion in the prime time should be on Covid to create more awareness on the onslaught of second wave. Keep up doing the good works. Life is important.,en,[],[],[],"['A', 'good', 'portion', 'in', 'the', 'prime', 'time', 'should', 'be', 'on', 'Covid', 'to', 'create', 'more', 'awareness', 'on', 'the', 'onslaught', 'of', 'second', 'wave', 'Keep', 'up', 'doing', 'the', 'good', 'works', 'Life', 'is', 'important']","['create', 'works', 'second', 'prime', 'good', 'A', 'Keep', 'Life', 'time', 'wave', 'portion', 'onslaught', 'important', 'awareness', 'Covid']"
202,"Shocking 2 learn about the sad demise of @KamranArif due 2 Covid. He was a resilient HR activist, a prominent lawyer &amp; a sympathetic personality. May almighty Allah shower mercy on  his soul, grant him eternal peace &amp; give patience/courage 2 his family/friends 2 bear this loss.",en,[],['@KamranArif'],[],"['Shocking', '2', 'learn', 'about', 'the', 'sad', 'demise', 'of', 'KamranArif', 'due', '2', 'Covid', 'He', 'was', 'a', 'resilient', 'HR', 'activist', 'a', 'prominent', 'lawyer', 'amp', 'a', 'sympathetic', 'personality', 'May', 'almighty', 'Allah', 'shower', 'mercy', 'on', 'his', 'soul', 'grant', 'him', 'eternal', 'peace', 'amp', 'give', 'patience/courage', '2', 'his', 'family/friends', '2', 'bear', 'this', 'loss']","['family/friends', 'Shocking', 'resilient', 'patience/courage', 'He', 'KamranArif', 'prominent', 'sympathetic', 'grant', 'soul', 'mercy', 'Allah', 'personality', 'demise', 'bear', 'almighty', 'give', 'HR', 'lawyer', 'amp', 'Covid', 'learn', 'sad', 'activist', 'eternal', 'May', 'peace', 'loss', 'due', 'shower', '2']"
203,@mayurtheboi Sending covid hugs 👍,en,[],['@mayurtheboi'],[],"['mayurtheboi', 'Sending', 'covid', 'hugs', '👍']","['hugs', '👍', 'Sending', 'covid', 'mayurtheboi']"
