,tweet,language,hastags,attherate,urls,tokenized_Tweet
1847,"@EconomicTimes Since the Outbreak of the Coronavirus in Feb 2020 till date Delhi Govt has hardly done anything to open new hospitals and to upgrade the old ones to take care of ever increasing demand. Now Forced to beg help from the Centre, to save the dying and acutely suffering people.  https://t.co/fEw2PibV6t",en,[],['@EconomicTimes'],['https://t.co/fEw2PibV6t'],"['EconomicTimes', 'Since', 'the', 'Outbreak', 'of', 'the', 'Coronavirus', 'in', 'Feb', '2020', 'till', 'date', 'Delhi', 'Govt', 'has', 'hardly', 'done', 'anything', 'to', 'open', 'new', 'hospitals', 'and', 'to', 'upgrade', 'the', 'old', 'ones', 'to', 'take', 'care', 'of', 'ever', 'increasing', 'demand', 'Now', 'Forced', 'to', 'beg', 'help', 'from', 'the', 'Centre', 'to', 'save', 'the', 'dying', 'and', 'acutely', 'suffering', 'people', 'https', 't.co/fEw2PibV6t']"
1848,HRCT Chest Scan in South Delhi | Suggested by Doctors to confirm severity of infection | Call 9718835265 for Appointment   #ZayMed #Covid #CT #CTScan #Delhi #DelhiCovid #coronavirus #Radiology  https://t.co/e0zJXbL5uS,en,"['#ZayMed', '#Covid', '#CT', '#CTScan', '#Delhi', '#DelhiCovid', '#coronavirus', '#Radiology']",[],['https://t.co/e0zJXbL5uS'],"['HRCT', 'Chest', 'Scan', 'in', 'South', 'Delhi', 'Suggested', 'by', 'Doctors', 'to', 'confirm', 'severity', 'of', 'infection', 'Call', '9718835265', 'for', 'Appointment', 'ZayMed', 'Covid', 'CT', 'CTScan', 'Delhi', 'DelhiCovid', 'coronavirus', 'Radiology', 'https', 't.co/e0zJXbL5uS']"
1849,@bbchealth Kindly also share the condition of #India 🇮🇳 due to #coronavirus ! #COVID19India #COVIDEmergency2021 #CovidIndia #CovidHelp #CovidIndiaInfo #CovidSOS #COVIDEmergency #COVID19 #COVIDSecondWaveInIndia #COVID19Vaccination #CovidInfo #CoronavirusPandemic #OxygenShortage #Oxygen @WHO,en,"['#India', '#coronavirus', '#COVID19India', '#COVIDEmergency2021', '#CovidIndia', '#CovidHelp', '#CovidIndiaInfo', '#CovidSOS', '#COVIDEmergency', '#COVID19', '#COVIDSecondWaveInIndia', '#COVID19Vaccination', '#CovidInfo', '#CoronavirusPandemic', '#OxygenShortage', '#Oxygen']","['@bbchealth', '@WHO']",[],"['bbchealth', 'Kindly', 'also', 'share', 'the', 'condition', 'of', 'India', '🇮🇳', 'due', 'to', 'coronavirus', 'COVID19India', 'COVIDEmergency2021', 'CovidIndia', 'CovidHelp', 'CovidIndiaInfo', 'CovidSOS', 'COVIDEmergency', 'COVID19', 'COVIDSecondWaveInIndia', 'COVID19Vaccination', 'CovidInfo', 'CoronavirusPandemic', 'OxygenShortage', 'Oxygen', 'WHO']"
1850,"This pandemic is affecting all of us very badly. May everyone heal and stay safe from coronavirus. Sending our prayers for #India from #Pakistan .  Stay strong, stay safe as we will pass this through soon. In the end, we are going to see better days together",en,"['#India', '#Pakistan']",[],[],"['This', 'pandemic', 'is', 'affecting', 'all', 'of', 'us', 'very', 'badly', 'May', 'everyone', 'heal', 'and', 'stay', 'safe', 'from', 'coronavirus', 'Sending', 'our', 'prayers', 'for', 'India', 'from', 'Pakistan', 'Stay', 'strong', 'stay', 'safe', 'as', 'we', 'will', 'pass', 'this', 'through', 'soon', 'In', 'the', 'end', 'we', 'are', 'going', 'to', 'see', 'better', 'days', 'together']"
1851,Harrowing BBC report from India as hospitals and crematoriums are overwhelmed by coronavirus @BNODesk   World Is Watching Us   https://t.co/pNxlbzm35x,en,[],['@BNODesk'],['https://t.co/pNxlbzm35x'],"['Harrowing', 'BBC', 'report', 'from', 'India', 'as', 'hospitals', 'and', 'crematoriums', 'are', 'overwhelmed', 'by', 'coronavirus', 'BNODesk', 'World', 'Is', 'Watching', 'Us', 'https', 't.co/pNxlbzm35x']"
1852,"@ashapriya09 @trs_harish @JAGANTRS @TRSTechCell @KTRTRS @KonathamDileep @nbrmiryalaguda @KKonappa @DrRanjithReddy @ManduvaKarthik @SandeepDasamTRS @ECISVEEP When C Shekar CM becomes the Prime Minister of India and the head of Federal Front, he will solve all Coronavirus problems of the country.",en,[],"['@ashapriya09', '@trs_harish', '@JAGANTRS', '@TRSTechCell', '@KTRTRS', '@KonathamDileep', '@nbrmiryalaguda', '@KKonappa', '@DrRanjithReddy', '@ManduvaKarthik', '@SandeepDasamTRS', '@ECISVEEP']",[],"['ashapriya09', 'trs_harish', 'JAGANTRS', 'TRSTechCell', 'KTRTRS', 'KonathamDileep', 'nbrmiryalaguda', 'KKonappa', 'DrRanjithReddy', 'ManduvaKarthik', 'SandeepDasamTRS', 'ECISVEEP', 'When', 'C', 'Shekar', 'CM', 'becomes', 'the', 'Prime', 'Minister', 'of', 'India', 'and', 'the', 'head', 'of', 'Federal', 'Front', 'he', 'will', 'solve', 'all', 'Coronavirus', 'problems', 'of', 'the', 'country']"
1853,@zoo_bear @yogrishiramdev @RajatSharmaLive We need to come together to fight against this #coronavirus 😦,en,['#coronavirus'],"['@zoo_bear', '@yogrishiramdev', '@RajatSharmaLive']",[],"['zoo_bear', 'yogrishiramdev', 'RajatSharmaLive', 'We', 'need', 'to', 'come', 'together', 'to', 'fight', 'against', 'this', 'coronavirus', '😦']"
1854,@GargiRawat @scribe_prashant We need to come together to fight against this #coronavirus 😦,en,['#coronavirus'],"['@GargiRawat', '@scribe_prashant']",[],"['GargiRawat', 'scribe_prashant', 'We', 'need', 'to', 'come', 'together', 'to', 'fight', 'against', 'this', 'coronavirus', '😦']"
1855,@scribe_prashant We need to come together to fight against this #coronavirus 😦,en,['#coronavirus'],['@scribe_prashant'],[],"['scribe_prashant', 'We', 'need', 'to', 'come', 'together', 'to', 'fight', 'against', 'this', 'coronavirus', '😦']"
1856,@brijeshkalappa We need to come together to fight against this #coronavirus 😦,en,['#coronavirus'],['@brijeshkalappa'],[],"['brijeshkalappa', 'We', 'need', 'to', 'come', 'together', 'to', 'fight', 'against', 'this', 'coronavirus', '😦']"
1857,@Sonal_MK @YouTube We need to come together to fight against this #coronavirus 😦,en,['#coronavirus'],"['@Sonal_MK', '@YouTube']",[],"['Sonal_MK', 'YouTube', 'We', 'need', 'to', 'come', 'together', 'to', 'fight', 'against', 'this', 'coronavirus', '😦']"
1858,@AabidMagami We need to come together to fight against this #coronavirus 😦,en,['#coronavirus'],['@AabidMagami'],[],"['AabidMagami', 'We', 'need', 'to', 'come', 'together', 'to', 'fight', 'against', 'this', 'coronavirus', '😦']"
1859,@virsanghvi We need to come together to fight against this #coronavirus 😦,en,['#coronavirus'],['@virsanghvi'],[],"['virsanghvi', 'We', 'need', 'to', 'come', 'together', 'to', 'fight', 'against', 'this', 'coronavirus', '😦']"
1860,@MPNaveenJindal Thank you so much sir 🙏 and Salute you sir 👍  Jai Hind 🇮🇳   #कोरोना_हारेगा_जीतेगा_हिंदुस्तान  #CovidIndia #Oxygen #IndiaFightsCorona #COVID19India #covid19 #CoWIN #India #IndiaFightsCOVID19 #KnowYourVaccine #coronavirus #OxygenCylinders #StaySafe #StayHome,en,"['#कोरोना_हारेगा_जीतेगा_हिंदुस्तान', '#CovidIndia', '#Oxygen', '#IndiaFightsCorona', '#COVID19India', '#covid19', '#CoWIN', '#India', '#IndiaFightsCOVID19', '#KnowYourVaccine', '#coronavirus', '#OxygenCylinders', '#StaySafe', '#StayHome']",['@MPNaveenJindal'],[],"['MPNaveenJindal', 'Thank', 'you', 'so', 'much', 'sir', '🙏', 'and', 'Salute', 'you', 'sir', '👍', 'Jai', 'Hind', '🇮🇳', 'कोरोना_हारेगा_जीतेगा_हिंदुस्तान', 'CovidIndia', 'Oxygen', 'IndiaFightsCorona', 'COVID19India', 'covid19', 'CoWIN', 'India', 'IndiaFightsCOVID19', 'KnowYourVaccine', 'coronavirus', 'OxygenCylinders', 'StaySafe', 'StayHome']"
1861,Deadly Corona virus  https://t.co/wIAFY2WT2n,en,[],[],['https://t.co/wIAFY2WT2n'],"['Deadly', 'Corona', 'virus', 'https', 't.co/wIAFY2WT2n']"
1862,"The Kuwaiti Cabinet decided to send oxygen supplies and relief items to #India, which is facing growing numbers of deaths and infections due to the coronavirus.  #Covid19IndiaHelp  #Corona2ndWave #Kuwait  https://t.co/h04SYrESQP",en,"['#India,', '#Covid19IndiaHelp', '#Corona2ndWave', '#Kuwait']",[],['https://t.co/h04SYrESQP'],"['The', 'Kuwaiti', 'Cabinet', 'decided', 'to', 'send', 'oxygen', 'supplies', 'and', 'relief', 'items', 'to', 'India', 'which', 'is', 'facing', 'growing', 'numbers', 'of', 'deaths', 'and', 'infections', 'due', 'to', 'the', 'coronavirus', 'Covid19IndiaHelp', 'Corona2ndWave', 'Kuwait', 'https', 't.co/h04SYrESQP']"
1863,May Allah SWT protect us from this deadly corona virus.   Aameen,en,[],[],[],"['May', 'Allah', 'SWT', 'protect', 'us', 'from', 'this', 'deadly', 'corona', 'virus', 'Aameen']"
1864,"In fact, Hindi newspapers and other dailies have already documented that the Indian government is putting pressure on States to fudge the data of coronavirus deaths (actual deaths at least 5x more than official numbers). Rana Ayyub is stating what is already so obvious.  https://t.co/ycF4vj71rr",en,[],[],['https://t.co/ycF4vj71rr'],"['In', 'fact', 'Hindi', 'newspapers', 'and', 'other', 'dailies', 'have', 'already', 'documented', 'that', 'the', 'Indian', 'government', 'is', 'putting', 'pressure', 'on', 'States', 'to', 'fudge', 'the', 'data', 'of', 'coronavirus', 'deaths', 'actual', 'deaths', 'at', 'least', '5x', 'more', 'than', 'official', 'numbers', 'Rana', 'Ayyub', 'is', 'stating', 'what', 'is', 'already', 'so', 'obvious', 'https', 't.co/ycF4vj71rr']"
1865,Are you infected with the Corona virus? Are you afraid of the corona virus? Do you want to know the reason? Do you want to recover from Corona virus? #IndiaNeedsOxygen #CovidIndia #StayStrongIndia 👇👇👇👇👇👇  https://t.co/sGzNczxZKy  https://t.co/gZTEAzBsIy,en,"['#IndiaNeedsOxygen', '#CovidIndia', '#StayStrongIndia']",[],"['https://t.co/sGzNczxZKy', 'https://t.co/gZTEAzBsIy']","['Are', 'you', 'infected', 'with', 'the', 'Corona', 'virus', 'Are', 'you', 'afraid', 'of', 'the', 'corona', 'virus', 'Do', 'you', 'want', 'to', 'know', 'the', 'reason', 'Do', 'you', 'want', 'to', 'recover', 'from', 'Corona', 'virus', 'IndiaNeedsOxygen', 'CovidIndia', 'StayStrongIndia', '👇👇👇👇👇👇', 'https', 't.co/sGzNczxZKy', 'https', 't.co/gZTEAzBsIy']"
1866,Are you infected with the Corona virus? Are you afraid of the corona virus? Do you want to know the reason? Do you want to recover from Corona virus? #كورونا  #India  https://t.co/YOaBoavt3f,en,"['#كورونا', '#India']",[],['https://t.co/YOaBoavt3f'],"['Are', 'you', 'infected', 'with', 'the', 'Corona', 'virus', 'Are', 'you', 'afraid', 'of', 'the', 'corona', 'virus', 'Do', 'you', 'want', 'to', 'know', 'the', 'reason', 'Do', 'you', 'want', 'to', 'recover', 'from', 'Corona', 'virus', 'كورونا', 'India', 'https', 't.co/YOaBoavt3f']"
1867,"@TajinderBagga Yes not only you with other 50 thousand people come from Uttar Pradesh Madhya Pradesh Behar and Karnataka thank you you are leaving west Bengal, election commission is responsible for coronavirus break out in india.",en,[],['@TajinderBagga'],[],"['TajinderBagga', 'Yes', 'not', 'only', 'you', 'with', 'other', '50', 'thousand', 'people', 'come', 'from', 'Uttar', 'Pradesh', 'Madhya', 'Pradesh', 'Behar', 'and', 'Karnataka', 'thank', 'you', 'you', 'are', 'leaving', 'west', 'Bengal', 'election', 'commission', 'is', 'responsible', 'for', 'coronavirus', 'break', 'out', 'in', 'india']"
1868,"A novel way to counter the novel  #Coronavirus 😁 The #SOPs are implemented to save your life, not to suffocate you🤦‍♂️  #COVID19 #ThirdWave @dcislamabad @DCRawalpindi  @DCLahore  https://t.co/KhzeAJl5ur",en,"['#Coronavirus', '#SOPs', '#COVID19', '#ThirdWave']","['@dcislamabad', '@DCRawalpindi', '@DCLahore']",['https://t.co/KhzeAJl5ur'],"['A', 'novel', 'way', 'to', 'counter', 'the', 'novel', 'Coronavirus', '😁', 'The', 'SOPs', 'are', 'implemented', 'to', 'save', 'your', 'life', 'not', 'to', 'suffocate', 'you🤦\u200d♂️', 'COVID19', 'ThirdWave', 'dcislamabad', 'DCRawalpindi', 'DCLahore', 'https', 't.co/KhzeAJl5ur']"
1869,"May Allah protect us from corona virus !!!!!!!!!  Stayhomestayconnected ,,,,,,,,,,🙏🙏🙏🙏",en,[],[],[],"['May', 'Allah', 'protect', 'us', 'from', 'corona', 'virus', 'Stayhomestayconnected', '🙏🙏🙏🙏']"
1870,Thai Prime Minister Prayuth Chan-ocha (@prayutofficial) was fined for not wearing a face mask at a meeting on Monday under new #coronavirus restrictions amid a new wave of infections.  https://t.co/LwVK0ZblHn,en,['#coronavirus'],[],['https://t.co/LwVK0ZblHn'],"['Thai', 'Prime', 'Minister', 'Prayuth', 'Chan-ocha', 'prayutofficial', 'was', 'fined', 'for', 'not', 'wearing', 'a', 'face', 'mask', 'at', 'a', 'meeting', 'on', 'Monday', 'under', 'new', 'coronavirus', 'restrictions', 'amid', 'a', 'new', 'wave', 'of', 'infections', 'https', 't.co/LwVK0ZblHn']"
1871,I know about the west better than anybody.  I understand the coronavirus better than anybody. Trust me no one understands global warming better than me.  Imran Khan.  Listen to this and wonder if Trump and Imran Khan have the same speech writers.  https://t.co/gRS3v6xfBx,en,[],[],['https://t.co/gRS3v6xfBx'],"['I', 'know', 'about', 'the', 'west', 'better', 'than', 'anybody', 'I', 'understand', 'the', 'coronavirus', 'better', 'than', 'anybody', 'Trust', 'me', 'no', 'one', 'understands', 'global', 'warming', 'better', 'than', 'me', 'Imran', 'Khan', 'Listen', 'to', 'this', 'and', 'wonder', 'if', 'Trump', 'and', 'Imran', 'Khan', 'have', 'the', 'same', 'speech', 'writers', 'https', 't.co/gRS3v6xfBx']"
1872,52 passengers on one flight from #Delhi to Hong Kong test positive for coronavirus after landing - despite ALL presenting a negative test while boarding..  What's Going On???  @asadowaisi  https://t.co/RzWsisb46x,en,['#Delhi'],['@asadowaisi'],['https://t.co/RzWsisb46x'],"['52', 'passengers', 'on', 'one', 'flight', 'from', 'Delhi', 'to', 'Hong', 'Kong', 'test', 'positive', 'for', 'coronavirus', 'after', 'landing', 'despite', 'ALL', 'presenting', 'a', 'negative', 'test', 'while', 'boarding', 'What', ""'s"", 'Going', 'On', 'asadowaisi', 'https', 't.co/RzWsisb46x']"
1873,Saudi Arabia 🇸🇦 is shipping 80 metric tonnes of liquid oxygen to India 🇮🇳 as the country is running low on supplies due to an unprecedented spike in corona virus cases. 🙏Oxygen nhi Shifa aarahi hai Mohammad (saw) ke shaher se.🙏 @PMOIndia @AmitShah  @CMOMaharashtra @AUThackeray,en,[],"['@PMOIndia', '@AmitShah', '@CMOMaharashtra', '@AUThackeray']",[],"['Saudi', 'Arabia', '🇸🇦', 'is', 'shipping', '80', 'metric', 'tonnes', 'of', 'liquid', 'oxygen', 'to', 'India', '🇮🇳', 'as', 'the', 'country', 'is', 'running', 'low', 'on', 'supplies', 'due', 'to', 'an', 'unprecedented', 'spike', 'in', 'corona', 'virus', 'cases', '🙏Oxygen', 'nhi', 'Shifa', 'aarahi', 'hai', 'Mohammad', 'saw', 'ke', 'shaher', 'se.🙏', 'PMOIndia', 'AmitShah', 'CMOMaharashtra', 'AUThackeray']"
1874,"Pakistan begins registering people over 40 for coronavirus vaccine, get yourself/elders registered, and receive your vaccine at the earliest.   For registration: Visit :  https://t.co/avOPhpFqgT  OR Send your CNIC on 1166.   #VaccineForAll",en,['#VaccineForAll'],[],['https://t.co/avOPhpFqgT'],"['Pakistan', 'begins', 'registering', 'people', 'over', '40', 'for', 'coronavirus', 'vaccine', 'get', 'yourself/elders', 'registered', 'and', 'receive', 'your', 'vaccine', 'at', 'the', 'earliest', 'For', 'registration', 'Visit', 'https', 't.co/avOPhpFqgT', 'OR', 'Send', 'your', 'CNIC', 'on', '1166', 'VaccineForAll']"
1875,"Where are those #Avengers?  The world is in danger, superheroes, come and save a life of several humans around the world.   #AvengersEndgame #COVID19India #coronavirus #IndiaFightsBack #NarendraModi #death #America #mondaythoughts #COVIDEmergency2021 #Covid19IndiaHelp",en,"['#Avengers?', '#AvengersEndgame', '#COVID19India', '#coronavirus', '#IndiaFightsBack', '#NarendraModi', '#death', '#America', '#mondaythoughts', '#COVIDEmergency2021', '#Covid19IndiaHelp']",[],[],"['Where', 'are', 'those', 'Avengers', 'The', 'world', 'is', 'in', 'danger', 'superheroes', 'come', 'and', 'save', 'a', 'life', 'of', 'several', 'humans', 'around', 'the', 'world', 'AvengersEndgame', 'COVID19India', 'coronavirus', 'IndiaFightsBack', 'NarendraModi', 'death', 'America', 'mondaythoughts', 'COVIDEmergency2021', 'Covid19IndiaHelp']"
1876,American president @JoeBiden  promised Indian prime minister @narendramodi to help so that #India could fight with #coronavirus. Thanks @POTUS,en,"['#India', '#coronavirus.']","['@JoeBiden', '@narendramodi', '@POTUS']",[],"['American', 'president', 'JoeBiden', 'promised', 'Indian', 'prime', 'minister', 'narendramodi', 'to', 'help', 'so', 'that', 'India', 'could', 'fight', 'with', 'coronavirus', 'Thanks', 'POTUS']"
1877,#COVID19 hospital emergency ward hospital oxigen pipeline work Hard switchvetions help on covid19 pesent bed #coronavirus #jhrkhand @HemantSorenJMM  https://t.co/cK2Blrmyti,en,"['#COVID19', '#coronavirus', '#jhrkhand']",['@HemantSorenJMM'],['https://t.co/cK2Blrmyti'],"['COVID19', 'hospital', 'emergency', 'ward', 'hospital', 'oxigen', 'pipeline', 'work', 'Hard', 'switchvetions', 'help', 'on', 'covid19', 'pesent', 'bed', 'coronavirus', 'jhrkhand', 'HemantSorenJMM', 'https', 't.co/cK2Blrmyti']"
1878,@OfficeofUT @rajeshtope11 Good work and great job to fight back with corona virus appreciate @mybmc,en,[],"['@OfficeofUT', '@rajeshtope11', '@mybmc']",[],"['OfficeofUT', 'rajeshtope11', 'Good', 'work', 'and', 'great', 'job', 'to', 'fight', 'back', 'with', 'corona', 'virus', 'appreciate', 'mybmc']"
1879,"Hopes are still there with few words, everything is going to be fine as before.#coronavirus #huminitywar",en,['#huminitywar'],[],[],"['Hopes', 'are', 'still', 'there', 'with', 'few', 'words', 'everything', 'is', 'going', 'to', 'be', 'fine', 'as', 'before', 'coronavirus', 'huminitywar']"
1880,Press Meet At GMCH #AssamCovidUpdate  #Covid19India  #assam  #Guwahati #news #covid #india #instagram #love #coronavirus #follow #like #media #music #breakingnews #instagood #fashion #viral #trending #politics #noticias #memes #new #corona #usa #football #bhfyp #sports #tv  https://t.co/goboRwMwkS,en,"['#AssamCovidUpdate', '#Covid19India', '#assam', '#Guwahati', '#news', '#covid', '#india', '#instagram', '#love', '#coronavirus', '#follow', '#like', '#media', '#music', '#breakingnews', '#instagood', '#fashion', '#viral', '#trending', '#politics', '#noticias', '#memes', '#new', '#corona', '#usa', '#football', '#bhfyp', '#sports', '#tv']",[],['https://t.co/goboRwMwkS'],"['Press', 'Meet', 'At', 'GMCH', 'AssamCovidUpdate', 'Covid19India', 'assam', 'Guwahati', 'news', 'covid', 'india', 'instagram', 'love', 'coronavirus', 'follow', 'like', 'media', 'music', 'breakingnews', 'instagood', 'fashion', 'viral', 'trending', 'politics', 'noticias', 'memes', 'new', 'corona', 'usa', 'football', 'bhfyp', 'sports', 'tv', 'https', 't.co/goboRwMwkS']"
1881,This is to #HELP everyone affected by #COVID19   Link -  https://t.co/3J4CyaaFqE - #CovidIndiaInfo #COVID19 #COVID19India #coronavirus #IndiaNeedsOxygen #indianeedoxygen #IndiaFightsCOVID19 #COVIDー19 #COVIDIOTS  https://t.co/qEjbDinGp8,en,"['#HELP', '#COVID19', '#CovidIndiaInfo', '#COVID19', '#COVID19India', '#coronavirus', '#IndiaNeedsOxygen', '#indianeedoxygen', '#IndiaFightsCOVID19', '#COVIDー19', '#COVIDIOTS']",[],"['https://t.co/3J4CyaaFqE', 'https://t.co/qEjbDinGp8']","['This', 'is', 'to', 'HELP', 'everyone', 'affected', 'by', 'COVID19', 'Link', 'https', 't.co/3J4CyaaFqE', 'CovidIndiaInfo', 'COVID19', 'COVID19India', 'coronavirus', 'IndiaNeedsOxygen', 'indianeedoxygen', 'IndiaFightsCOVID19', 'COVIDー19', 'COVIDIOTS', 'https', 't.co/qEjbDinGp8']"
1882,Must Read and Share..  #raahulkant #COVID19 #Covid19India #coronavirus #Zindagi #savelife  https://t.co/p4cQU5blFT,en,"['#raahulkant', '#COVID19', '#Covid19India', '#coronavirus', '#Zindagi', '#savelife']",[],['https://t.co/p4cQU5blFT'],"['Must', 'Read', 'and', 'Share', 'raahulkant', 'COVID19', 'Covid19India', 'coronavirus', 'Zindagi', 'savelife', 'https', 't.co/p4cQU5blFT']"
1883,Coronavirus LIVE Rajasthan records 16438 fresh cases  https://t.co/oVTBktSgGh,en,[],[],['https://t.co/oVTBktSgGh'],"['Coronavirus', 'LIVE', 'Rajasthan', 'records', '16438', 'fresh', 'cases', 'https', 't.co/oVTBktSgGh']"
1884,Govt asks Serum Institute Bharat Biotech to lower price of coronavirus vaccines  https://t.co/oVTBktSgGh,en,[],[],['https://t.co/oVTBktSgGh'],"['Govt', 'asks', 'Serum', 'Institute', 'Bharat', 'Biotech', 'to', 'lower', 'price', 'of', 'coronavirus', 'vaccines', 'https', 't.co/oVTBktSgGh']"
1885,Coronavirus LIVE No crisis of medical oxygen in West Bengal says senior official  https://t.co/oVTBktSgGh,en,[],[],['https://t.co/oVTBktSgGh'],"['Coronavirus', 'LIVE', 'No', 'crisis', 'of', 'medical', 'oxygen', 'in', 'West', 'Bengal', 'says', 'senior', 'official', 'https', 't.co/oVTBktSgGh']"
1886,Coronavirus LIVE Over 500000 vaccinated in a day in Maharashtra  https://t.co/oVTBktSgGh,en,[],[],['https://t.co/oVTBktSgGh'],"['Coronavirus', 'LIVE', 'Over', '500000', 'vaccinated', 'in', 'a', 'day', 'in', 'Maharashtra', 'https', 't.co/oVTBktSgGh']"
1887,Coronavirus second wave has made the already rotten system sick and the governance even more sicker. But the biggest failure is in govt acknowledging that we are failing to arrest the speed of the virus and provide adequate facilities to people.,en,[],[],[],"['Coronavirus', 'second', 'wave', 'has', 'made', 'the', 'already', 'rotten', 'system', 'sick', 'and', 'the', 'governance', 'even', 'more', 'sicker', 'But', 'the', 'biggest', 'failure', 'is', 'in', 'govt', 'acknowledging', 'that', 'we', 'are', 'failing', 'to', 'arrest', 'the', 'speed', 'of', 'the', 'virus', 'and', 'provide', 'adequate', 'facilities', 'to', 'people']"
1888,"China delivers 800 oxygen concentrators, promises another 10,000 #Covid19 #Coronavirus #Oxygen  https://t.co/8oWQcobQKJ",en,"['#Covid19', '#Coronavirus', '#Oxygen']",[],['https://t.co/8oWQcobQKJ'],"['China', 'delivers', '800', 'oxygen', 'concentrators', 'promises', 'another', '10,000', 'Covid19', 'Coronavirus', 'Oxygen', 'https', 't.co/8oWQcobQKJ']"
1889,"Prayers of Healing, Health n Strength at Ajmer Dargah Sharif.... #CovidIndia #CovidResources #coronavirus #Corona2ndWave  https://t.co/fCfEZt5WPX",en,"['#CovidIndia', '#CovidResources', '#coronavirus', '#Corona2ndWave']",[],['https://t.co/fCfEZt5WPX'],"['Prayers', 'of', 'Healing', 'Health', 'n', 'Strength', 'at', 'Ajmer', 'Dargah', 'Sharif', 'CovidIndia', 'CovidResources', 'coronavirus', 'Corona2ndWave', 'https', 't.co/fCfEZt5WPX']"
1890,Saudi Arabia on Sunday shipped 80 metric tons of oxygen to India to alleviate acute shortages of the lifesaving gas due to the record surge in coronavirus infections in India.  #OxygenEmergency #OxygenShortage #IndiaNeedsOxygen #PakArmy  https://t.co/Y01KHSEjcM,en,"['#OxygenEmergency', '#OxygenShortage', '#IndiaNeedsOxygen', '#PakArmy']",[],['https://t.co/Y01KHSEjcM'],"['Saudi', 'Arabia', 'on', 'Sunday', 'shipped', '80', 'metric', 'tons', 'of', 'oxygen', 'to', 'India', 'to', 'alleviate', 'acute', 'shortages', 'of', 'the', 'lifesaving', 'gas', 'due', 'to', 'the', 'record', 'surge', 'in', 'coronavirus', 'infections', 'in', 'India', 'OxygenEmergency', 'OxygenShortage', 'IndiaNeedsOxygen', 'PakArmy', 'https', 't.co/Y01KHSEjcM']"
1891,"JUST IN: #India reports 3,285 new coronavirus deaths, the first time its daily death toll surpasses three thousand.",en,['#India'],[],[],"['JUST', 'IN', 'India', 'reports', '3,285', 'new', 'coronavirus', 'deaths', 'the', 'first', 'time', 'its', 'daily', 'death', 'toll', 'surpasses', 'three', 'thousand']"
1892,"@anadoluajansi Foreign students from China, Brazil, Iran and South Africa will be exempt from the remaining travel bans imposed during the coronavirus pandemic, opening up the possibility of a significant rebound in international-student enrollment at U.S. schools  https://t.co/lIBbZYMBvY",en,[],['@anadoluajansi'],['https://t.co/lIBbZYMBvY'],"['anadoluajansi', 'Foreign', 'students', 'from', 'China', 'Brazil', 'Iran', 'and', 'South', 'Africa', 'will', 'be', 'exempt', 'from', 'the', 'remaining', 'travel', 'bans', 'imposed', 'during', 'the', 'coronavirus', 'pandemic', 'opening', 'up', 'the', 'possibility', 'of', 'a', 'significant', 'rebound', 'in', 'international-student', 'enrollment', 'at', 'U.S', 'schools', 'https', 't.co/lIBbZYMBvY']"
1893,Outbreak of corona virus in Balochistan reached 20.43%  #Quetta #Balochistan #wearamask,en,"['#Quetta', '#Balochistan', '#wearamask']",[],[],"['Outbreak', 'of', 'corona', 'virus', 'in', 'Balochistan', 'reached', '20.43', 'Quetta', 'Balochistan', 'wearamask']"
1894,@CallSignMujahid @iHShaheen Corona virus exposed Indian health care system.,en,[],"['@CallSignMujahid', '@iHShaheen']",[],"['CallSignMujahid', 'iHShaheen', 'Corona', 'virus', 'exposed', 'Indian', 'health', 'care', 'system']"
1895,"Corona virus covid-19, is a contagious pendemic disease. Being an airborne disease, the coronavirus easily crosses all boundary walls and has become a major catastrophe for world humanity.  So the every human being has to play a responsible role in tackling this global epidemic.  https://t.co/pbDCZTMFOf",en,[],[],['https://t.co/pbDCZTMFOf'],"['Corona', 'virus', 'covid-19', 'is', 'a', 'contagious', 'pendemic', 'disease', 'Being', 'an', 'airborne', 'disease', 'the', 'coronavirus', 'easily', 'crosses', 'all', 'boundary', 'walls', 'and', 'has', 'become', 'a', 'major', 'catastrophe', 'for', 'world', 'humanity', 'So', 'the', 'every', 'human', 'being', 'has', 'to', 'play', 'a', 'responsible', 'role', 'in', 'tackling', 'this', 'global', 'epidemic', 'https', 't.co/pbDCZTMFOf']"
1896,"India's surging coronavirus infections is prompting wealthy families to flee the country by private jet. With reports of hospital bed, oxygen and drug shortages sweeping social media, Indian tycoons and others who can to afford  #CoWin #Cowinapp #RMACHE  https://t.co/DwLdhqLd2L",en,"['#CoWin', '#Cowinapp', '#RMACHE']",[],['https://t.co/DwLdhqLd2L'],"['India', ""'s"", 'surging', 'coronavirus', 'infections', 'is', 'prompting', 'wealthy', 'families', 'to', 'flee', 'the', 'country', 'by', 'private', 'jet', 'With', 'reports', 'of', 'hospital', 'bed', 'oxygen', 'and', 'drug', 'shortages', 'sweeping', 'social', 'media', 'Indian', 'tycoons', 'and', 'others', 'who', 'can', 'to', 'afford', 'CoWin', 'Cowinapp', 'RMACHE', 'https', 't.co/DwLdhqLd2L']"
